"title","abstract","abstract.id","screener.id","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"Facultative control of offspring sex in the cooperatively breeding bell miner, Manorina melanophrys","The ability to alter primary sex ratios has the potential to increase a breeding individual's fitness. This is certainly true in those cooperative breeders where one sex is both philopatric and helps raise future offspring of its parents. We examined the primary sex ratio variation in the cooperatively breeding bell miner (Manorina melanophrys) in southeastern Australia over six breeding seasons. Male offspring are the philopatric and helping sex in this system and can increase the reproductive output of their parents. Bell miners aggressively defend their territory from all interspecific competitors and by doing so allow food resources to dramatically increase. The increase in phytophagous Psyllidae insects (which secrete a carbohydrate-rich coating that constitutes the major component of bell miner diet) leads to a decrease in tree health, often culminating in death of the tree. Bell miners then move as groups to new areas with low psyllid abundance, and the cycle repeats. Using this predictable temporal variation in food availability, we aimed to determine whether female breeders adjusted the sex ratio of broods to produce more of the philopatric sex when food resources were high and more of the dispersing sex when food resources were low. Our results provide clear evidence for such facultative control of sex ratio by female bell miners. Newly founded colonies are characterized by low food availability and a female-biased primary sex ratio, whereas colonies more than 1 year old have an increased food availability and a male-biased primary sex ratio. We suggest treating forces associated with resource enhancement and competition as opposing sides of a single general principle and suggest that it is necessary to view both the costs and benefits of philopatric individuals within a variable environment.","MA140","MW","","",""
"Functional consequences of plant-animal interactions along the mutualism-antagonism gradient","Plant-animal interactions are pivotal for ecosystem functioning, and usually form complex networks involving multiple species of mutualists as well as antagonists. The costs and benefits of these interactions show a strong context-dependency directly related to individual variation in partner identity and differential strength. Yet understanding the context-dependency and functional consequences of mutualistic and antagonistic interactions on individuals remains a lasting challenge. We use a network approach to characterize the individual, plant-based pollination interaction networks of the Canarian Isoplexis canariensis (Plantaginaceae) with a mixed assemblage of vertebrate mutualists (birds and lizards) and invertebrate antagonists (florivores, nectar larcenists, and predispersal seed predators). We identify and quantify interaction typologies based on the sign (mutualistic vs. antagonistic) and strength (weak vs. strong) of animal-mediated pollination and test the relationship with individual female reproductive success (FRS). In addition, we document pollinator movement patterns among individual plants to infer events of pollen transfer/receipt that define the plant mating networks and test the relationship with FRS. We identify six interaction typologies along a mutualism-antagonism gradient, with two typologies being over-represented involving both mutualists and antagonists and influencing FRS. Plants showing strong mutualistic interactions, but also (weak or strong) interactions with antagonists are relatively better connected in the mating network (i.e., with higher potential to transfer or receive pollen). Thus, mixed flower visitor assemblages with mutualists and antagonists give plants increased their importance in the mating networks, promote outcrossing and increasing both female and male fitness. Our approach helps characterize plant-animal interaction typologies, the context-specificity of diversified mutualisms, and a better forecasting of their functional consequences.  2017 by the Ecological Society of America","MA160","MW","","",""
"Playing styles and possible causative factors in dogs' behaviour when playing with humans","Individual differences and causative factors could modify the behaviour of dogs in object related games played with a human partner. In a two-by-two within-subject design we observed 68 family dogs' behaviour when playing two different types of games (ball game and tugging) with two different play partners (owner or unfamiliar experimenter) ill order to categorize each dog's playing style. In all four conditions we have measured the following behavioural variables: tendency for possession, willingness to retrieve, behaviours related to fear/avoidance and aggression, and occurrence of play bows. We also calculated the relative duration of time when the dogs oriented ``outwards{''} from the play situation to the other non-interacting person (owner or ex peri me titer) during a session. Than we examined the effect of six factors on dog-human play behaviour: the familiarity of the play partner, the type of the game, the dogs' gender, age and breed, and the duration of daily active interaction between dog and owner. We used factor analysis to unfold the relationship among the recorded variables and revealed three factors that accounted for 63\% of the total variance. On Factor I variables measured in tugging with both the experimenter and owner had high loadings (labelled ``Motivation for tugging{''}). Factor 2 contained all variables measuring fear and avoidance (Fear/Avoidance), and Factor 3 consisted of variables measured ill ball game (Motivation for ball game). The cluster analysis of the dogs' individual factor scores classified them into 5 significantly different groups on the basis of their tendency to be involved in playing with a ball, a rag and to show fear/avoidance during the tests. Moreover, the gender (but not the age or breed) of the dogs and the duration of the daily active interaction with the owner had significant effects oil the distribution of dogs between the cluster groups. These results suggest that in play situations the behaviour of well socialized family dogs is influenced more by their motivation to play and to a certain extent by the level of fear than by the familiarity of the play partner or their possible general tendencies for cooperative or competitive behaviours. (C) 2008 Elsevier B.V. All rights reserved.","MA285","MW","","",""
"Elephants, donuts and hamburgers: Young children co-operating to co-operate and co-operating to compete in two primary schools","Abstract A total of 152 5-6-year-old schoolchildren worked alone or in groups, cooperatively within groups or competing against another group, over 4 weeks. New measures allowed us to consider their preferences for collective or individualistic styles. Three factors: individualism/collectivism, sociability and altruism were identified. The first two were found to be stable over time; the third changed and was related to whether the children worked co-operatively or competitively. Differences were found in collectivism/individualism. Girls (particularly older girls) preferred working co-operatively significantly more than boys at Time 1; however, this decreased over time for girls, whilst boys became less individualistic over time. Younger children scored significantly less than older children on a sociability factor, but this increased significantly over time compared to the older children--artificially in the group co-operative condition. Findings are discussed in light of curriculum and pedagogy of primary schools and social psychological research with children.  1999, Taylor & Francis Group, LLC.","MA117","MW","","",""
"Evolution Of Helping And Harming In Heterogeneous Groups","Social groups are often composed of individuals who differ in many respects. Theoretical studies on the evolution of helping and harming behaviors have largely focused upon genetic differences between individuals. However, nongenetic variation between group members is widespread in natural populations, and may mediate differences in individuals' social behavior. Here, we develop a framework to study how variation in individual quality mediates the evolution of unconditional and conditional social traits. We investigate the scope for the evolution of social traits that are conditional on the quality of the actor and/or recipients. We find that asymmetries in individual quality can lead to the evolution of plastic traits with different individuals expressing helping and harming traits within the same group. In this context, population viscosity can mediate the evolution of social traits, and local competition can promote both helping and harming behaviors. Furthermore, asymmetries in individual quality can lead to the evolution of competition-like traits between clonal individuals. Overall, we highlight the importance of asymmetries in individual quality, including differences in reproductive value and the ability to engage in successful social interactions, in mediating the evolution of helping and harming behaviors  2013 The Society for the Study of Evolution.","MA127","MW","","",""
"Social influences on survival and reproduction: Insights from a long-term study of wild baboons","For social species, the environment has two components: physical and social. The social environment modifies the individual's interaction with the physical environment, and the physical environment may in turn impact individuals social relationships. This interplay can generate considerable variation among individuals in survival and reproduction. Here, I synthesize more than four decades of research on the baboons of the Amboseli basin in southern Kenya to illustrate how social and physical environments interact to affect reproduction and survival. For immature baboons, social behaviour can both mitigate and exacerbate the challenge of survival. Only c. 50% of live-born females and c. 44% of live-born males reach the median age of first reproduction. Variation in pre-adult survival, growth and development is associated with multiple aspects of the social environment. For instance, conspecifics provide direct care and are a major source of social knowledge about food and the environment, but conspecifics can also represent a direct threat to survival through infanticide. In adulthood, both competition (within and between social groups) and cooperative affiliation (i.e. collective action and/or the exchange of social resources such as grooming) are prominent features of baboon social life and have important consequences for reproduction and survival. For instance, adult females with higher social dominance ranks have accelerated reproduction, and adult females that engage in more frequent affiliative social interactions have higher survival throughout adulthood. The early life environment also has important consequences for adult reproduction and survival, as in a number of other bird and mammal species. In seasonal breeders, early life effects often apply to entire cohorts; in contrast, in nonseasonal and highly social species such as baboons, early life effects are more individual-specific, stemming from considerable variation not only in the early physical environment (even if they are born in the same year) but also in the particulars of their social environment.  2018 The Authors. Journal of Animal Ecology published by John Wiley & Sons Ltd on behalf of British Ecological Society","MA335","MW","","",""
"Collective action problem in heterogeneous groups","I review the theoretical and experimental literature on the collective action problem in groups whose members differ in various characteristics affecting individual costs, benefits and preferences in collective actions. I focus on evolutionary models that predict how individual efforts and fitnesses, group efforts and the amount of produced collective goods depend on the groups size and heterogeneity, as well as on the benefit and cost functions and parameters. I consider collective actions that aim to overcome the challenges from nature or win competition with neighbouring groups of co-specifics. I show that the largest contributors towards production of collective goods will typically be group members with the highest stake in it or for whom the effort is least costly, or those who have the largest capability or initial endowment. Under some conditions, such group members end up with smaller net pay-offs than the rest of the group. That is, they effectively behave as altruists. With weak nonlinearity in benefit and cost functions, the group effort typically decreases with group size and increases with within-group heterogeneity. With strong nonlinearity in benefit and cost functions, these patterns are reversed. I discuss the implications of theoretical results for animal behaviour, human origins and psychology.  2015 The Author(s) Published by the Royal Society. All rights reserved.","MA52","MW","","",""
"Host sharing by the honey bee parasites Lotmaria passim and Nosema ceranae","The trypanosome Lotmaria passim and the microsporidian Nosema ceranae are common parasites of the honey bee, Apis mellifera, intestine, but the nature of interactions between them is unknown. Here, we took advantage of naturally occurring infections and quantified infection loads of individual workers (N=408) originating from three apiaries (four colonies per apiary) using PCR to test for interactions between these two parasites. For that purpose, we measured the frequency of single and double infections, estimated the parasite loads of single and double infections, and determined the type of correlation between both parasites in double infections. If interactions between both parasites are strong and antagonistic, single infections should be more frequent than double infections, double infections will have lower parasite loads than single infections, and double infections will present a negative correlation. Overall, a total of 88 workers were infected with N.ceranae, 53 with L.passim, and eight with both parasites. Although both parasites were found in all three apiaries, there were significant differences among apiaries in the proportions of infected bees. The data show no significant differences between the expected and observed frequencies of single- and double-infected bees. While the infection loads of individual bees were significantly higher for L.passim compared to N.ceranae, there were no significant differences in infection loads between single- and double-infected hosts for both parasites. These results suggest no strong interactions between the two parasites in honey bees, possibly due to spatial separation in the host. The significant positive correlation between L.passim and N.ceranae infection loads in double-infected hosts therefore most likely results from differences among individual hosts rather than cooperation between parasites. Even if hosts are infected by multiple parasites, this does not necessarily imply that there are any significant interactions between them.  2017 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.","MA181","MW","","",""
"Symbiosis, Introduction to","Symbiosis is the persistent association of two or more dissimilar species. This phenomenon is widespread in nature and has contributed to major transitions in the evolution of life on Earth. Symbiosis can serve as a source of evolutionary innovation. Diverse plant and animal species harbor microbial symbionts that aid their hosts in resource acquisition and defense. Symbioses can originate from diverse interaction types, and can be maintained or broken down through a variety of mechanisms. Understanding and manipulating symbioses may provide direct benefits to human health and agricultural systems.  2016 Elsevier Inc. All rights reserved.","MA358","MW","","",""
"Chilli-briquettes modify the temporal behaviour of elephants, but not their numbers","Crop loss to foraging elephants is one of the most significant causes of conflict between people and elephants in areas where wild elephants share resources with people. Effective solutions to reduce the effects of human-elephant conflict on local livelihoods are thus essential to foster coexistence between elephants and people. We assessed the effectiveness of chilli-briquettes (bricks made of dry chilli, elephant dung and water) in altering elephants use of space in the eastern Okavango Panhandle, Botswana. We burned > 600 briquettes during the night over a 2-month period to test five treatments: Frequent burning of (1) chilli and (2) chilli-free briquettes, occasional burning of (3) chilli and (4) chilli-free briquettes, and (5) a control treatment. Using camera traps and footprint surveys we assessed the number of elephants that used experimental sites, and the times at which they did so. We found elephants changed their movement behaviour from predominantly nocturnal to diurnal in areas where chilli-briquettes were burned throughout the night; however, there was no difference in the mean numbers of individuals between treatments with and without chillies. In other words, chilli-briquettes had a repellent but not a deterrent effect on elephants, keeping them away only at times when chilli-briquettes were smouldering. Based on these findings we recommend the use of chilli-briquettes as a method to deter elephants in the short term. In the long term, chilli-briquettes should be applied in combination with other larger-scale mitigation approaches, such as land management and cooperative community-based tools.  2017 Fauna and Flora International.","MA45","MW","","",""
"Some ecological roots of pest control","Development of pest management systems rests on relatively few major ecological principles and these underly the tactics and strategies available. Many are so self-evident that we often ignore their underlying significance. They are (1) the principle of inherent variation in the genetic properties of organisms; (2) the principle that an organism must be adapted to its environment and becomes so through its evolution; (3) the principle that all organisms require adequate nutrition; (4) the principle that to perpetuate their kind organisms must reproduce; (5) the principle that as organisms are born immature they must grow and develop; (6) the principle that life presents various compensations tending to correct for adverse occurrences; (7) the principle that most organisms derive their sustenance from other living organisms (predation); (8) the principle that organisms commonly suffer from depletion of resources by other organisms (competition among the same or different kinds of organisms); (9) the principle that cooperation serves many species well; (10) the principle that organisms must move about and do things (possess mobility and other behavior); and (11) the principle of holism and interactions among factors in ecosystems. Examples are given showing that advances in our knowledge in each of these basic areas are significant in developing ecologically sound pest management systems.  1974 Le Franois.","MA341","MW","","",""
"The behavioral sciences and sociobiology: A darwinian approach","Darwinian natural selection theory is the theory of choice for the overwhelming majority of behavioral biologists interested in the evolution of adaptive social behavior despite many challenges to the discipline of sociobiology over the years. The initial criticisms came from a group of ideologues who argued that sociobiology was based on a form of genetic determinism. This view was dismissed by working sociobiologists for several reasons but primarily because the criticism fundamentally misrepresents the goal of the discipline, which is to test hypotheses about the evolution and adaptive value of social traits and not to examine the proximate causes that influence the development of an individual's social behavior during its lifetime. Among the additional opposing views to the discipline that have been presented over the years are those held by academics who believe (1) that evolution occurs because of differences among groups (not individuals), (2) that kin selection theory (an amendment to Darwinian natural selection theory) has failed and should be dropped, and (3) that Darwinian sexual selection (a subset of natural selection theory) should be replaced by a more modern and inclusive theory of the evolutionary effects of the interactions between the sexes. This chapter debunks each of these competitors. Darwinian theory as modified over the last 50 years continues to be the basis for evolutionary research into the interactions between the sexes, helpful behavior in its various forms, especially the evolution of altruistic behavior, and all aspects of human sociality.  Springer International Publishing AG 2017. All Rights Reserved.","MA362","MW","","",""
"Sociosexuality, testosterone, and life history status: prospective associations and longitudinal changes among men in Cebu, Philippines","Sociosexuality is defined as an individual's interest in uncommitted sexual activity and can be measured in terms of both psychological orientations and behavioral expression. In socio-ecological contexts in which adults monogamously partner and cooperate to raise children, individuals with unrestricted sociosexuality are likely to prioritize mating/competition over committed partnering and parenting. Given the importance of mother-father cooperation in the evolutionary past, humans may have the capacity to facultatively and opportunistically downregulate sociosexuality to focus on priorities related to invested partnering and parenting. To date, no prior studies have used longitudinal data to track within-individuals changes in sociosexuality as it relates to such life history transitions. Given the lack of prior longitudinal research in this area, it is likewise unknown what physiological mechanisms might mediate within-individual changes in sociosexuality through time but testosterone is a plausible candidate. To explore these questions, we drew on a large, long-running study of Filipino men (n = 288), who were single non-fathers at 25.9 years of age and were followed up 4-5 years later. We found that men with more unrestricted sociosexuality at baseline were more likely to experience relationship dissolution by follow-up, consistent with past work. Compared to men who remained single non-fathers at followup, men who became married residential fathers showed shifts towards more restricted global sociosexuality as well as sociosexual behavior. Relative to their own baseline values, married residential fathers also had more restricted sociosexuality in all domains at follow-up. They were the only group for whom this was found. We found theoretically-consistent but modest support for positive correlations between men's testosterone and their sociosexuality, but no evidence that the two change in tandem together through time. Our results suggest that some amount of between-individual differences in sociosexuality are not stable and can facultatively shift alongside other aspects of male reproductive effort.","MA339","MW","","",""
