"title","abstract","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"Comparing environmental impacts for livestock products: A review of life cycle assessments","Livestock production has a major impact on the environment. Choosing a more environmentally-friendly livestock product in a diet can mitigate environmental impact. The objective of this research was to compare assessments of the environmental impact of livestock products. Twenty-five peer-reviewed studies were found that assessed the impact of production of pork, chicken, beef, milk, and eggs using life cycle analysis (LCA). Only 16 of these studies were reviewed, based on five criteria: study from an OECD (Organization for Economic Cooperation and Development) country, non-organic production, type of LCA methodology, allocation method used, and definition of system boundary. LCA results of these 16 studies were expressed in three ways: per kg product, per kg protein, and per kg of average daily intake of each product for an OECD country. The review yielded a consistent ranging of results for use of land and energy, and for climate change. No clear pattern was found, however, for eutrophication and acidification. Production of 1 kg of beef used most land and energy, and had highest global warming potential (GWP), followed by production of 1 kg of pork, chicken, eggs, and milk. Differences in environmental impact among pork, chicken, and beef can be explained mainly by 3 factors: differences in feed efficiency, differences in enteric CH4 emission between monogastric animals and ruminants, and differences in reproduction rates. The impact of production of 1 kg of meat (pork, chicken, beef) was high compared with production of 1 kg of milk and eggs because of the relatively high water content of milk and eggs. Production of 1 kg of beef protein also had the highest impact, followed by pork protein, whereas chicken protein had the lowest impact. This result also explained why consumption of beef was responsible for the largest part of the land use and GWP in an average OECD diet. This review did not show consistent differences in environmental impact per kg protein in milk, pork, chicken and eggs. Only one study compared environmental impact of meat versus milk and eggs. Conclusions regarding impact of pork or chicken versus impact of milk or eggs require additional comparative studies and further harmonization of LCA methodology. Interpretation of current LCA results for livestock products, moreover, is hindered because results do not include environmental consequences of competition for land between humans and animals, and consequences of land-use changes. We recommend, therefore, to include these consequences in future LCAs of livestock products.  2009 Elsevier B.V. All rights reserved.","MA59","","","",""
"Competitive altruism: from reciprocity to the handicap principle","Current work on cooperation is focused on the theory of reciprocal altruism. However, reciprocity is just one way of getting a return on an investment in altruism and is difficult to apply to many examples. Reciprocity theory addresses how animals respond dynamically to others so as to cooperate without being exploited. I discuss how introducing differences in individual generosity together with partner choice into models of reciprocity can lead to an escalation in altruistic behaviour. Individuals may compete for the most altruistic partners and non-altruists may become ostracized. I refer to this phenomenon as competitive altruism and propose that it can represent a move away from the dynamic responsiveness of reciprocity. Altruism may be rewarded in kind, but rewards may be indirectly accrued or may not involve the return of altruism at all, for example if altruists tend to be chosen as mates. This variety makes the idea of competitive altruism relevant to behaviours which cannot be explained by reciprocity. I consider whether altruism might act as a signal of quality, as proposed by the handicap principle. I suggest that altruistic acts could make particularly effective signals because of the inherent benefits to receivers. I consider how reciprocity and competitive altruism are related and how they may be distinguished.","MA63","","","",""
"Complement of integrated fertilizer management and integrated pest management concepts to ameliorate faba bean growth and yield [Ergnzung des integrierten dngungs und krankheitsmanagements zur verbesserung des wachstums und ertrags von ackerbohnen]","Twenty-one microbial preparations recommended for controlling pathogenic fungal strains causing root rot and wilt diseases of faba bean were investigated for antibiosis against several symbiotic and associative diazotrophs adopting a modified agar-plate-inhibition-zone assay. Rhizobium and Bradyrhizobium exhibited a somewhat similar susceptibility to biocontrol agents while associative diazotrophs showed variable responses. Azotobacter, compared to others, was severely inhibited by such bio-candidates. The members of the biofertilizer formulation Biofertan did bear mixed cultivation with the majority of biocontrol agents. Among those, Bacillus subtilis was deemed the pioneer. In pot experiments, almost all the antagonists significantly restricted the severity of root rot and wilt diseases besides modifying faba bean seedling stand and improving plant development. This was very obvious with shoot biomass increases of >50%. Moreover, the bioagents successfully recovered the legume establishment, seriously injured due to pathogenic fungal infection. Simultaneous inoculation with Rhizobium and biocontrol agents provided more growth stimulation compared to either when introduced individually. Field-grown faba beans were inoculated with the diazotroph and representatives of biocontrol strains by two different methods, seed coating and over-head soil. Growth parameters determined were the highest when the legume plant was seed-coated by Rhizobium simultaneously over-head soil inoculated with the bacterial bioagents; this was reported with Bacillus subtilis and Pseudomonas aerugenosa. The significance of combined application of biofertilizer and bioagent to ensure cheap, clean and safe farm products is discussed.  2004 Taylor & Francis Ltd.","MA65","","","",""
"Complex network representation of multiagent systems with cooperative and competitive interactions","The dynamic behavior of Multi-Agent Systems (MAS) is analyzed in the context of a modifed Lotka-Volterra model. The interaction strength is determined by the difference of agent sizes: as the difference increases, the interaction is weaker. Competitive and cooperative scenarios are analyzed, showing clusters of agents in the stationary state. However, meantime in the competitive scenario the agent sizes are constrained to be non greater than the capacity value ( = 1), in the cooperative scenario, they are allowed to exceed such capacity making clear the advantages of cooperation. The complex network representation is introduced in order to enhance the role of agent sizes and their one-on-one interactions in the dynamic behavior of the system.  2014 by the Author.","MA67","","","",""
"Conservation of protists: Is it needed at all?","Protists have scarcely been considered in traditional perspectives and strategies in environmental management and biodiversity conservation. This is a remarkable omission given that these tiny organisms are highly diverse, and have performed as key ecological players in evolutionary theatres for over a billion years of Earth history. Protists hold key roles in nearly all ecosystems, notably as participants in fluxes of energy and matter through foodwebs that centre on their predation on microbes. In spite of this, they have been largely ignored in conservation issues due to a widespread, naive belief that protists are ubiquitous and cosmopolitanously distributed. Nevertheless, recent research shows that many protists have markedly restricted distributions. These range from palaeoendemics (Gondwanan-Laurasian distribution) to local endemics. Our ignorance about the ultimate and proximate causes of such acute disparities in scale-dependent distributions of protists can be flagged as a singular reason to preserve these more cryptic participants in ecological and evolutionary dynamics. This argument is disturbing when one considers anthropogenic modifications of landscapes and the very poorly understood roles of protists in ecological processes in soils, not least in agroecolandscapes and hydrological systems. Major concerns include host specific symbiotic, symphoric and parasitic species which become extinct, unseen and largely unknown, alongside their metazoan hosts; change or loss of habitats; massive change or loss of type localities; and losses of unique genetic resources and evolutionary potential. These concerns are illustrated by examples to argue that conservation of protists should be integral to any strategy that traditionally targets vascular plants and animals. The ongoing decline in research capacity to inventory and classify protist diversity exemplifies a most acute symptom of the failures, at local, national and international levels, to support scientific responses to the biodiversity crisis. Responsible responses to these severe problems need to centre on the revival of natural history as the core discipline in biology.  2007 Springer Science+Business Media B.V.","MA72","","","",""
"Context-dependent interactions of insects and defensive symbionts: insights from a novel system in siricid woodwasps","Many insect species derive fitness benefits from associations with defensive microbial symbionts that confer protection against pathogens and parasites. These relationships are varied and diverse, but a number of studies highlight important trends. The effects of defensive symbionts can be context-dependent and influenced by variable selection imposed by the organism against which the symbiont protects. Additionally, genetic variation in both hosts and symbionts can greatly influence the outcome of these interactions. Here, we describe interactions between siricid woodwasps, their fungal symbionts and parasitic nematodes and show how defense by symbionts in this system is also context-dependent. The species or strain of the white rot fungus used as a symbiont by Sirex can influence parasitism of these hosts by Deladenus nematodes.  2019","MA73","","","",""
"Cooperation and conflict in the evolution of multicellularity","Multicellular organisms probably originated as groups of cells formed in several ways, including cell proliferation from a group of founder cells and aggregation. Cooperation among cells benefits the group, but may be costly (altruistic) or beneficial (synergistic) to individual cooperating cells. In this paper, we study conflict mediation, the process by which genetic modifiers evolve that enhance cooperation by altering the parameters of development or rules of formation of cell groups. We are particularly interested in the conditions under which these modifiers lead to a new higher-level unit of selection with increased cooperation among group members and heritable variation in fitness at the group level. By sculpting the fitness variation and opportunity for selection at the two levels, conflict modifiers create new functions at the organism level. An organism is more than a group of cooperating cells related by common descent; organisms require adaptations that regulate conflict within. Otherwise their continued evolution is frustrated by the: creation of within-organism variation and conflict between levels of selection. The evolution of conflict modifiers is a necessary prerequisite to the emergence of individuality and the continued well being of the organism. Conflict leads - through the evolution of adaptations that reduce it - to greater individuality and harmony for the organism.","MA78","","","",""
"Cooperation in humans: competition between groups and proximate emotions","Understanding the ultimate and proximate mechanisms that favour cooperation remains one of the greatest challenges in the biological and social sciences. A number of theoretical studies have suggested that competition between groups may have played a key role in the evolution of cooperation within human societies, and similar ideas have been discussed for other organisms, especially cooperative breeding vertebrates. However, there is a relative lack of empirical work testing these ideas. Our experiment found, in public goods games with humans, that when groups competed with other groups for financial rewards, individuals made larger contributions within their own groups. In such situations, participants were more likely to regard their group mates as collaborators rather than competitors. Variation in contribution among individuals, either with or without intergroup competition, was positively correlated with individuals' propensity to regard group mates as collaborators. We found that the levels of both guilt and anger individuals experienced were a function of their own contributions and those of their group mates. Overall, our results arc consistent with the idea that the level of cooperation can be influenced by proximate emotions, which vary with the degree of intergroup competition. (C) 2010 Elsevier Inc. All rights reserved.","MA79","","","",""
"Cooperation promotes the evolution of separate sexes from hermaphrodites with unitary growth","Most animals have specialized into separate sexes but most plants remain hermaphroditic. The underlining cause for this is still unclear. Here we address this question by evolutionary stable strategy analysis and exact calculation of frequency-dependent selection and genetic drift in geographically structured populations. Reproductive investments of hermaphrodites are divided into male and female functions, and each sex requires linear investments that increase linearly with successful gamete number and reusable investments (RIs) that increase less than linearly. Individuals specializing into one sex require RIs of only this sex and thus can produce more gametes. However, these gametes suffer strong kin competition as they are of the same sex and gamete number of the other sex decreases. The success of individuals specializing into one sex requires individuals specializing into the other sex to cooperate with them, providing them with more opposite-sex gametes and relaxing them of the same-sex competition. The evolution of this cooperation does not require two rare mutations to happen simultaneously at the same place, because single-sex mutants can sparsely spread in a hermaphroditic population with RIs despite genetic drift and wait for mutants of the other sex to arise. RI resembles fixed cost in previous theories. However, previous theories considered all costs except for costs for gametes as fixed costs and this does not capture an important plant-animal difference; modular growth of sexual organs in most plants and some animals promotes reproductive investments to increase linearly with offspring number, so their investments in sexual organs are linear investments rather than fixed costs. This study shows the evolution of separate sexes from hermaphrodites as an example of the evolution of cooperation and mutualism as in harmony games, and highlights modular growth as an important factor that prevents most plants and some animals from evolving into separate sexes. (C) 2013 Elsevier Ltd. All rights reserved.","MA80","","","",""
"Crossing scales, crossing disciplines: Collective motion and collective action in the Global Commons","Two conflicting tendencies can be seen throughout the biological world: individuality and collective behaviour. Natural selection operates on differences among individuals, rewarding those who perform better. Nonetheless, even within this milieu, cooperation arises, and the repeated emergence of multicellularity is the most striking example. The same tendencies are played out at higher levels, as individuals cooperate in groups, which compete with other such groups. Many of our environmental and other global problems can be traced to such conflicts, and to the unwillingness of individual agents to take account of the greater good. One of the great challenges in achieving sustainability will be in understanding the basis of cooperation, and in taking multicellularity to yet a higher level, finding the pathways to the level of cooperation that is the only hope for the preservation of the planet.  2010 The Royal Society.","MA83","","","",""
"Decomposer diversity and identity influence plant diversity effects on ecosystem functioning","Plant productivity and other ecosystem functions often increase with plant diversity at a local scale. Alongside various plant-centered explanations for this pattern, there is accumulating evidence that multi-trophic interactions shape this relationship. Here, we investigated for the first time if plant diversity effects on ecosystem functioning are mediated or driven by decomposer animal diversity and identity using a double-diversity microcosm experiment. We show that many ecosystem processes and ecosystem multifunctionality (herbaceous shoot biomass production, litter removal, and N uptake) were affected by both plant and decomposer diversity, with ecosystem process rates often being maximal at intermediate to high plant and decomposer diversity and minimal at both low plant and decomposer diversity. Decomposers relaxed interspecific plant competition by enlarging chemical (increased N uptake and surface-litter decomposition) and spatial (increasing deep-root biomass) habitat space and by promoting plant complementarity. Anecic earthworms and isopods functioned as key decomposers; although decomposer diversity effects did not solely rely on these two decomposer species, positive plant net biodiversity and complementarity effects only occurred in the absence of isopods and the presence of anecic earthworms. Using a structural equation model, we explained 76\% of the variance in plant complementarity, identified direct and indirect effect paths, and showed that the presence of key decomposers accounted for approximately three-quarters of the explained variance. We conclude that decomposer animals have been underappreciated as contributing agents of plant diversity-ecosystem functioning relationships. Elevated decomposer performance at high plant diversity found in previous experiments likely positively feeds back to plant performance, thus contributing to the positive relationship between plant diversity and ecosystem functioning.","MA87","","","",""
"Determinants of reproductive success in dominant female meerkats","1. In cooperative societies with high reproductive skew, selection on females is likely to operate principally through variation in the probability of acquiring dominant status and variation in reproductive success while dominant. Despite this, few studies of cooperative societies have investigated the factors that influence which females become dominant, and/or their reproductive output while in the dominant position. 2. Here we use long-term data from a wild meerkat population to describe variation in the breeding success of dominant female meerkats Suricata suricatta and investigate its causes. 3. Female meerkats compete intensely for breeding positions, and the probability of acquiring the breeding role depends upon a female's age in relation to competitors and her weight, both at the time of dominance acquisition and early in life. 4. Once dominant, individual differences in breeding success depend principally on the duration of dominance tenure. Females remain for longer in the dominant position if they are heavier than their competitors at the start of dominance, and if the number of adult female competitors at the start is low. 5. Female breeding success is also affected by variation in fecundity and pup survival, both of which increase with group size. After controlling for these effects, female body weight has a positive influence on breeding rate and litter size, while the number of adult female competitors reduces litter survival. 6. These findings suggest that selection for body weight and competitive ability will be high in female meerkats, which may moderate their investment in cooperative activities. We suggest that similar consequences of competition may occur among females in other cooperative societies where the benefits of attaining dominance status are high.  2007 The Authors.","MA88","","","",""
"Determinants of sperm transfer in the scorpionfly Panorpa cognata: male variation, female condition and copulation duration","Recent studies suggest that sperm production and transfer may have significant costs to males. Male sperm investment into a current copulation may therefore influence resources available for future matings, which selects for male strategic mating investment. In addition, females may also benefit from actively or passively altering the number of sperm transferred by males. In the scorpionfly Panorpa cognata, the number of sperm transferred during copulation depended on copulation duration and males in good condition (residual weight) copulated longer and also transferred more sperm. Moreover, sperm transferred and stored per unit time was higher in copulations with females in good condition than in copulations with females in poor condition. Males varied greatly and consistently in their sperm transfer rate, indicative of costs associated with this trait. The duration of the pairing prelude also varied between males and correlated negatively with the male's sperm transfer rate, but no other male character correlated significantly with male sperm transfer rate. The results are consistent with strategic mating effort but sperm transfer could also be facilitated by the physical size of females and/or females in good condition may be more cooperative during sperm transfer.","MA89","","","",""
"Developmental plasticity and social specialization in cooperative societies","Cooperative breeding systems showcase the diversity of social trajectories within and among species, ranging from the extremes of eusocial insects where individuals become irreversibly specialized as fecund queens or sterile workers, to vertebrate systems where individuals maintain the flexibility to breed throughout life. Between these extremes lies a continuum with individuals exhibiting varying degrees of specialization in their behaviour. Most research on cooperative breeders, particularly on vertebrate systems, has focused on why helping has evolved, rather than addressing this diversity. Here, we present a framework to explain variation in the timing, extent and flexibility of phenotypic divergence across vertebrate and invertebrate cooperative systems. We base our framework on recent theory about how individuals integrate information about the environment from different sources (genes, parents and direct experiences) when establishing their developmental trajectory. We discuss how the timing and degree of divergence and specialization are influenced by the availability and reliability of information about later fitness options and by the extent to which individuals have control over their development. Throughout, we use this developmental perspective to draw broad comparisons across vertebrate and invertebrate systems, which are often considered separately. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","MA90","","","",""
"Diversity and evolutionary patterns of bacterial gut associates of corbiculate bees","The animal gut is a habitat for diverse communities of microorganisms (microbiota). Honeybees and bumblebees have recently been shown to harbour a distinct and species poor microbiota, which may confer protection against parasites. Here, we investigate diversity, host specificity and transmission mode of two of the most common, yet poorly known, gut bacteria of honeybees and bumblebees: Snodgrassella alvi (Betaproteobacteria) and Gilliamella apicola (Gammaproteobacteria). We analysed 16S rRNA gene sequences of these bacteria from diverse bee host species across most of the honeybee and bumblebee phylogenetic diversity from North America, Europe and Asia. These focal bacteria were present in 92% of bumblebee species and all honeybee species but were found to be absent in the two related corbiculate bee tribes, the stingless bees (Meliponini) and orchid bees (Euglossini). Both Snodgrassella alvi and Gilliamella apicola phylogenies show significant topological congruence with the phylogeny of their bee hosts, albeit with a considerable degree of putative host switches. Furthermore, we found that phylogenetic distances between Gilliamella apicola samples correlated with the geographical distance between sampling locations. This tentatively suggests that the environmental transmission rate, as set by geographical distance, affects the distribution of G. apicola infections. We show experimentally that both bacterial taxa can be vertically transmitted from the mother colony to daughter queens, and social contact with nest mates after emergence from the pupa greatly facilitates this transmission. Therefore, sociality may play an important role in vertical transmission and opens up the potential for co-evolution or at least a close association of gut bacteria with their hosts.  2013 Blackwell Publishing Ltd.","MA95","","","",""
"Ectosymbiosis is a critical factor in. the local benthic biodiversity of the Antarctic deep sea","In deep-sea benthic environments, competition for hard substrates is a critical factor in the distribution and diversity of organisms. In this context, the occurrence of biotic substrates in addition to mineral substrates may change the characteristics of sessile fauna. We tested this hypothesis at different localities of the Weddell Sea (Antarctica) by Studying the diversity of ectosymbionts living on the spines of cidaroids (echinoids), The presence of cidaroids promoted a higher total specific richness and increased sessile species abundance, but did riot change the diversity. Analyses of species distribution suggested that the cidaroids are a favourable habitat for sessile organisms, compared to rocks, but are colonized by relatively specialist sessile Species, leaving the unfavourable rock habitat to more generalist species. Therefore, our study highlights the role of some living organisms, such as cidaroids, as key species increasing Antarctic benthic deep-sea species richness through the niche they provide to symbiotic species.","MA112","","","",""
