"title","abstract","abstract.id","screener.id","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"Culture and the evolution of social learning","Applications of modern evolutionary theory to human culture have generated several different theoretical approaches that challenge traditional anthropological perspectives. `'Cultural selection'' and `'mind parasite'' theories model culture as an independent evolutionary system because transmission of cultural traits via social learning is distinct from transmission of genes via DNA replication, `'Dual-inheritance'' and `'co-evolution'' theories model culture as an intermediary evolutionary process that involves information from two inheritance systems: genetics and social learning, `'Evolutionary psychology'' theories emphasize that the evolutionary history of natural selection on mental processes links culture and biological adaptation; hence, cultural information is viewed as part of the organic phenotype and not an independent evolutionary system, Cross-cultural universals and scenarios of the `'environment of evolutionary adaptedness'' are used to identify characteristics of the `'evolved mind'' (human nature). `'Behavioral ecology'' theories examine relations between behavior and environmental context, Behavioral/cultural variations are viewed as products of flexible decision-making processes (evolved mind) that may respond adaptively to micro-environmental differences, It is difficult to devise empirical tests that distinguish among these theories, because they share many basic premises and make similar predictions about human behavior. Indeed, some of the apparent differences may be more semantic than substantive. Social learning is the key process underlying these evolutionary paradigms, Here I argue that human learning mechanisms are products of natural selection, and hence process information in ways that reflect evolutionary design, I review common objections to this hypothesis, including (1) learning processes are uncoupled from genetics and biological adaptation; (2) culture (or its effects) is partly extrasomatic; (3) culture, by most definitions, involves mental phenomena, including conscious thought; (4) culture involves the use of arbitrary symbols to communicate information; (5) culture appears to have emergent properties at the group level, such as shared values and beliefs resulting in political and religious institutions; (6) culture involves historical processes; and (7) complex culture is uniquely human-we need an explanation for why the human species alone evolved such extensive social learning aptitudes. I suggest that these controversies can be resolved, although empirical tests are difficult. I posit that social competition was a primary selective pressure on human mental abilities (Alexander 1989) and that this favored domain-general, constructivist learning capabilities (e.g., Quartz and Sejnowski, in press) that can manage context-dependent analysis and integrate information from domain-specific mechanisms (Hirschfeld and Gelman 1994; MacDonald 1991; Sperber 1996). Humans are unique in the extraordinary levels of novelty that are generated by the processing of socially learned information. Human culture is cumulative; human cognition produces new ideas built upon the old. To a degree that far surpasses that of any other species, human mental processes must contend with a constantly changing information environment of their own creation. Cultural information may be especially dynamic because it is a fundamental aspect of human social competition. Apparently arbitrary changes in cultural traits, such as clothing styles, music, art, food, dialects, and so forth, may reflect information arms races among social competitors. The remarkable developmental plasticity and cross domain integration of some cognitive mechanisms may be products of selection for special sensitivity to variable social context. Human `'culture'' is not just a pool or source of information; it is an arena and theater of social manipulation and competition. Studies of human behavior-including language, kinship, mating relationships, subsistence, economics, and politics-generally are consistent with an evolutionary basis for social learning, but often they fail to add specific new knowledge about the mechanisms. Analyses of cognitive aptitudes underlying language, kinship, and so forth, often are inconclusive because cultural information (and consequent behavior) involves complex interaction among history, environmental variation, ontogenetic pathways of mental processes, and specific context. I suggest that empirical tests of evolutionary culture theory must build upon identification of apparent universals and examine individual variability by incorporating developmental psychology, environmental conditions, and social and historical context. This synthesis would benefit from enhanced cooperation between cognitive psychologists and cultural anthropologists. (C) Elsevier Science Inc., 1997.","MA84","CF","","",""
"Culture-Free Survey Reveals Diverse and Distinctive Fungal Communities Associated with Developing Figs (Ficus spp.) in Panama","The ancient association of figs (Ficus spp.) and their pollinating wasps (fig wasps; Chalcidoidea, Hymenoptera) is one of the most interdependent plant-insect mutualisms known. In addition to pollinating wasps, a diverse community of organisms develops within the microcosm of the fig inflorescence and fruit. To better understand the multipartite context of the fig-fig wasp association, we used a culture-free approach to examine fungal communities associated with syconia of six species of Ficus and their pollinating wasps in lowland Panama. Diverse fungi were recovered from surface-sterilized flowers of all Ficus species, including gall- and seed flowers at four developmental stages. Fungal communities in syconia and on pollinating wasps were similar, dominated by diverse and previously unknown Saccharomycotina, and distinct from leaf- and stem endophyte communities in the same region. Before pollination, fungal communities were similar between gall- and seed flowers and among Ficus species. However, fungal communities differed significantly in flowers after pollination vs. before pollination, and between anciently diverged lineages of Ficus with active vs. passive pollination syndromes. Within groups of relatively closely related figs, there was little evidence for strict-sense host specificity between figs and particular fungal species. Instead, mixing of fungal communities among related figs, coupled with evidence for possible transfer by pollinating wasps, is consistent with recent suggestions of pollinator mixing within syconia. In turn, changes in fungal communities during fig development and ripening suggest an unexplored role of yeasts in the context of the fig-pollinator wasp mutualism.","MA85","CF","","",""
"Determinants of reproductive success in dominant female meerkats","1. In cooperative societies with high reproductive skew, selection on females is likely to operate principally through variation in the probability of acquiring dominant status and variation in reproductive success while dominant. Despite this, few studies of cooperative societies have investigated the factors that influence which females become dominant, and/or their reproductive output while in the dominant position. 2. Here we use long-term data from a wild meerkat population to describe variation in the breeding success of dominant female meerkats Suricata suricatta and investigate its causes. 3. Female meerkats compete intensely for breeding positions, and the probability of acquiring the breeding role depends upon a female's age in relation to competitors and her weight, both at the time of dominance acquisition and early in life. 4. Once dominant, individual differences in breeding success depend principally on the duration of dominance tenure. Females remain for longer in the dominant position if they are heavier than their competitors at the start of dominance, and if the number of adult female competitors at the start is low. 5. Female breeding success is also affected by variation in fecundity and pup survival, both of which increase with group size. After controlling for these effects, female body weight has a positive influence on breeding rate and litter size, while the number of adult female competitors reduces litter survival. 6. These findings suggest that selection for body weight and competitive ability will be high in female meerkats, which may moderate their investment in cooperative activities. We suggest that similar consequences of competition may occur among females in other cooperative societies where the benefits of attaining dominance status are high.  2007 The Authors.","MA88","CF","","",""
"Dominance hierarchies in group-living cleaning gobies: causes and foraging consequences","In species living in social groups, aggression among individuals to gain access to limiting resources can lead to the formation of stable social hierarchies. We tested whether dominance rank in social groups of sponge-dwelling cleaning gobies Elacatinus prochilos in Barbados was determined by physical attributes of individuals or by prior experience of dominance, and examined the foraging consequences of dominance rank. Intraspecific aggression within groups resulted in stable dominance hierarchies that were strongly correlated with fish length. Dominant individuals maintained exclusive territories while subordinate fish occupied broader home ranges. Larger, competitively dominant fish were able to monopolize areas inside the sponge lumen with the highest abundance of the polychaete Haplosyllis spp., a favoured prey item, and achieved the highest foraging rates. The removal of a territorial individual from large groups resulted in a domino-like effect in territory relocation of the remaining fish as individuals moved to the territory previously occupied by the individual just above them in the group hierarchy. Individuals added to existing groups generally failed to gain access to territories, despite being formerly dominant in their original groups. When given the opportunity to choose a location in the absence of larger competitors, gobies frequently preferred positions that were previously defended and that had abundant food. These results suggest that intraspecific competition for resources creates the observed dominance structures and provides support for the role of individual physical attributes in the formation and maintenance of dominance hierarchies. (C) 2004 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","MA106","CF","","",""
"Dominant and subordinate outside options alter help and eviction in a pay-to-stay negotiation model","In several cooperatively breeding species, subordinates that do not help sufficiently are punished or evicted from the group by dominant individuals. The credibility of dominant eviction threats may vary with the social context beyond the group level: when subordinates can easily breed in a neighboring territory, dominants may be less able to demand help from subordinates. Further, dominant ability to enforce subordinate cooperation may be reduced when it is difficult to replace evicted subordinates or in small groups where each subordinate makes a large contribution to group productivity. Here, we develop a 2-player game theoretic model to examine how the social context influences subordinate help and the threshold of help at which dominants evict subordinates. In contrast to predictions, we found that dominants demand more help when dominants are less able to replace evicted subordinates, suggesting that dominants punish a dereliction of helping behavior more strongly when they are unable to compensate for the loss of an evicted subordinate. In single sealed-bid games, subordinates help less than the fitness costs they impose on dominants and help does not vary with subordinate breeding opportunities outside the group. However, when subordinates can plastically increase help in response to demanding dominants (akin to pay-to-stay dynamics), subordinates provide more help overall, but decrease their help as breeding opportunities outside of the group increase. Our results demonstrate the importance of incorporating negotiation into theoretical models of helping strategies and demonstrate that plasticity is a key mechanism underlying pay-to-stay mechanisms of cooperation.","MA108","CF","","",""
"Effects of competitive and cooperative interaction among neighboring trees on tree growth in a naturally regenerated even-aged Larix sibirica stand in considering height stratification","This study attempted to explain the variation in growth of individual trees in a naturally regenerated, even-aged Larix sibirica stand using indices that represented the competitive and cooperative interactions among neighboring trees. These interaction indices and DBH were used in stepwise multiple regression procedures to model the growth of individual trees. However, when the data from all trees were used, DBH was the only factor accepted in the growth model. Since DBH can be influenced by the cumulative effect of past interaction and other environmental factors, we stratified the stand into three height strata and repeated the stepwise procedure for each stratum to remove the cumulative effect represented by DBH. Several competition and/or cooperation indices were accepted in growth models of the lower, middle and upper strata. In each stratum, the residual mean square of the growth model was smaller than that of all strata. These facts suggested that height stratification was generally successful in reducing the cumulative effect of past interaction and other factors. The cooperation indices that suggested protection from wind stress by neighboring trees was a significant variable in the growth models of all three strata. This demonstrated that cooperative interaction should be considered in the explanation of variation in tree growth in dry and windy climates such as the present study region.","MA114","CF","","",""
"Effects of social immunity and unicoloniality on host-parasite interactions in invasive insect societies","Social insects have a very high potential to become invasive pest species. Here, we explore how their social lifestyle and their interaction with parasites may contribute to this invasive success. Similar to solitary species, parasite release followed by the evolution of increased competitive ability can promote establishment of introduced social insect hosts in their introduced range. Genetic bottlenecks during introduction of low numbers of founder individuals decrease the genetic diversity at three levels: the population, the colony and the individual, with the colony level being specific to social insects. Reduced genetic diversity can affect both the individual immune system and the collective colony-level disease defences (social immunity). Still, the dual immune system is likely to make social insects more robust to parasite attack. Changes in social structure from small, family-based, territorially aggressive societies in native populations towards huge networks of cooperating nests (unicoloniality) occur in some invasive social insects, for example, most invasive ants and some termites. Unicoloniality is likely to affect disease dynamics in multiple ways. The free exchange of individuals within the population leads to an increased genetic heterogeneity among individuals of a single nest, thereby decreasing disease transmission. However, the multitude of reproductively active queens per colony buffers the effect of individual diseased queens and their offspring, which may result in a higher level of vertical disease transmission in unicolonial societies. Lastly, unicoloniality provides a competitive advantage over native species, allowing them to quickly become the dominant species in the habitat, which in turn selects for parasite adaptation to this common host genotype and thus eventually a high parasite pressure. Overall, invasions by insect societies are characterized by general features applying to all introduced species, as well as idiosyncrasies that emerge from their social lifestyle. It is important to study these effects in concert to be able to develop efficient management and biocontrol strategies.  2012 British Ecological Society.","MA115","CF","","",""
"Elephants, donuts and hamburgers: Young children co-operating to co-operate and co-operating to compete in two primary schools","Abstract A total of 152 5-6-year-old schoolchildren worked alone or in groups, cooperatively within groups or competing against another group, over 4 weeks. New measures allowed us to consider their preferences for collective or individualistic styles. Three factors: individualism/collectivism, sociability and altruism were identified. The first two were found to be stable over time; the third changed and was related to whether the children worked co-operatively or competitively. Differences were found in collectivism/individualism. Girls (particularly older girls) preferred working co-operatively significantly more than boys at Time 1; however, this decreased over time for girls, whilst boys became less individualistic over time. Younger children scored significantly less than older children on a sociability factor, but this increased significantly over time compared to the older children--artificially in the group co-operative condition. Findings are discussed in light of curriculum and pedagogy of primary schools and social psychological research with children.  1999, Taylor & Francis Group, LLC.","MA117","CF","","",""
"Evolution of dispersal and life history strategies - Tetrahymena ciliates","Background. Considerable attention has focused on how selection on dispersal and other core life-history strategies (reproductive effort, survival ability, colonization capacity) may lead to so-called dispersal syndromes. Studies on genetic variation in these syndromes within species could importantly increase our understanding of their evolution, by revealing whether traits co-vary across genetic lineages in the manner predicted by theoretical models, and by stimulating further hypotheses for experimental testing. Yet such studies remain scarce. Here we studied the ciliated protist Tetrahymena thermophila, a particularly interesting organism due to cells being able to transform into morphs differing dramatically in swim-speed. We investigated dispersal, morphological responses, reproductive performance, and survival in ten different clonal strains. Then, we examined whether life history traits co-varied in the manner classically predicted for ruderal species, examined the investment of different strains into short- and putative long-distance dispersal, while considering also the likely impact of semi-sociality (cell aggregation, secretion of 'growth factors') on dispersal strategies. Results. Very significant among-strain differences were found with regard to dispersal rate, morphological commitment and plasticity, and almost all core life-history traits (e.g. survival, growth performance and strategy), with most of these traits being significantly intercorrelated. Some strains showed high short-distance dispersal rates, high colonization capacity, bigger cell size, elevated growth performance, and good survival abilities. These well performing strains, however, produced fewer fast-swimming dispersal morphs when subjected to environmental degradation than did philopatric strains performing poorly under normal conditions. Conclusion. Strong evidence was found for a genetic covariation between dispersal strategies and core life history traits in T. thermophila, with a fair fit of observed trait associations with classic colonizer models. However, the well performing strains with high colonization success and short-distance dispersal likely suffered under a long-distance dispersal disadvantage, due to producing fewer fast-swimming dispersal morphs than did philopatric strains. The smaller cell size at carrying capacity of the latter strains and their poor capacity to colonize as individual cells suggest that they may be adapted to greater levels of dependency on clone-mates (stronger sociality). In summary, differential exposure to selection on competitive and cooperative abilities, in conjunction with selective factors targeting specifically dispersal distance, likely contributed importantly to shaping T. thermophila dispersal and life history evolution.  2007 Fjerdingstad et al; licensee BioMed Central Ltd.","MA125","CF","","",""
"Evolution of equal division among unequal partners","One of the hallmarks of human fairness is its insensitivity to power: although strong individuals are often in a position to coerce weak individuals, fairness requires them to share the benefits of cooperation equally. The existence of such egalitarianism is poorly explained by current evolutionary models. We present a model based on cooperation and partner choice that can account for the emergence of a psychological disposition toward fairness, whatever the balance of power between the cooperative partners. We model the evolution of the division of a benefit in an interaction similar to an ultimatum game, in a population made up of individuals of variable strength. The model shows that strong individuals will not receive any advantage from their strength, instead having to share the benefits of cooperation equally with weak individuals at the evolutionary equilibrium, a result that is robust to variations in population size and the proportion of weak individuals. We discuss how this model suggests an explanation for why egalitarian behaviors toward everyone, including the weak, should be more likely to evolve in humans than in any other species.","MA126","CF","","",""
"Evolution Of Helping And Harming In Heterogeneous Groups","Social groups are often composed of individuals who differ in many respects. Theoretical studies on the evolution of helping and harming behaviors have largely focused upon genetic differences between individuals. However, nongenetic variation between group members is widespread in natural populations, and may mediate differences in individuals' social behavior. Here, we develop a framework to study how variation in individual quality mediates the evolution of unconditional and conditional social traits. We investigate the scope for the evolution of social traits that are conditional on the quality of the actor and/or recipients. We find that asymmetries in individual quality can lead to the evolution of plastic traits with different individuals expressing helping and harming traits within the same group. In this context, population viscosity can mediate the evolution of social traits, and local competition can promote both helping and harming behaviors. Furthermore, asymmetries in individual quality can lead to the evolution of competition-like traits between clonal individuals. Overall, we highlight the importance of asymmetries in individual quality, including differences in reproductive value and the ability to engage in successful social interactions, in mediating the evolution of helping and harming behaviors  2013 The Society for the Study of Evolution.","MA127","CF","","",""
"Evolution of intra-ejaculate sperm interactions: Do sperm cooperate?","Sperm are often considered to be individuals, in part because of their unique genetic identities produced as a result of synapsis during meiosis, and in part due to their unique ecology, being ejected away from the soma to continue their existence in a foreign environment. Selection at the level of individual sperm has been suggested to explain the evolution of two enigmatic sperm phenotypes: sperm heteromorphism, where more than one type of sperm is produced by a male, and sperm conjugation, where multiple sperm join together for motility and transport through the female reproductive tract before dissociation prior to fertilization. In sperm heteromorphic species, only one of the sperm morphs typically participates in fertilization, with the non-fertilizing ""parasperm"" being interpreted as reproductive altruists. Likewise, in species with sperm conjugation, high levels of sperm mortality have been suggested to be required for conjugate break-up and this has been considered evidence of kin-selected altruism. However, it is unclear if sperm possess the heritable variation in fitness (i.e. are individuals) required for the evolution of cooperation. We investigate the question of sperm individuality by focusing on how sperm morphology is determined and how sperm conjugates are formed. Concentrating on sperm conjugation, we discuss functional hypotheses for the evolutionary maintenance of this remarkable trait. Additionally, we speculate on the potential origins of sperm heteromorphism and conjugation, and explore the diversification and losses of these traits once they have arisen in a lineage. We find current evidence insufficient to support the concept of sperm control over their form or function. Thus, without additional evidence of haploid selection (i.e. sperm phenotypes that reflect their haploid genome and result in heritable differences in fitness), sperm heteromorphism and conjugation should be interpreted not as cooperation but rather as traits selected at the level of the male, much like other ejaculatory traits such as accessory gland proteins and ejaculate size.  2010 The Authors. Biological Reviews  2010 Cambridge Philosophical Society.","MA128","CF","","",""
