"title","abstract","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"From species to individuals: does the variation in ant-plant networks scale result in structural and functional changes?","Predicting the outcomes of any mutualistic interaction between ants and plants can be a very difficult task, since these outcomes are often determined by the ecological context in which the interacting species are embedded. Network theory has been an important tool to improve our understanding about the organizational patterns of animal-plant interactions. Nevertheless, traditionally, network studies have focused mainly on species-based differences and ignoring the importance of individual differences within populations. In this study, we evaluated if downscaling an ant-plant network from species to the individual level results in structural and functional changes in a network involving different-sized plant individuals. For this, we studied the extrafloral-nectar producing-tree Caryocar brasiliense (Caryocaraceae) and their associated ants in a Neotropical savanna. We observed 254 interactions involving 43 individuals of C. brasiliense and 47 ant species. The individual-based ant-plant network exhibited a nested pattern of interactions, with all developmental stages contributing equally to structuring this non-random pattern. We also found that plants with greater centrality within the network were better protected by their ant partners. However, plants with higher levels of individual specialization were not necessarily better protected by ants. Overall, we presented empirical evidence that intra-population variations are important for shaping ant-plant networks, since they can change the level of protection against herbivores conferred by the ants. These results highlight the importance of individual-based analyses of ecological networks, opening new research venues in the eco-evolutionary dynamics of ant-plant interactions.","MA159","","","",""
"Feedback between Population and Evolutionary Dynamics Determines the Fate of Social Microbial Populations","The evolutionary spread of cheater strategies can destabilize populations engaging in social cooperative behaviors, thus demonstrating that evolutionary changes can have profound implications for population dynamics. At the same time, the relative fitness of cooperative traits often depends upon population density, thus leading to the potential for bi-directional coupling between population density and the evolution of a cooperative trait. Despite the potential importance of these eco-evolutionary feedback loops in social species, they have not yet been demonstrated experimentally and their ecological implications are poorly understood. Here, we demonstrate the presence of a strong feedback loop between population dynamics and the evolutionary dynamics of a social microbial gene, SUC2, in laboratory yeast populations whose cooperative growth is mediated by the SUC2 gene. We directly visualize eco-evolutionary trajectories of hundreds of populations over 50-100 generations, allowing us to characterize the phase space describing the interplay of evolution and ecology in this system. Small populations collapse despite continual evolution towards increased cooperative allele frequencies; large populations with a sufficient number of cooperators ``spiral{''} to a stable state of coexistence between cooperator and cheater strategies. The presence of cheaters does not significantly affect the equilibrium population density, but it does reduce the resilience of the population as well as its ability to adapt to a rapidly deteriorating environment. Our results demonstrate the potential ecological importance of coupling between evolutionary dynamics and the population dynamics of cooperatively growing organisms, particularly in microbes. Our study suggests that this interaction may need to be considered in order to explain intraspecific variability in cooperative behaviors, and also that this feedback between evolution and ecology can critically affect the demographic fate of those species that rely on cooperation for their survival.","MA144","","","",""
"Presence of Chlamydiales DNA in ticks and fleas suggests that ticks are carriers of Chlamydiae","The Chlamydiales order includes the Chlamydiaceae, Parachlamydiaceae, Waddliaceae, Simkaniaceae, Criblamydiaceae, Rhabdochlamydiaceae, Clavichlamydiaceae, and Piscichlamydiaceae families. Members of the Chlamydiales order are obligate intracellular bacteria that replicate within eukaryotic cells of different origins including humans, animals, and amoebae. Many of these bacteria are pathogens or emerging pathogens of both humans and animals, but their true diversity is largely underestimated, and their ecology remains to be investigated. Considering their potential threat on human health, it is important to expand our knowledge on the diversity of Chlamydiae, but also to define the host range colonized by these bacteria. Thus, using a new pan-Chlamydiales PCR, we analyzed the prevalence of Chlamydiales DNA in ticks and fleas, which are important vectors of several viral and bacterial infectious diseases. To conduct this study, 1340 Ixodes ricinus ticks prepared in 192 pools were collected in Switzerland and 55 other ticks belonging to different tick species and 97 fleas belonging to different flea species were harvested in Algeria. In Switzerland, the prevalence of Chlamydiales DNA in the 192 pools was equal to 28.1% (54/192) which represents an estimated prevalence in the 1340 individual ticks of between 4.0% and 28.4%. The pan-Chlamydiales qPCR was positive for 45% (25/55) of tick samples collected in Algeria. The sequencing of the positive qPCR amplicons revealed a high diversity of Chlamydiales species. Most of them belonged to the Rhabdochlamydiaceae and Parachlamydiaceae families. Thus, ticks may carry Chlamydiales and should thus be considered as possible vectors for Chlamydiales propagation to both humans and animals.  2014 Elsevier GmbH.","MA292","","","",""
"Some evolutionary aspects of the food-procuring group behavior in phylogenesis of primates","The peculiarities were studied of the intragroup competitive and cooperative behavior of primates differing by the level of phylogenetic development, beginning from low-organized species of the higher primates to high-organized anthropoid monkeys (Callithrix jacchus, Cebus apella, Macaca mulatto, Papio hamaofrijas, Pan troglodytes). It has been shown that in all monkeys, under conditions of competitive feeding situation, there were changes of the complex behavioral forms observed at individual learning. Under conditions of the activity in pairs, the females of platyrrhine (New World) and lower narrow-nose (Old World) monkeys lost the possibility to realize the skill and food needs, so the programmed tasks were solved predominantly by the males. In chimpanzees, the change of indices of instrumental activity involved to the equal degree the male and female, and solution of the alternation task was higher in individual experiments. The age differences were revealed in the competitive behavior of chimpanzees in group. The realization of formed skills depended on the complex of factors including the requirements dominating in the given situation and the age and typological peculiarities, as well as the social rank of each monkey in the community. In rhesus macaques the capability for cooperative interaction was revealed under conditions of complex operant activity.","MA342","","","",""
"Exploration is dependent on reproductive state, not social state, in a cooperatively breeding bird","Personality is an intriguing phenomenon in populations because it constrains behavioral flexibility. One theory suggests that personality could be generated and maintained if dependent on asset protection. It is predicted that trade-offs with fitness expectations and survival probability encourage consistent behavioral differences among individuals (personality). Although not mutually exclusive, the social niche specialization hypothesis suggests that a group of individuals that repeatedly interact will develop personality to avoid costly social conflict. The point at which behavioral consistency originates in the social niche hypothesis is still unclear, with predictions for development after a change in social status. In the facultative cooperatively breeding Seychelles warbler (Acrocephalus sechellensis), residing on Cousin Island, breeding vacancies are limited and this forces individuals into different social roles. We used this system to test whether reproductive and social state predicted among-individual differences in exploration. We had 2 predictions. First, that an individual's start in life can predict personality, whereby young individuals with a good start to life (associated with early age reproduction and earlier onset survival senescence) are fast explorers, suggesting reproductive state-dependence. Second, that an individual's social status can predict personality, whereby dominant individuals will be fast explorers, suggesting that the behavior is social state-dependent. Neither of the behaviors was associated with social state and social state did not affect behavioral consistency. However, novel object exploration was associated with a proxy of reproductive state. Our results provide further support for state being a mechanism for generating individual differences in behavior.","MA136","","","",""
"Antibiotic resistance and protease production by Photorhabdus luminescens and Xenorhabdus poinarii bacteria symbiotic with entomopathogenic nematodes: Variation among species and strains","Bacteria in the genera Photorhabdus and Xenorhabdus are highly pathogenic to insects and are symbiotically associated with nematodes in the genera Heterorhabditis and Steinernema, respectively. We compared extracellular protease production and resistance to antibiotics (chloramphenicol, erythromycin, neomycin and tetracycline) for 32 isolates of P. luminescens and 11 isolates of X. poinarii taken from nematodes isolated from soil in southern New Jersey. P. luminescens produced greater amounts of protease, and was more resistant to erythromycin and less resistant to neomycin than X. poinarii. No interspecific differences in resistance to chloramphenicol or tetracycline were detected. Variability within species was not related to the site, habitat or soil core from which the isolates were obtained, and was not associated with variation in the color of the host cadaver for P. luminescens. Resistance to erythromycin was positively correlated with resistance to both neomycin and tetracycline for P. luminescens, but was negatively correlated with resistance to neomycin for X. poinarii. Antibiotic resistance profiles and extracellular protease production might be useful characteristics for distinguishing among species and strains of these bacteria, probably have ecological significance with respect to intra- and interspecific competition within host cadavers, and could have implications for the utility of these organisms for biological control.","MA21","","","",""
"Dominance hierarchies in group-living cleaning gobies: causes and foraging consequences","In species living in social groups, aggression among individuals to gain access to limiting resources can lead to the formation of stable social hierarchies. We tested whether dominance rank in social groups of sponge-dwelling cleaning gobies Elacatinus prochilos in Barbados was determined by physical attributes of individuals or by prior experience of dominance, and examined the foraging consequences of dominance rank. Intraspecific aggression within groups resulted in stable dominance hierarchies that were strongly correlated with fish length. Dominant individuals maintained exclusive territories while subordinate fish occupied broader home ranges. Larger, competitively dominant fish were able to monopolize areas inside the sponge lumen with the highest abundance of the polychaete Haplosyllis spp., a favoured prey item, and achieved the highest foraging rates. The removal of a territorial individual from large groups resulted in a domino-like effect in territory relocation of the remaining fish as individuals moved to the territory previously occupied by the individual just above them in the group hierarchy. Individuals added to existing groups generally failed to gain access to territories, despite being formerly dominant in their original groups. When given the opportunity to choose a location in the absence of larger competitors, gobies frequently preferred positions that were previously defended and that had abundant food. These results suggest that intraspecific competition for resources creates the observed dominance structures and provides support for the role of individual physical attributes in the formation and maintenance of dominance hierarchies. (C) 2004 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","MA106","","","",""
"Individual versus social complexity, with particular reference to ant colonies","Insect societies - colonies of ants, bees, wasps and termites vary enormously in their social complexity. Social complexity is a broadly used term that encompasses many individual and colony-level traits and characteristics such as colony size, polymorphism and foraging strategy. A number of earlier studies have considered the relationships among various correlates of social complexity in insect societies; in this review, we build upon those studies by proposing additional correlates and show how all correlates can be integrated in a common explanatory framework. The various correlates are divided among four broad categories (sections). Under 'polyphenism' we consider the differences among individuals, in particular focusing upon 'caste' and specialization of individuals. This is followed by a section on 'totipotency' in which we consider the autonomy and subjugation of individuals. Under this heading we consider various aspects such as intracolony conflict, worker reproductive potential and physiological or morphological restrictions which limit individuals' capacities to perform a range of tasks or functions. A section entitled 'organization of work' considers a variety of aspects, e.g. the ability to tackle group, team or partitioned tasks, foraging strategics and colony reliability and efficiency. A final section, 'communication and functional integration', considers how individual activity is coordinated to produce an integrated and adaptive colony. Within each section we use illustrative examples drawn from the social insect literature (mostly from ants, for which there is the best data) to illustrate concepts or trends and make a number of predictions concerning how a particular trait is expected to correlate with other aspects of social complexity. Within each section we also expand the scope of the arguments to consider these relationships in a much broader sense of 'sociality' by drawing parallels with other 'social' entities such as multicellular individuals, which can be understood as 'societies' of cells. The aim is to draw out any parallels and common causal relationships among the correlates. Two themes run through the study. The first is the role of colony size as an important factor affecting social complexity. The second is the complexity of individual workers in relation to the complexity of the colony. Consequently, this is an ideal opportunity to test a previously proposed hypothesis that 'individuals of highly social ant species arc less complex than individuals from simple ant species' in light of numerous social correlates. Our findings support this hypothesis. In summary, we conclude that, in general, complex societies arc characterized by large colony size, worker polymorphism, strong behavioural specialization and loss of totipotency in its workers, low individual complexity, decentralized colony control and high system redundancy, low individual competence, a high degree of worker cooperation when tackling tasks, group foraging strategies, high tempo, multi-chambered tailor-made nests, high functional integration, relatively greater use of cues and modulatory signals to coordinate individuals and heterogeneous patterns of worker-worker interaction.","MA203","","","",""
"Friend or foe: Inter-specific interactions and conflicts of interest within the family","1. Interactions between species can vary from mutually beneficial to evolutionarily neutral to antagonistic, even when the same two species are involved. Similarly, social interactions between members of the same species can lie on a spectrum from conflict to cooperation. 2. The aim of the present study was to investigate whether variation in the two types of social behaviour are interconnected. Is the fitness of the various classes of social partner within species (such as parent and offspring, or male and female) differently affected by interactions with a second species? Moreover, can inter-specific interactions influence the outcome of social interactions within species? 3. The present experiments focus on the interactions between the burying beetle Nicrophorus vespilloides Herbst and the phoretic mite Poecilochirus carabi G. Canestrini & R. Canestrini. The approach was to measure the fitness of burying beetle mothers, fathers, and offspring after reproduction, which took place either in the presence or absence of mites. 4. We found that male, female, and larval burying beetles derive contrasting fitness costs and benefits from their interactions with the mite, despite sharing a common family environment. From the mite's perspective, its relationship with the burying beetle can, therefore, be simultaneously antagonistic, neutral, and possibly even mutualistic, depending on the particular family member involved. We also found that mites can potentially change the outcome of evolutionary conflicts within the family. 5. We conclude that inter-specific interactions can explain some of the variation in social interactions seen within species. It is further suggested that intra-specific interactions might contribute to variation in the outcome of interactions between species.  2015 The Royal Entomological Society.","MA156","","","",""
"Evolution of culture-dependent discriminate sociality: A gene-culture coevolutionary model","Animals behave cooperatively towards certain conspecifics while being indifferent or even hostile to others. The distinction is made primarily according to kinship as predicted by the kin selection theory. With regards to humans, however, this is not always the case; in particular, humans sometimes exhibit a discriminate sociality on the basis of culturally transmitted traits, such as personal ornaments, languages, rituals, etc. This paper explores the possibility that the human faculty of cultural transmission and resultant cultural variation among individuals may have facilitated the evolution of discriminate sociality in humans. To this end, a gene-culture coevolutionary model is developed focusing on competition over control of resource as a context in which discriminate sociality may have evolved. Specifically, two types of culture-dependent discriminate sociality are considered: ingroup favouritism, with ingroup and outgroup being distinguished by the presence or absence of a cultural trait; and prestige hierarchies, with the prestige being conferred on the bearer of a cultural trait. The model specifies the conditions under which emergence and evolutionary stability of the two types of discriminate sociality are promoted by the presence of cultural variation among individuals.  2011 The Royal Society.","MA124","","","",""
"Socially mediated speciation","We employ a simple model to show that social selection can lead to prezygotic reproductive isolation. The evolution of social discrimination causes the congealing of phenotypically similar individuals into different, spatially distinct tribes. However, tribal formation is only obtained for certain types of social behavior: altruistic and selfish acts can produce tribes, whereas spiteful and mutualistic behaviors never do. Moreover, reduced hybrid fitness at tribal borders leads to the selection of mating preferences, which then spread to the core areas of the respective tribes. Unlike models of resource competition, our model generates reproductive isolation in an ecologically homogeneous environment. We elaborate on how altruistic acts can lead to reproductive isolation, but also predict that certain types of competition can lead to the speciation effect. Our theory provides a framework for how individual level interactions mold lineage diversification, with parapatric speciation as a possible end product.","MA338","","","",""
"Trait-Based Modeling of Multihost Pathogen Transmission: Plant-Pollinator Networks","Epidemiological models for multihost pathogen systems often classify individuals taxonomically and use species-specific parameter values, but in species-rich communities that approach may require intractably many parameters. Trait-based epidemiological models offer a potential solution but have not accounted for within-species trait variation or between-species trait overlap. Here we propose and study trait-based models with host and vector communities represented as trait distributions without regard to species identity. To illustrate this approach, we develop susceptible-infectious-susceptible models for disease spread in plant-pollinator networks with continuous trait distributions. We model trait-dependent contact rates in two common scenarios: nested networks and specialized plant-pollinator interactions based on trait matching. We find that disease spread in plant-pollinator networks is impacted the most by selective pollinators, universally attractive flowers, and cospecialized plant-pollinator pairs. When extreme pollinator traits are rare, pollinators with common traits are most important for disease spread, whereas when extreme flower traits are rare, flowers with uncommon traits impact disease spread the most. Greater nestedness and specialization both typically promote disease persistence. Given recent pollinator declines caused in part by pathogens, we discuss how trait-based models could inform conservation strategies for wild and managed pollinators. Furthermore, while we have applied our model to pollinators and pathogens, its framework is general and can be transferred to any kind of species interactions in any community.","MA393","","","",""
"Does a competent leader make a good friend? Conflict, ideology and the psychologies of friendship and followership","Research demonstrates that the physical traits of leaders and political candidates influence election outcomes and that subjects favor functionally different physical traits in leaders when their social groups face problems related to war and peace, respectively. Previous research has interpreted these effects as evidence of a problem-sensitive and distinct psychology of followership. In two studies, we extend this research by demonstrating that preferences for physical traits in leaders' faces arise from an integration of both contextual and individual differences related to perceptions of social conflict and that these effects relate only to leader choices. Theoretically, we argue that increased preferences for facial dominance in leaders reflect increased needs for enforced coordinated action when one's group is seen to face threats from other coordinated groups rather than from random natural events. Empirically, we show that preferences for dominant-looking leaders are a function of (1) contextual primes of group-based threats rather than nature-based threats and (2) political ideology (a core measure of perceptions of group-based conflict) such that, across contexts, conservatives prefer dominant-looking leaders more than liberals. For the first time, we demonstrate that the effects of these contextual and individual differences are non-existent when subjects are asked to choose a friend instead of a leader: irrespective of ideology and context, people strongly prefer non-dominant friends. This finding adds significantly to the results of past research and provides evidence of the existence of a distinct psychology of followership that produces leader preferences that are independent of preferences for other social partners. (C) 2015 Elsevier Inc. All rights reserved.","MA100","","","",""
