"title","abstract","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"Quorum Sensing Signal Synthesis May Represent a Selective Advantage Independent of Its Role in Regulation of Bioluminescence in Vibrio fischeri","The evolution of biological signalling systems and apparently altruistic or cooperative traits in diverse organisms has required selection against the subversive tendencies of self-interested biological entities. The bacterial signalling and response system known as quorum sensing or Acylated Homoserine Lactone (AHL) mediated gene expression is thought to have evolved through kin selection. In this in vitro study on the model quorum sensing bioluminescent marine symbiont Vibrio fischeri, competition and long-term sub culturing experiments suggest that selection for AHL synthesis (encoded by the AHL synthase gene luxI) is independent of the quorum sensing regulated phenotype (bioluminescence encoded by luxCDABE). Whilst results support the hypothesis that signal response (AHL binding and transcriptional activation encoded by the luxR gene) is maintained through indirect fitness benefits (kin selection), signal synthesis is maintained in the V. fischeri genome over evolutionary time through direct fitness benefits at the individual level from an unknown function.  2013 Chong et al.","MA295","","","",""
"Cell communities and robustness in development","The robustness of patterning events in development is a key feature that must be accounted for in proposed models of these events. When considering explicitly cellular systems, robustness can be exhibited at different levels of organization. Consideration of two widespread patterning mechanisms suggests that robustness at the level of cell communities can result from variable development at the level of individual cells; models of these mechanisms show how interactions between participating cells guarantee community-level robustness. Cooperative interactions enhance homogeneity within communities of like cells and the sharpness of boundaries between communities of distinct cells, while competitive interactions amplify small inhomogeneities within communities of initially equivalent cells, resulting in fine-grained patterns of cell specialization. (C) 1997 Society for Mathematical Biology.","MA42","","","",""
"Volatile-mediated location of mutualist host and toxic non-host microfungi by Drosophila larvae","In analogy to herbivores, fungivorous animals may find suitable host fungi using fungal volatiles as infochemicals and to distinguish between fungi of varying suitability. This study tests the influence of volatiles emitted by micro-fungi, yeast and mould, on the foraging behaviour of facultative fungivorous Drosophila melanogaster larvae. We hypothesised that establishing or avoiding contact with edible yeast (host fungus) and inedible, toxic mould (non-host fungus) is regulated by fungus-specific variation in volatile production. In particular, we expected the non-host fungus to produce specific volatiles that repel fly larvae and thus contribute to signal inedibility. By quantifying innate variation in arrival of individual D. melanogaster larvae at colonies of the mutualist yeast Candida californica or of the antagonistic mould Penicillium expansum, we found the yeast to attract more rapidly a larger number of larvae than the mould did. The developmental stage (young, vegetative vs. old, sporulating) of P. expansum did not affect arrival of larvae at fungal colonies. We used gas chromatography coupled with mass spectrometry (GC-MS) to identify the composition of fungal volatiles. Four compounds appeared to be yeast-specific, twenty to be mould-specific volatiles. Eight volatiles were consistently produced by both young and old P. expansum. Two compounds, 3-methyl-1-butanol and 2-methyl-1-propanol, were released by P. expansum (young and old) as well as C. californica. Time-dependent behavioural response profiles of similar to 750 D. melanogaster larvae revealed innate attraction to three alcohols produced by yeast and/or moulds and to two yeast-specific organic acids. We found no indication of a repellent effect of mould-specific compounds, including terpenoids like geosmin known to elicit strong avoidance behaviour of adult D. melanogaster in response to harmful microbes. Also, synthetic mould and yeast-specific blends of attractive compounds were equally attractive to the larvae. With respect to the species combinations investigated in this study, we hypothesize that qualitative differences in fungal volatile profiles are of minor relevance in how Drosophila larvae locate and probably discriminate between fungi of varying suitability.","MA407","","","",""
"Synthesizing perspectives on the evolution of cooperation within and between species","Cooperation is widespread both within and between species, but are intraspecific and interspecific cooperation fundamentally similar or qualitatively different phenomena? This review evaluates this question, necessary for a general understanding of the evolution of cooperation. First, we outline three advantages of cooperation relative to noncooperation (acquisition of otherwise inaccessible goods and services, more efficient acquisition of resources, and buffering against variability), and predict when individuals should cooperate with a conspecific versus a heterospecific partner to obtain these advantages. Second, we highlight five axes along which heterospecific and conspecific partners may differ: relatedness and fitness feedbacks, competition and resource use, resource-generation abilities, relative evolutionary rates, and asymmetric strategy sets and outside options. Along all of these axes, certain asymmetries between partners are more common in, but not exclusive to, cooperation between species, especially complementary resource use and production. We conclude that cooperation within and between species share many fundamental qualities, and that differences between the two systems are explained by the various asymmetries between partners. Consideration of the parallels between intra- and interspecific cooperation facilitates application of well-studied topics in one system to the other, such as direct benefits within species and kin-selected cooperation between species, generating promising directions for future research.  2017 The Author(s). Evolution  2017 The Society for the Study of Evolution.","MA360","","","",""
"Ectosymbiosis is a critical factor in. the local benthic biodiversity of the Antarctic deep sea","In deep-sea benthic environments, competition for hard substrates is a critical factor in the distribution and diversity of organisms. In this context, the occurrence of biotic substrates in addition to mineral substrates may change the characteristics of sessile fauna. We tested this hypothesis at different localities of the Weddell Sea (Antarctica) by Studying the diversity of ectosymbionts living on the spines of cidaroids (echinoids), The presence of cidaroids promoted a higher total specific richness and increased sessile species abundance, but did riot change the diversity. Analyses of species distribution suggested that the cidaroids are a favourable habitat for sessile organisms, compared to rocks, but are colonized by relatively specialist sessile Species, leaving the unfavourable rock habitat to more generalist species. Therefore, our study highlights the role of some living organisms, such as cidaroids, as key species increasing Antarctic benthic deep-sea species richness through the niche they provide to symbiotic species.","MA112","","","",""
"The ubiquitous and varied role of infection in the lives of animals and plants","Parasitic and symbiotic infections are major forces governing the life histories of plant and animal hosts-a fact that is ever more evident because of recent findings emanating from diverse subdisciplines of biology. Yet, infectious organisms have been relatively little investigated by biologists who study natural populations. Now that new molecular and computational tools allow us to differentiate and track microscopic infectious agents in nature, we are beginning to establish a better appreciation of their effects on larger, more familiar organisms. This special issue on the ecological and evolutionary consequences of infection for plants and animals is based on the annual Vice Presidential Symposium at the meeting of the American Society of Naturalists held in Knoxville, Tennessee, in the summer of 2001.","MA389","","","",""
"Frequency dependence of pollinator visitation rates suggests that pollination niches can allow plant species coexistence","1. How do many species coexist within a trophic level? Resource niches are the classical answer, but in plants which share a small set of abiotic resources, the possibilities for resource partitioning are limited. One possible explanation is that plant species have different pollination niches, with each species specialized to a subset of the available animal species. If this pollinator partitioning results in negative frequency dependence such that each plant species' reproduction is reduced when it becomes abundant, pollination niches could maintain plant diversity, provided that the strength of negative frequency dependence is sufficient to overcome fitness inequalities between species. 2. We tested this idea by quantifying the effect of species relative abundance on pollinator visitation rate in a 7,000 m(2) plot of South African Fynbos vegetation. In addition, we quantified the effect of intraspecific abundance variation at a smaller spatial scale (9 m(2) plots), documented species' pollination niches, and tested the importance of pollinators for seed set in a subset of the plant species. 3. We found that visitation rate indeed declined sharply across the 33 plant species with increasing abundance, but visitation rate was also somewhat depressed in very rare species such that the resulting relationship between visitation rate and relative abundance was hump-shaped. Pollinator niche partitioning among plant species was evident, but less pronounced than in many other studies. Visitation rate was slightly higher in more generalized species, suggesting that they have access to a larger pollination resource. At the intraspecific level and smaller spatial scale, results were less clear and varied among species. Pollinators enhanced seed set in most species. 4. Synthesis. The results imply that, above an abundance threshold, intraspecific competition for pollination could limit the reproduction of common species, thus promoting plant species coexistence. However, the rarest plant species could become extinct due to pollen limitation, that is, an Allee effect. In addition, interactions with pollinators may introduce frequency-independent fitness differences between plant species, thereby increasing the strength of negative frequency dependence required for stable coexistence. These findings shed new light on the role of the pollination niche in plant coexistence.","MA155","","","",""
"Sexual cooperation relies on food controlled by females in agromyzid flies","A sex difference in mating optima generates antagonistic traits that impose costs on the opposite sex. This conflict can be mediated by food that increases mutual benefits. Although current understanding of sexual cooperation involving food is based exclusively on mating systems with male food control, recent studies have suggested universal female food control across taxa. However, there have been no empirical studies testing food's role in facilitating sexual cooperation in this scenario. Here, we examined the interplay of food availability and mating in the pea leafminer, Liriomyza huidobrensis, the males of which feed on the exudates from the leaf punctures created by female ovipositors. Given the association between female oviposition and food production, we infer that food controlled by females may alter male optima in mating and thus modulate male courtship strategies for mating. Mating stimulated females to produce abundant punctures, which benefited male feeding and survival. When males were deprived of the punctures, they adopted an elaborate dancing behaviour, leading to increased receptivity of females. However, when males adopted an alternative strategy of directly approaching females, they obtained fewer punctures. After preferential mating with dancing males, females significantly prolonged their life span and increased offspring numbers. Sexual cooperation in leafminers can be explained by the nutritional composition of plant exudates, which we found contain abundant sugars and amino acids. The plant exudates are vital food for males, but their nutritional value and availability rapidly declined with time. Our study reveals that the food produced by females can provide mutual benefits to male survival and female reproduction. Our study of food control by females extends our understanding of evolution in sexual cooperation.  2019 The Association for the Study of Animal Behaviour","MA321","","","",""
"Cooperation and conflict in ant foundress associations: insights from geographical variation","Sociality can promote both cooperation and competition. although we assume social organisms possess adaptations that allow them to form groups and deal with within-group conflicts, these are often subtle and difficult to detect. Using a simple form of sociality displayed by young ant foundresses of the desert-seed-harvester ant, Messor pergandei, as a model system, I exploited intraspecific geographic variation in social behaviour to investigate how the social, context has altered individual behavioural strategies. I created social groups composed of two normally nonsocial foundresses, normally social foundresses and mixed groups, and compared foundresses' aggression and willingness to invest resources towards colony productivity. Nonsocial foundresses, presumably not adapted to social life, invested significantly more resources into colony growth than normally social foundresses, and experienced reduced survivorship in mixed groups. In contrast, social foundresses displayed two novel competitive behavioural strategies when confronted with nonsocial partners: retaliatory aggression and egg consumption. These results document that the evolution of social behaviour, rather than promoting cooperation, is driven by the evolution of competitive;e strategies designed to exploit group members and reduce the risk of being exploited by others. (C) 2001 The Association for the Study of Animal Behaviour.","MA76","","","",""
"The SOHARC model system for growth and yield of southern hardwoods","A system of stand level and individual tree growth-and-yield models are presented for southern hardwoods. These models were developed from numerous permanent growth-and-yield plots established across 13 states in the US South on 9 site types, in even-aged (age classes from 20 to 60 years), fully stocked, naturally regenerated mixed hardwood and mixed hardwood-pine stands. Nested plots (1/5 and 1/10 ac) were remeasured at 5-year intervals. The system of permanent plots was established and maintained by private and public members in the North Carolina State University Hardwood Research Cooperative. Stand level models are presented for dominant height, survival, basal area prediction and projection, and the ingrowth component. Individual tree diameter growth and tree height models were constructed for the most common species: sweetgum, tupelo, yellow-poplar, blackgum, and red maple. All other species were grouped according to growth dynamics into four species groups using cluster analysis. A ranking variable was incorporated into the individual tree growth models to account for competition. Copyright  2008 by the Society of American Foresters.","MA388","","","",""
"Facial identity and emotional expression as predictors during economic decisions","Two sources of information most relevant to guide social decision making are the cooperative tendencies associated with different people and their facial emotional displays. This electrophysiological experiment aimed to study how the use of personal identity and emotional expressions as cues impacts different stages of face processing and their potential isolated or interactive processing. Participants played a modified trust game with 8 different alleged partners, and in separate blocks either the identity or the emotions carried information regarding potential trial outcomes (win or loss). Behaviorally, participants were faster to make decisions based on identity compared to emotional expressions. Also, ignored (nonpredictive) emotions interfered with decisions based on identity in trials where these sources of information conflicted. Electrophysiological results showed that expectations based on emotions modulated processing earlier in time than those based on identity. Whereas emotion modulated the central N1 and VPP potentials, identity judgments heightened the amplitude of the N2 and P3b. In addition, the conflict that ignored emotions generated was reflected on the N170 and P3b potentials. Overall, our results indicate that using identity or emotional cues to predict cooperation tendencies recruits dissociable neural circuits from an early point in time, and that both sources of information generate early and late interactive patterns.","MA137","","","",""
"Transgenerational wing induction upon fungal infection of aphids","Aphids, like most animals, mount a diverse set of defenses against pathogens. For aphids, two of the best studied defenses are symbiont-conferred protection and transgenerational wing induction. Aphids can harbor bacterial symbionts that provide protection against pathogens, parasitoids and predators, as well as against other environmental stressors. In response to signals of danger, aphids also protect not themselves but their offspring by producing more winged than unwinged offspring as a way to ensure that their progeny may be able to escape deteriorating conditions. Such transgenerational wing induction has been studied most commonly as a response to overcrowding of host plants and presence of predators, but recent evidence suggests that pea aphids (Acyrthosiphon pisum) may also begin to produce a greater proportion of winged offspring when infected with fungal pathogens. Here, we explore this phenomenon further by asking how protective symbionts, pathogen dosage and environmental conditions influence this response. Overall, while we find some evidence that protective symbionts can modulate transgenerational wing induction in response to fungal pathogens, we observe that transgenerational wing induction in response to fungal infection is highly variable. That variability cannot be explained entirely by symbiont association, by pathogen load or by environmental stress, leaving the possibility that a complex interplay of genotypic and environmental factors may together influence this trait.  2018 MDPI AG. All rights reserved.","MA394","","","",""
"Repeatability of feather mite prevalence and intensity in passerine birds","Understanding why host species differ so much in symbiont loads and how this depends on ecological host and symbiont traits is a major issue in the ecology of symbiosis. A first step in this inquiry is to know whether observed differences among host species are species-specific traits or more related with host-symbiont environmental conditions. Here we analysed the repeatability (R) of the intensity and the prevalence of feather mites to partition within- and among-host species variance components. We compiled the largest dataset so far available: 119 Paleartic passerine bird species, 75,944 individual birds, ca. 1.8 million mites, seven countries, 23 study years. Several analyses and approaches were made to estimate R and adjusted repeatability (Radj) after controlling for potential confounding factors (breeding period, weather, habitat, spatial autocorrelation and researcher identity). The prevalence of feather mites was moderately repeatable (R = 0.26-0.53; Radj = 0.32-0.57); smaller values were found for intensity (R = 0.19-0.30; Radj = 0.18-0.30). These moderate repeatabilities show that prevalence and intensity of feather mites differ among species, but also that the high variation within species leads to considerable overlap among bird species. Differences in the prevalence and intensity of feather mites within bird species were small among habitats, suggesting that local factors are playing a secondary role. However, effects of local climatic conditions were partially observed for intensity.  2014 Diaz-Real et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","MA304","","","",""
"Evolution Of Helping And Harming In Heterogeneous Groups","Social groups are often composed of individuals who differ in many respects. Theoretical studies on the evolution of helping and harming behaviors have largely focused upon genetic differences between individuals. However, nongenetic variation between group members is widespread in natural populations, and may mediate differences in individuals' social behavior. Here, we develop a framework to study how variation in individual quality mediates the evolution of unconditional and conditional social traits. We investigate the scope for the evolution of social traits that are conditional on the quality of the actor and/or recipients. We find that asymmetries in individual quality can lead to the evolution of plastic traits with different individuals expressing helping and harming traits within the same group. In this context, population viscosity can mediate the evolution of social traits, and local competition can promote both helping and harming behaviors. Furthermore, asymmetries in individual quality can lead to the evolution of competition-like traits between clonal individuals. Overall, we highlight the importance of asymmetries in individual quality, including differences in reproductive value and the ability to engage in successful social interactions, in mediating the evolution of helping and harming behaviors  2013 The Society for the Study of Evolution.","MA127","","","",""
"Sociosexuality, testosterone, and life history status: prospective associations and longitudinal changes among men in Cebu, Philippines","Sociosexuality is defined as an individual's interest in uncommitted sexual activity and can be measured in terms of both psychological orientations and behavioral expression. In socio-ecological contexts in which adults monogamously partner and cooperate to raise children, individuals with unrestricted sociosexuality are likely to prioritize mating/competition over committed partnering and parenting. Given the importance of mother-father cooperation in the evolutionary past, humans may have the capacity to facultatively and opportunistically downregulate sociosexuality to focus on priorities related to invested partnering and parenting. To date, no prior studies have used longitudinal data to track within-individuals changes in sociosexuality as it relates to such life history transitions. Given the lack of prior longitudinal research in this area, it is likewise unknown what physiological mechanisms might mediate within-individual changes in sociosexuality through time but testosterone is a plausible candidate. To explore these questions, we drew on a large, long-running study of Filipino men (n = 288), who were single non-fathers at 25.9 years of age and were followed up 4-5 years later. We found that men with more unrestricted sociosexuality at baseline were more likely to experience relationship dissolution by follow-up, consistent with past work. Compared to men who remained single non-fathers at followup, men who became married residential fathers showed shifts towards more restricted global sociosexuality as well as sociosexual behavior. Relative to their own baseline values, married residential fathers also had more restricted sociosexuality in all domains at follow-up. They were the only group for whom this was found. We found theoretically-consistent but modest support for positive correlations between men's testosterone and their sociosexuality, but no evidence that the two change in tandem together through time. Our results suggest that some amount of between-individual differences in sociosexuality are not stable and can facultatively shift alongside other aspects of male reproductive effort.","MA339","","","",""
"Stable social relationships between unrelated females increase individual fitness in a cooperative bird","Social animals often form long-lasting relationships with fellow group members, usually with close kin. In primates, strong social bonds have been associated with increased longevity, offspring survival and reproductive success. However, little is known about the fitness effects of social bonds between non-kin, especially outside of mammals. In this study, we use long-term field research on a cooperatively breeding bird, the greater ani (Crotophaga major), to ask whether adult females benefit by remaining in long-term associations with unrelated, co-breeding females. We find that females that have previously nested together synchronize their reproduction more rapidly than those nesting with unfamiliar partners, which leads to lower competition and higher fledging success. Importantly, although previous experience with a co-breeding female influenced reproductive synchrony, the degree of reproductive synchrony did not influence whether co-breeding females remained together in subsequent years, ruling out the alternate hypothesis that highly synchronized females are simply more likely to remain together. These results indicate that switching groups is costly to females, and that social familiarity improves reproductive coordination. Stable social relationships therefore have significant fitness consequences for cooperatively nesting female birds, suggesting that direct benefits alone may favour the evolution of associations between non-relatives and contribute to long-term group stability.  2018 The Author(s) Published by the Royal Society. All rights reserved.","MA350","","","",""
