"title","abstract","abstract.id","screener.id","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"Aphid-encoded variability in susceptibility to a parasitoid","Background: Many animals exhibit variation in resistance to specific natural enemies. Such variation may be encoded in their genomes or derived from infection with protective symbionts. The pea aphid, Acyrthosiphon pisum, for example, exhibits tremendous variation in susceptibility to a common natural enemy, the parasitic wasp Aphidius ervi. Pea aphids are often infected with the heritable bacterial symbiont, Hamiltonella defensa, which confers partial to complete resistance against this parasitoid depending on bacterial strain and associated bacteriophages. That previous studies found that pea aphids without H. defensa (or other symbionts) were generally susceptible to parasitism, together with observations of a limited encapsulation response, suggested that pea aphids largely rely on infection with H. defensa for protection against parasitoids. However, the limited number of uninfected clones previously examined, and our recent report of two symbiont-free resistant clones, led us to explicitly examine aphid-encoded variability in resistance to parasitoids. Results: After rigorous screening for known and unknown symbionts, and microsatellite genotyping to confirm clonal identity, we conducted parasitism assays using fifteen clonal pea aphid lines. We recovered significant variability in aphid-encoded resistance, with variation levels comparable to that contributed by H. defensa. Because resistance can be costly, we also measured aphid longevity and cumulative fecundity of the most and least resistant aphid lines under permissive conditions, but found no trade-offs between higher resistance and these fitness parameters. Conclusions: These results indicate that pea aphid resistance to A. ervi is more complex than previously appreciated, and that aphids employ multiple tactics to aid in their defense. While we did not detect a tradeoff, these may become apparent under stressful conditions or when resistant and susceptible aphids are in direct competition. Understanding sources and amounts of variation in resistance to natural enemies is necessary to understand the ecological and evolutionary dynamics of antagonistic interactions, such as the potential for coevolution, but also for the successful management of pest populations through biological control.  2014 Martinez et al.; licensee BioMed Central Ltd.","MA22","NM","","",""
"Are bryophyte communities different from higher-plant communities? Abundance relations","The considerable differences in biology between bryophytes and higher plants have led to speculation that their community structure might be different. Ten bryophyte communities were sampled for species biomass composition, and for comparison ten higher-plant communities that were similar in physiognomy and in total community biomass. The rather insecure theory in the bryophyte literature was distilled into eight quantifiable predictions, which were tested. For seven, there was no sign of the predicted differences: i.e. no indication of the predicted low within-community heterogeneity, higher species richness, more variable species richness, lower rank consistency, a poor fit for the geometric model of RAD (relative abundance distribution), better fit for the broken-stick and general-lognormal RAD models with general-lognormal parameter gamma deviating further from 1.0, or of a good fit for the Zipf-Mandelbrot RAD model. However, evenness was, on average, significantly (p=0.005) less in the bryophyte communities, using any of four evenness indices. Two possible features of bryophytes are suggested that might cause this: (a) a smaller module (i.e. shoot, leaf) size, allowing species to be present with a lower threshold biomass, and (b) less efficient competitive exclusion among bryophytes because of weaker competition and a predominance of mutualism, as suggested in the literature. However, the striking conclusion from the results is that in spite of all the biological differences between the two groups of organisms, their community organisation is remarkably similar.","MA23","NM","","",""
"ARE THERE GENERAL-PRINCIPLES OF SIGNAL-DESIGN","Explanations of signal design must meet three requirements: they must be logically coherent, they must explain the diversity in size of animal signals and they must explain the diversity in form of signals. Three selection pressures operating on animal signals are discussed: the degree of conflict or cooperation, the `efficacy' of signals and how signalling costs are paid. A distinction is made between cases where costs of signalling are paid in the production of the signal and cases where costs are paid as a consequence of giving a signal on the grounds that differences in signal design result. This is illustrated by reference to the example of warning coloration. It is concluded that general principles still elude us because of the numbers of different selection pressures that operate on the design of animal signals.","MA24","NM","","",""
"Bacterial symbionts as mediators of ecologically important traits of insect hosts","1. Bacterial symbionts play a prominent role in insect nutritional ecology by aiding in digestion of food or providing nutrients that are limited or lacking in the diet. Thereby, endosymbionts open niches to their insect host that would otherwise be unavailable. 2. Currently, several other ecologically relevant traits mediated by endosymbionts are being investigated, including enhanced parasite resistance, enhanced heat tolerance, and influences on insect-plant interactions such as manipulation of plant physiology to the benefit of the insect. 3. Traits mediated by endosymbionts are often identified by correlative studies where traits are found to be altered in the presence of a particular symbiont. Recent developments in genomic tools offer the opportunity for studying the impact of bacteria-insect symbioses under natural conditions in a population and community ecology context. In vivo experiments specifically testing putative functions of endosymbionts in parallel to population-level studies on the prevalence of endosymbionts allow disentangling host versus symbiont contribution to phenotypic variability observed in individuals. Effects of symbionts on host phenotype are often large and relevant to host fitness, e.g. by significantly enhancing survival or fecundity in a context-dependent manner. 4. Predominantly vertically transmitted endosymbionts contribute to the heritable genetic variation present in a host species. Phenotypic variation on which selection can act may be due to differences either among host genomes, symbiont genomes, or genotype  genotype interactions. Therefore the holobiont, i.e. the host including all symbionts, should be regarded as the unit of selection as the association between host and symbionts may affect the fitness of the holobiont depending on the environment.  2011 The Author. Ecological Entomology  2011 The Royal Entomological Society.","MA27","NM","","",""
"Bargaining power and adolescent aggression: the role of fighting ability, coalitional strength, and mate value","Basic models of animal conflict show that animals with more bargaining power can expect a larger share of resources and more frequently deploy aggression when challenged. Bargaining power comes from multiple sources including formidability (e.g. personal fighting ability) and cooperative value (e.g. mate value). Here, we apply this basic conceptual framework to human adolescents and test seven core hypotheses derived from this paradigm on a large sample of Swiss students (N = 1447; 15-17 years old). Three components of bargaining power were measured in males and females: fighting ability, coalitional strength, and mate value. Fighting ability and mate value reliably predicted aggression, aggressive attitudes, and delinquent behavior in both boys and girls. The effect of fighting ability on aggression was predictably larger and more robust in males than females. Coalitional strength also reliably predicted aggressive bargaining in boys but less consistently in girls. Regression analyses showed that the effect of each component of bargaining power was independent and survived numerous controls. Results support the thesis that individual differences in aggressive behavior result, in part, from individual differences in bargaining power. (C) 2016 Elsevier Inc. All rights reserved.","MA28","NM","","",""
"Bartonellosis: One health perspectives for an emerging infectious disease","In recent years, an increasing number of Bartonella species have been identified as zoonotic pathogens, transmitted by animal bites, scratches, arthropods and even by needle sticks. Considering the diversity of newly discovered Bartonella species and subspecies and the large number and ecologically diverse animal reservoir hosts and the evolving spectrum of arthropod vectors that can transmit these bacteria among animals and humans, the clinical and diagnostic challenges posed by Bartonella transmission in nature are presumably much more complex than is currently appreciated by diagnosticians, vector biologists, ecologists, physicians, or veterinarians. Historically the term ""bartonellosis"" was attributed to infections with Bartonella bacilliformis, transmitted by sandflies in the Peruvian Andes. Currently, however, bartonellosis now includes infections caused by any Bartonella sp. anywhere in the world. Potentially, because Bartonella spp. can infect erythrocytes, endothelial cells, pericytes, CD34+ progenitor cells, and various macrophage-type cells, including microglial cells, dendritic cells, and circulating monocytes in vitro, the clinical and pathological manifestations of bartonellosis appear to be very diverse in both sick animals and human patients. Because 75% of emerging infectious diseases are zoonoses, many of which are vector-transmitted by an arthropod, a One Health approach to bartonellosis and other zoonotic infections is needed to properly address animal health, public health, and environmental factors that influence the distribution and transmission of these bacteria. The One Health concept encourages a spirit of cooperation among animal, environmental, and human health professionals and promotes developing integrated solutions for complex problems that impact the health of animals, humans, and the planet. Importantly, substantial research is needed to define the medical importance of this genus as a cause of animal and human illnesses.  The Author 2014. Published by Oxford University Press on behalf of the Institute for Laboratory Animal Research. All rights reserved.","MA29","NM","","",""
"Behavioural type, status and social context affect behaviour and resource allocation in cooperatively breeding cichlids","Individuals often show consistent differences in behavioural traits that may belong to a behavioural syndrome. Aggressive propensity is usually an important component of consistent behavioural types, potentially generating benefits in resource competition with conspecifics that may be traded off against costs in other contexts (e.g. acquisition of mates or coexistence with group members). Such trade-offs have not yet been studied in highly social species. We investigated how aggressive propensity influences competition for dominance, shelters and mates in the cooperatively breeding cichlid Neolamprologus pulcher. Following an established protocol we compared growth trajectories of groups of four fish either matched or unmatched for aggressive type. Furthermore, we analysed social interactions, the acquisition of shelter and possible mating partners (by proximity to shelters and prospective mates) according to aggressive type, showing either high or low aggression levels. Contrary to prediction we found that differences in behavioural idiosyncrasies affected the likelihood of obtaining the dominant position and high-quality territories only marginally. Social interactions, growth rates and body reserve accumulation were affected by behavioural differences. However, the patterns observed in this experiment differed from previous studies and suggest a modulating effect of the social environment on the link between behavioural types and life history decisions. Hence, we suggest that in future studies this relationship should be thoroughly investigated under varying social contexts, especially in highly social species. (C) 2012 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","MA32","NM","","",""
"Benefiting friends or dominants: prosocial choices mainly depend on rank position in long-tailed macaques (Macaca fascicularis)","Long-term observational studies in a number of animal species suggest that exchange patterns of social acts depend on long-term emotional bonds. Therefore, it is expected that the frequency of prosocial behavior will depend on the strength of such a bond. In this study we tested whether variation in relationship quality among unrelated individuals, i.e., ``friends{''} and ``nonfriends,{''} is predictive of the prosocial behavior of long-tailed macaques in two experiments. First, we related relationship quality to prosociality in a dyadic prosociality test, and second, we gave subjects the choice to give to either a friend or a nonfriend in a triadic choice test. We show that prosocial behavior of long-tailed macaques in the dyadic test is not related to relationship quality. When given the choice to give to either a friend or a nonfriend in the triadic test, there is a minor indication that long-tailed macaques show a preference to give to their friends, yet this indication is neither significant nor consistent. In contrast, subordinate long-tailed macaques make a more ``competitive{''} choice and avoid giving to the individual closest in rank. Therefore, in the short-term situation of experimental tests, prosocial behavior of long-tailed macaques seems unaffected by the relationship quality of the dyad/triad tested, and the relative dominance position of these dyads/triads seems to have a much stronger effect on their prosocial behavior.","MA33","NM","","",""
"Bet hedging based cooperation can limit kin selection and form a basis for mutualism","Mutualism is a mechanism of cooperation in which partners that differ help each other. As such, mutualism opposes mechanisms of kin selection and tag-based selection (for example the green beard mechanism), which are based on giving exclusive help to partners that are related or carry the same tag. In contrast to kin selection, which is a basis for parochialism and intergroup warfare, mutualism can therefore be regarded as a mechanism that drives peaceful coexistence between different groups and individuals. Here the competition between mutualism and kin (tag) selection is studied. In a model where kin selection and tag-based selection are dominant, mutualism is promoted by introducing environmental fluctuations. These fluctuations cause reduction in reproductive success by the mechanism of variance discount. The best strategy to counter variance discount is to share with agents who experience the most anticorrelated fluctuations, a strategy called bet hedging. In this way, bet hedging stimulates cooperation with the most unrelated partners, which is a basis for mutualism. Analytic results and simulations reveal that, if this effect is large enough, mutualistic strategies can dominate kin selective strategies. In addition, mutants of these mutualistic strategies that experience fluctuations that are more anticorrelated to their partner, can outcompete wild type, which can lead to the evolution of specialization. In this way, the evolutionary success of mutualistic strategies can be explained by bet hedging-based cooperation. (C) 2011 Elsevier Ltd. All rights reserved.","MA34","NM","","",""
"Birth order affects behaviour in the investment game: firstborns are less trustful and reciprocate less","Explaining the behavioural variations observed between individuals is an important step for understanding the evolution of human cooperation and personality traits. Birth order is a potentially important variable that implies physical and cognitive differences between siblings and differential access to parental resources during childhood. These differences have been shown to influence several personality characteristics in adulthood. We tested the hypothesis that birth order can shape adult cooperative behaviours towards nonkin. An anonymous investment game was played by 510 unrelated students. The results of the game show that firstborns were less trustful and reciprocated less than others. No significant differences in trust or reciprocity were found among laterborn and only children based on birth order. Firstborn status was a better predictor of cooperativeness than age, sex, income or religion. These results constitute some of the first experimental evidence that birth order differences established within the family can persist in adult behaviour among nonkin. We discuss the implications of this finding for the evolution of human cooperation. (C) 2009 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","MA36","NM","","",""
"Capuchin monkeys (Sapajus {[}Cebus] apella) play Nash equilibria in dynamic games, but their decisions are likely not influenced by oxytocin","Comparative approaches to experimental economics have shed light on the evolution of social decision-making across a range of primate species, including humans. Here we replicate our previous work looking at six pairs of capuchin monkeys' (Sapajus {[}Cebus] apella) responses to scenarios requiring both coordination (Assurance Game) and anti-coordination (Hawk-Dove Game). This then provides a foundation for assessing their responses to two additional games, one with a scenario of beneficial cooperation with a temptation to defect (Prisoner's Dilemma) and one with an environment requiring changing strategies within short temporal proximity (Alternating Economic Game). We additionally explored the effects of exogenous oxytocin on decision-making. Oxytocin did not affect decisions in any of our games. Results from the first two games largely replicated our previous findings. Responses to the Prisoner's Dilemma were more varied than was seen in previous games, with pairs respectively cooperating, defecting, and failing to establish stable strategies. Such variability indicates that this game may be a good assay for individual differences in social decision-making. Finally, capuchins were able to flexibly switch between their previously established strategies within each of the different games, even when the games were presented within the same session, requiring strategy adjustments within short temporal proximity. These results build on earlier findings showing that capuchins can alter decision-making strategies as the context demands, which is likely essential for decision-making in naturally occurring contexts.","MA39","NM","","",""
"Cell communities and robustness in development","The robustness of patterning events in development is a key feature that must be accounted for in proposed models of these events. When considering explicitly cellular systems, robustness can be exhibited at different levels of organization. Consideration of two widespread patterning mechanisms suggests that robustness at the level of cell communities can result from variable development at the level of individual cells; models of these mechanisms show how interactions between participating cells guarantee community-level robustness. Cooperative interactions enhance homogeneity within communities of like cells and the sharpness of boundaries between communities of distinct cells, while competitive interactions amplify small inhomogeneities within communities of initially equivalent cells, resulting in fine-grained patterns of cell specialization. (C) 1997 Society for Mathematical Biology.","MA42","NM","","",""
"Chemical ecology of mobile benthic invertebrates: Predators and prey, allies and competitors","The diversity of topics addressed in this volume attests to the fact that marine chemical ecology is more than just animals and plants producing chemicals that deter predation. Chemicals are involved in mediating a diverse array of inter- and intraspecific interactions including predation, competition, mutualism, and reproductive processes, as well as interactions between organisms and their physical environment. This diversity is best exemplified in the mobile invertebrates. Mobile invertebrates are the dominant predators and herbivores in many marine systems and serve as keystone species in several of these systems. Thus, factors (including chemistry) that determine their distribution, abundance, and impact on communities and ecosystems should be of broad interest to marine biologists and ecologists. Straightforward production of predator-deterrent chemicals is rare in this group as compared to sessile invertebrates and seaweeds, and this has led the ecologists and chemists studying these organisms to diversify in terms of the types of interactions they study. Waterborne chemicals help mobile invertebrates locate food, mates, and appropriate habitats or symbiotic partners; they also help regulate and synchronize reproductive cycles and alert organisms to the danger of nearby predators. Nevertheless, the bulk of research on chemically mediated interactions has focused on predator-prey interactions, so much of the chapter is necessarily devoted to these interactions. In areas where rigorous studies involving mobile benthic invertebrates are rare (e.g., antifouling and allelopathy), examples from other groups (plants, sessile invertebrates, or vertebrates) or habitats (open water marine, freshwater, or terrestrial) are provided to identify areas deserving increased attention. More detailed treatments of particular types of interactions or habitats can be found in the other chapters of this volume.  2001 by CRC Press LLC.","MA44","NM","","",""
"Chytrid epidemics may increase genetic diversity of a diatom spring-bloom","Contrary to expectation, populations of clonal organisms are often genetically highly diverse. In phytoplankton, this diversity is maintained throughout periods of high population growth (that is, blooms), even though competitive exclusion among genotypes should hypothetically lead to the dominance of a few superior genotypes. Genotype-specific parasitism may be one mechanism that helps maintain such high-genotypic diversity of clonal organisms. Here, we present a comparison of population genetic similarity by estimating the beta-dispersion among genotypes of early and peak bloom populations of the diatom Asterionella formosa for three spring-blooms under high or low parasite pressure. The Asterionella population showed greater beta-dispersion at peak bloom than early bloom in the 2 years with high parasite pressure, whereas the within group dispersion did not change under low parasite pressure. Our findings support that high prevalence parasitism can promote genetic diversification of natural populations of clonal hosts.  2013 International Society for Microbial Ecology.","MA46","NM","","",""
"Coalitions destabilize dyadic dominance relationships in male Barbary macaques (Macaca sylvanus)","Dyadic agonistic dominance relationships are thought to result from asymmetries in both intrinsic and extrinsic power. One form of extrinsic power is the ability to solicit agonistic support from other individuals. In extreme cases extrinsic power differences may override intrinsic power differences so that physically inferior individuals attain rank positions above stronger competitors. In other cases superior extrinsic power in physically inferior individuals may destabilize the otherwise clear dominance relationships. We tested this prediction with observational data on adult males in one of three free-ranging groups of Barbary macaques at Affenberg Salem, Germany. All prime males that were subjects of this study were at least 5-8 years (average 10 years) younger than the old post-prime males that were all subordinate to them. Assuming large age differences to reflect large intrinsic/physical power differences, interactions between these prime and the old males allowed investigation of the separate effects of intrinsic and extrinsic power asymmetries on dominance relationships. We estimated relationship instability using four different estimates (counter aggression, conflicts initiated by aggression from the subordinate, spontaneous submissions by dominants, and decided conflicts won by the subordinate). Relationship instability did not decrease with increasing asymmetry in intrinsic power. Instead, all four measures of relationship instability were positively related to the number of times the dominant in a dyad was target of destabilizing coalitions. Destabilizing coalitions targeted dominant males in old male-prime male dyads more often than in old male-old male dyads. Consequently, old males had less stable relationships with the much stronger prime males than with each other. We conclude that extrinsic power asymmetries predicted the instability of dyadic dominance relationships and may systematically override intrinsic power asymmetries.","MA48","NM","","",""
