title;abstract;abstract.id;screener.id;include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include);ecological scale (e.g. interspecific or intraspecific);topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)
The oldest fossil evidence of animal parasitism by fungi supports a Cretaceous diversification of fungal-arthropod symbioses;Paleoophiocordyceps coccophagus, a fungal parasite of a scale insect from the Early Cretaceous (Upper Albian), is reported and described here. This fossil not only provides the oldest fossil evidence of animal parasitism by fungi but also contains morphological features similar to asexual states of Hirsutella and Hymenostilbe of the extant genus Ophiocordyceps (Ophiocordycipitaceae, Hypocreales, Sordariomycetes, Pezizomycotina, Ascomycota). Because species of Hypocreales collectively exhibit a broad range of nutritional modes and symbioses involving plants, animals and other fungi, we conducted ancestral host reconstruction coupled with phylogenetic dating analyses calibrated with P. coccophagus. These results support a plant-based ancestral nutritional mode for Hypocreales, which then diversified ecologically through a dynamic process of intra- and interkingdom host shifts involving fungal, higher plant and animal hosts. This is especially evident in the families Cordycipitaceae, Clavicipitaceae and Ophiocordycipitaceae, which are characterized by a high occurrence of insect pathogens. The ancestral ecologies of Clavicipitaceae and Ophiocordycipitaceae are inferred to be animal pathogens, a trait inherited from a common ancestor, whereas the ancestral host affiliation of Cordycipitaceae was not resolved. Phylogenetic dating supports both a Jurassic origin of fungal-animal symbioses within Hypocreales and parallel diversification of all three insect pathogenic families during the Cretaceous, concurrent with the diversification of insects and angiosperms. Published by Elsevier Inc.;MA383;CM;exclude;;
Spatial evolutionary dynamics produce a negative cooperation-population size relationship;Natural selection can favour cooperation, but it is unclear when cooperative populations should be larger than less cooperative ones. While experiments have shown that cooperation can increase population size, cooperation and population size can become negatively correlated if spatial processes affect both variables in opposite directions. We use a simple mathematical model of spatial common-pool resource production to investigate how space affects the cooperation-population size relationship. We find that only cooperation that is sufficiently beneficial to neighbours increases population size. However, spatial clustering variations can create a negative cooperation-population relationship between populations even when cooperation is highly beneficial, because clustering selects for cooperation but decreases population size. Individual-based simulations with variable individual movement rates produced variation in spatial clustering and the hypothesized negative cooperation-population relationships. These results suggest that variation in spatial clustering can limit the size of evolutionarily stable cooperating populations - an ecological dilemma of cooperation. (C) 2018 Elsevier Inc. All rights reserved.;MA345;CM;include;intraspecific;theoretical/modelling, cooperation-population size
A commentary on domestic animals as dual-purpose models that benefit agricultural and biomedical research;Research on domestic animals (cattle, swine, sheep, goats, poultry, horses, and aquatic species) at land grant institutions is integral to improving the global competitiveness of US animal agriculture and to resolving complex animal and human diseases. However, dwindling federal and state budgets, years of stagnant funding from USDA for the Competitive State Research, Education, and Extension Service National Research Initiative (CSREES-NRI) Competitive Grants Program, significant reductions in farm animal species and in numbers at land grant institutions, and declining enrollment for graduate studies in animal science are diminishing the resources necessary to conduct research on domestic species. Consequently, recruitment of scientists who use such models to conduct research relevant to animal agriculture and biomedicine at land grant institutions is in jeopardy. Concerned stakeholders have addressed this critical problem by conducting workshops, holding a series of meetings with USDA and National Institutes of Health (NIH) officials, and developing a white paper to propose solutions to obstacles impeding the use of domestic species as dual-purpose animal models for high-priority problems common to agriculture and biomedicine. In addition to shortfalls in research support and human resources, overwhelming use of mouse models in biomedicine, lack of advocacy from university administrators, long-standing cultural barriers between agriculture and human medicine, inadequate grantsmanship by animal scientists, and a scarcity of key reagents and resources are major roadblocks to progress. Solutions will require a large financial enhancement of USDA's Competitive Grants Program, educational programs geared toward explaining how research using agricultural animals benefits both animal agriculture and human health, and the development of a new mind-set in land grant institutions that fosters greater cooperation among basic and applied researchers. Recruitment of outstanding scientists dedicated to using domestic animal models for agricultural and biomedical research, strong incentives for scientists to take advantage of training opportunities to write NIH grants, and greater NIH and USDA cooperation to sponsor the use of agricultural animals as dual-purpose animal models that benefit agriculture and biomedicine will also be necessary. In conclusion, the broad diversity of animal models needed for agricultural and biomedical research is at risk unless research priorities at the land grant uni-versities are critically evaluated and financial support for such research is dramatically increased. 2008 American Society of Animal Science. All rights reserved.;MA1;CM;exclude;;
Does soil type drive social organization in southern hairy-nosed wombats?;"Spatiotemporal distributions of key resources are hypothesized to underpin sociobiological patterns. Burrow availability and quality is of paramount importance to fossorial animals. The southern hairy-nosed wombat (Lasiorhinus latifrons) burrows in both hard and friable soils. Theoretical and empirical studies suggest that the harder substrate should promote closer geographical clustering of burrows than in softer soils. Clustered burrows are expected to be associated with larger group sizes. If sociality is driven by constraint rather than advantage, patterns of spatial and temporal distribution of animals within and among groups may show indications of avoidance or even antagonism, and `making the best of a bad job' via positive kin associations to offset the disadvantages of high-density living. To test these ideas, we compared warren relatedness and social structure of L. latifrons on friable soils (Nullarbor Plain) and hard calcrete (Brookfield Conservation Park, BCP). Individuals were sampled by noninvasive collection of hairs for genotyping to identify individuals and to estimate their space-use and associative behaviour with respect to relatedness. Burrows in calcrete were indeed more clumped, and warren and group size larger. Differences in spatiotemporal organization and relatedness structure between sites were in the expected direction: (i) Nullarbor males associated and shared warrens less than at BCP; and (ii) Nullarbor spatial relatedness patterning data were not consistent with proposed female breeding dispersal, in contrast to those at BCP. Under Nullarbor (low density) conditions, cooperation or tolerance between males may be less advantageous, and accessing or digging burrows should be less of a constraint for juvenile females.";MA103;CM;include;intraspecific;cooperation-tolerance
Subgraphs of functional brain networks identify dynamical constraints of cognitive control;Brain anatomy and physiology support the human ability to navigate a complex space of perceptions and actions. To maneuver across an ever-changing landscape of mental states, the brain invokes cognitive controla set of dynamic processes that engage and disengage different groups of brain regions to modulate attention, switch between tasks, and inhibit prepotent responses. Current theory posits that correlated and anticorrelated brain activity may signify cooperative and competitive interactions between brain areas that subserve adaptive behavior. In this study, we use a quantitative approach to identify distinct topological motifs of functional interactions and examine how their expression relates to cognitive control processes and behavior. In particular, we acquire fMRI BOLD signal in twenty-eight healthy subjects as they perform two cognitive control tasksa Stroop interference task and a local-global perception switching task using Navon figureseach with low and high cognitive control demand conditions. Based on these data, we construct dynamic functional brain networks and use a parts-based, network decomposition technique called non-negative matrix factorization to identify putative cognitive control subgraphs whose temporal expression captures distributed network structures involved in different phases of cooperative and competitive control processes. Our results demonstrate that temporal expression of the subgraphs fluctuate alongside changes in cognitive demand and are associated with individual differences in task performance. These findings offer insight into how coordinated changes in the cooperative and competitive roles of cognitive systems map trajectories between cognitively demanding brain states.  2018 Khambhati et al. http://creativecommons.org/licenses/by/4.0/.;MA356;CM;exclude;;
Coalitions destabilize dyadic dominance relationships in male Barbary macaques (Macaca sylvanus);Dyadic agonistic dominance relationships are thought to result from asymmetries in both intrinsic and extrinsic power. One form of extrinsic power is the ability to solicit agonistic support from other individuals. In extreme cases extrinsic power differences may override intrinsic power differences so that physically inferior individuals attain rank positions above stronger competitors. In other cases superior extrinsic power in physically inferior individuals may destabilize the otherwise clear dominance relationships. We tested this prediction with observational data on adult males in one of three free-ranging groups of Barbary macaques at Affenberg Salem, Germany. All prime males that were subjects of this study were at least 5-8 years (average 10 years) younger than the old post-prime males that were all subordinate to them. Assuming large age differences to reflect large intrinsic/physical power differences, interactions between these prime and the old males allowed investigation of the separate effects of intrinsic and extrinsic power asymmetries on dominance relationships. We estimated relationship instability using four different estimates (counter aggression, conflicts initiated by aggression from the subordinate, spontaneous submissions by dominants, and decided conflicts won by the subordinate). Relationship instability did not decrease with increasing asymmetry in intrinsic power. Instead, all four measures of relationship instability were positively related to the number of times the dominant in a dyad was target of destabilizing coalitions. Destabilizing coalitions targeted dominant males in old male-prime male dyads more often than in old male-old male dyads. Consequently, old males had less stable relationships with the much stronger prime males than with each other. We conclude that extrinsic power asymmetries predicted the instability of dyadic dominance relationships and may systematically override intrinsic power asymmetries.;MA48;CM;include;intraspecific;dominance, group stability
Crossing scales, crossing disciplines: Collective motion and collective action in the Global Commons;Two conflicting tendencies can be seen throughout the biological world: individuality and collective behaviour. Natural selection operates on differences among individuals, rewarding those who perform better. Nonetheless, even within this milieu, cooperation arises, and the repeated emergence of multicellularity is the most striking example. The same tendencies are played out at higher levels, as individuals cooperate in groups, which compete with other such groups. Many of our environmental and other global problems can be traced to such conflicts, and to the unwillingness of individual agents to take account of the greater good. One of the great challenges in achieving sustainability will be in understanding the basis of cooperation, and in taking multicellularity to yet a higher level, finding the pathways to the level of cooperation that is the only hope for the preservation of the planet.  2010 The Royal Society.;MA83;CM;exclude;;
Social network theory: new insights and issues for behavioral ecologists;"Until recently, few studies have used social network theory (SNT) and metrics to examine how social network structure (SNS) might influence social behavior and social dynamics in non-human animals. Here, we present an overview of why and how the social network approach might be useful for behavioral ecology. We first note four important aspects of SNS that are commonly observed, but relatively rarely quantified: (1) that within a social group, differences among individuals in their social experiences and connections affect individual and group outcomes; (2) that indirect connections can be important (e.g., partners of your partners matter); (3) that individuals differ in their importance in the social network (some can be considered keystone individuals); and (4) that social network traits often carry over across contexts (e.g., SN position in male-male competition can influence later male mating success). We then discuss how these four points, and the social network approach in general, can yield new insights and questions for a broad range of issues in behavioral ecology including: mate choice, alternative mating tactics, male-male competition, cooperation, reciprocal altruism, eavesdropping, kin selection, dominance hierarchies, social learning, information flow, social foraging, and cooperative antipredator behavior. Finally, we suggest future directions including: (1) integrating behavioral syndromes and SNT; (2) comparing space use and SNS; (3) adaptive partner choice and SNS; (4) the dynamics and stability (or instability) of social networks, and (5) group selection shaping SNS.";MA337;CM;include;intraspecific;theoretical/modelling, social networks
Within host selection for faster replicating bacterial symbionts;Wolbachia is a widespread, intracellular symbiont of arthropods, able to induce reproductive distortions and antiviral protection in insects. Wolbachia can also be pathogenic, as is the case with wMelPop, a virulent variant of the endosymbiont of Drosophila melanogaster. An extensive genomic amplification of the 20kb region encompassing eight Wolbachia genes, called Octomom, is responsible for wMelPop virulence. The Octomom copy number in wMelPop can be highly variable between individual D. melanogaster flies, even when comparing siblings arising from a single female. Moreover, Octomom copy number can change rapidly between generations. These data suggest an intra-host variability in Octomom copy number between Wolbachia cells. Since wMelPop Wolbachia with different Octomom copy numbers grow at different rates, we hypothesized that selection could act on this intra-host variability. Here we tested if total Octomom copy number changes during the lifespan of individual Drosophila hosts, revealing selection for different Wolbachia populations. We performed a time course analysis of Octomom amplification in flies whose mothers were controlled for Octomom copy number. We show that despite the Octomom copy number being relatively stable it increases slightly throughout D. melanogaster adult life. This indicates that there is selection acting on the intra-host variation in the Octomom copy number over the lifespan of individual hosts. This within host selection for faster replicating bacterial symbionts may be in conflict with between host selection against highly pathogenic Wolbachia.  2018 Chrostek, Teixeira. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.;MA410;CM;exclude;;
Eukarya associated with the stony coral Oculina patagonica from the Mediterranean Sea;Oculina patagonica is a putative alien scleractinian coral from the Southwest Atlantic that inhabits across the Mediterranean Sea. Here, we have addressed the diversity of Eukarya associated with this coral and its changes related to the environmental conditions and coral status. A total of 46 colonies of O. patagonica were taken from Alicante coast (Spain) and Pietra Ligure coast (Italy) and analyzed using denaturing gradient gel electrophoresis (DGGE) of the small-subunit 18S rRNA and 16S plastid rRNA genes, internal transcribed spacer region 2 (ITS 2) analyses, and electron microscopy. Our results show that Eukarya and plastid community associated to O. patagonica change with environmental conditions and coral status. Cryptic species, which can be difficult to identify by optical methods, were distinguished by 18S rRNA gene DGGE: the barnacle Megatrema anglicum, which was detected at two locations, and two boring sponges related to Cliona sp. and Siphonodictyon coralliphagum detected in samples from Tabarca and Alicante Harbour, respectively. Eukaryotic phototrophic community from the skeletal matrix of healthy corals was dominated by Ochrosphaera sp. while bleached corals from the Harbour and Tabarca were associated to different uncultured phototrophic organism. Differences in ultrastructural morphologies of the zooxanthellae between healthy and bleached corals were observed. Nevertheless, no differences were found in Symbiodinium community among time, environments, coral status and location, showing that O. patagonica hosted only one genotype of Symbiodinium belonging to clade B2. The fact that this clade has not been previously detected in other Mediterranean corals and is more frequent in the tropical Western Atlantic, is a new evidence that O. patagonica is an alien species in the Mediterranean Sea.  2014 Elsevier B.V.;MA121;CM;exclude;;
State-dependent sentinels: an experimental study in the Arabian babbler;"Natural patterns of cooperative sentinel behaviour in Arabian babblers. Turdoides squamiceps have proven consistent with state-dependent models of individually selfish anti-predator strategies. Here we demonstrate experimentally that sentinel effort within groups is determined simply hy individual state. The two highest-ranking males in eight groups were separately fed a supplement of mealworms each for one day at a time. Control days before and after each treatment confirmed that Ilo carry-over effects occurred, and that most normal sentinel activity was carried our by alpha males, then beta males and then by. the rest of the group. When supplemented. both alpha and beta males exhibited similar marked increases in sentinel activity relative to control days. Unsupplemented males and the rest of the group incompletely compensated for these increases with reductions in sentinel effort. Differences in individual bod! mass within groups reflected natural and experimental variation in sentinel effort. Alpha and beta males weighed more than other group members, and gained mass only when supplementally fed. There was no evidence either for competitive sentinel behaviour, nor for an); increased interference between malts during the supplementation treatments. These results therefore provide strong evidence in support of the state-dependent approach to cooperative sentinel behaviour.";MA352;CM;exclude;;
Lethal male-male combat in the parasitoid Melittobia acasta: are size and competitive environment important?;Interactions between organisms can lie anywhere along the spectrum from fatal conflict to total cooperation. To understand this variation, knowledge of the strategies that individuals use to acquire their resources is required. We tested theoretical predictions relating to conflict behaviour in a species of parasitoid wasp, Melittobia acasta, in which males compete for mates in their closed, natal patches. They engage in lethal combat to gain access to the females developing in their host. Environmental factors and individual traits both influenced conflict behaviour and contest outcome: fighting behaviour increased with the density of competitors and larger contestants were more successful. Our results also indicate that opponent assessment did not influence conflict behaviour and contests were always resolved by fighting. Crown Copyright (C) 2007 Published by Elsevier Ltd on behalf of The Association for the Study of Animal Behaviour. All rights reserved.;MA231;CM;include;intraspecific;conflict behaviour
Rapid viral symbiogenesis via changes in parasitoid wasp genome architecture;Viral genome integration provides a complex route to biological innovation that has rarely but repeatedly occurred in one of the most diverse lineages of organisms on the planet, parasitoid wasps. We describe a novel endogenous virus in braconid wasps derived from pathogenic alphanudiviruses. Limited to a subset of the genus Fopius, this recent acquisition allows an unprecedented opportunity to examine early endogenization events. Massive amounts of virus-like particles (VLPs) are produced in wasp ovaries. Unlike most endogenous viruses of parasitoid wasps, the VLPs do not contain DNA, translating to major differences in parasitism-promoting strategies. Rapid changes include genomic rearrangement, loss of DNA processing proteins, and wasp control of viral gene expression. These events precede the full development of tissue-specific viral gene expression observed in older associations. These data indicate that viral endogenization can rapidly result in functional and evolutionary changes associated with genomic novelty and adaptation in parasitoids.  The Author(s) 2018. Published by Oxford University Press on behalf of the Society for Molecular Biology and Evolution.;MA298;CM;exclude;;
