"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"191","X.ISI.000259281500013","Mating strategies and aggressive combat in wingless neotropical fig wasp males","Santinelo Pereira, Rodrigo Augusto and do Prado, Angelo Pires","BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY","1516-8913",51,"4","753-760",2008,"10.1590/S1516-89132008000400013","The aim of this work was to study the wingless males of pollinating (Pegoscapus tonduzi) and two nonpollinating fig wasp species, genus Idarnes, associated with figs (Ficus citrifolia) in Brazil to answer the following questions: 1) Do wingless males of Idarnes spp. and P. tonduzi show different male-male competition strategies?; and, 2) Do the injury within-species variables correlate with fig/population features? Consistently higher injury levels were observed in the two species of Idarnes than in the pollinator species. The results suggested that aggressive confrontations were involved in the mating strategies of Idarnes, whereas non-aggressive strategies were shown by males of P. tonduzi. Generally, injury variables in Idarnes spp. correlated positively with the male encounter rate and negatively with the fig size, thus supporting the contest competition theory. The results pointed out that different species under similar local conditions might follow distinct evolutionary histories. Within species, natural-history particularities might have some influence upon quantified injury levels in wingless males.",2,"MA191","","","",""
"12","X.ISI.000456143400011","Social complexity: patterns, processes, and evolution","Kappeler, Peter M. and Clutton-Brock, Tim and Shultz, Susanne and Lukas, Dieter","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443",73,"1",NA,2019,"10.1007/s00265-018-2613-4","Animal and human societies exhibit extreme diversity in the size, composition and cohesion of their social units, in the patterning of sex-specific reproductive skew, in the nature of parental care, in the form and frequency of cooperation and in their competitive regime, creating a diversity of socially complex societies. However, there is an ongoing debate about whether social complexity is a real, emergent property of a society or whether it only provides a conceptual framework for studying the diversity and evolution of societies. In this introduction to our topical collection, we identify three areas of current research addressing relevant challenges in the study of social complexity. First, previous studies have suffered from a lack of a common conceptual framework, including shared definitions, and existing measures of social complexity do not acknowledge its multiple components and dimensions. Second, most previous studies have ignored intraspecific variation, and the proximate and ultimate determinants of variation in social complexity, as well as their interactions, remain poorly known. Third, comparative studies of social complexity offer opportunities to explore its biological causes and correlates and but it is frequently difficult to identify the causal relationships involved and the development of general insights has been hampered by conceptual and methodological difficulties. In this paper, we briefly characterize these three challenges and offer guidance to the other contributions to this topical collection on social complexity by placing their key results in the context of these three topics.Significance statementIn this paper, we address the main current challenges in the study of social complexity and combine our brief overview with a synopsis of the other contributions to this topical collection on various aspects of social complexity.",2,"MA12","","","",""
"254","X.ISI.A1997XF65000002","Evolution of the individual","Michod, RE","AMERICAN NATURALIST","0003-0147",150,"S","S5-S21",1997,"10.1086/286047","This article studies the transition in evolution from single cells to multicellular organisms as a case study in the origin of individuality. The issues considered are applicable to all major transitions in the units of selection that involve the emergence of cooperation and the regulation of conflict. Explicit genetic models of mutation and selection both within and between organisms are studied. Cooperation among cells increases when the fitness covariance at the level of the organism overcomes within-organism change toward defection. Selection and mutation during development generate significant levels of within-organism variation and lead to variation in organism fitness at equilibrium. This variation selects for germ-line modifiers and other mediators of within-organism conflict, increasing the heritability of fitness at the organism level. The evolution of these modifiers is the first new function at the emerging organism level and a necessary component of the evolution of individuality.",2,"MA254","","","",""
"103","X.ISI.000338712900031","All signals are not equal: acoustic signalling of individuality, sex and breeding status in a cooperative breeder","Warrington, Miyako H. and McDonald, Paul G. and Rollins, Lee Ann and Griffith, Simon C.","ANIMAL BEHAVIOUR","0003-3472",93,NA,"249-260",2014,"10.1016/j.anbehav.2014.05.007","Repeated interactions between individuals in socially living animals select for the evolution of signals that convey information identifying individuals or categories of individuals, which may enable the discrimination of familiar versus unfamiliar individuals. Such information may help animals maximize their inclusive fitness by adjusting their own behaviour, allowing them to avoid conflict, preferentially direct help and/or ignore unreliable individuals. Acoustic signals in birds provide the potential to encode individual-specific information. We examined the degree to which individual identity, sex, breeding status, group membership and genetic relatedness were related to variability in six different call types, which occurred across a variety of different behavioural contexts in the apostlebird, Struthidea cinerea, a socially living and cooperatively breeding Australian passerine. We demonstrated that not all calls reflected the same extent of information. Of the six call types, call variation was related to individual identity in three call types, breeding status in two call types and sex and group relatedness in one call type. Finally, variation in two call types was not related to any of the measured variables. Our results suggest that some, but not all, acoustic signals in apostlebirds may be selected for individual distinctiveness between individuals and categories of individuals (male versus female, breeder versus nonbreeder), and these signals may be important in determining levels of cooperation and interaction between individuals in this cooperatively breeding society. (C) 2014 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA103","","","",""
"116","X.ISI.000325370200010","Hierarchical effects of rainfall, nurse plants, granivory and seed banks on cactus recruitment","Holland, J. Nathaniel and Molina-Freaner, Francisco","JOURNAL OF VEGETATION SCIENCE","1100-9233",24,"6","1053-1061",2013,"10.1111/jvs.12021","AimsPlant facilitation is recognized as an important process, contributing not only to the ecology of individual species, but the diversity, organization and stability of communities as a whole. While decades of studies have enhanced our knowledge of the mechanisms contributing to plant facilitation, greater attention is now being given to the conditionality of the mechanisms, whereby multiple biotic and abiotic factors may act independently and jointly with one another in shaping plant-plant facilitation. Our objective was to evaluate the conditionality and hierarchy of mechanisms contributing to cactus germination and early seedling recruitment arising from plant-plant facilitation, including the effects of seed banks, rainfall, granivory and nurse plants. LocationBahia de Kina, Sonora, Mexico; Sonoran Desert of North America. MethodsWe employed descriptive analyses and a factorial experiment to examine the consequences of rainfall, nurse plants, granivory and seed banks for senita cactus recruitment (Pachycereus schottii) in two plant communities of the Sonoran Desert: one degraded of its key nurse plants and the other with its nurse plants intact. ResultsSeed banks did not occur in either of the plant communities, indicating that seed banks and seed dormancy do not affect senita recruitment and thereby do not modulate other mechanisms that contribute to nurse plant facilitation and cactus recruitment. Juvenile senita cacti were consistently associated with nurse plants in both plant communities. Yet, the density and species composition of nurse plants differed between the communities, resulting in reduced senita recruitment and shifts to alternative nurse plants in the community degraded of its key nurse plants compared to the intact community. In a factorial experiment manipulating rainfall, granivory and nurse plants, we found that rainfall and granivory had significant main factor effects, leading to increases and decreases in seedling recruitment, respectively. There was no main factor effect of nurse plants, but there was a significant nurse plant by granivory interaction, indicating that nurse plants increase seedling recruitment through escape from granivory conditional upon rainfall. ConclusionsTaken together, these results reveal a conditional hierarchy of mechanisms of plant-plant facilitation shaping senita cactus recruitment, namely the predominant effects of rainfall increasing recruitment and of granivory decreasing recruitment, for which nurse plants played a key role in increasing seedling recruitment with rainfall and by reducing granivory.",2,"MA116","","","",""
"34","X.ISI.000428366200003","Interindividual patterns of resource use in three subtropical Atlantic Forest frogs","Carvalho-Rocha, Vitor and Lopes, Benedito Cortes and Neckel-Oliveira, Selvino","AUSTRAL ECOLOGY","1442-9985",43,"2","150-158",2018,"10.1111/aec.12552","Studies with disparate taxa suggest that generalist populations are composed of relatively specialist individuals that use a narrow part of a population's resource pool. Models based on optimum diet theory (ODT) can be used to predict different patterns of variation in resource use among individuals. In this work, we investigated the diet and measured the degree of individual specialization of three anuran species, Hypsiboas leptolineatus, Pseudis cardosoi and Scinax granulatus, from the Atlantic Forest of southern Brazil. The study is based on gut content obtained using a stomach-flushing technique. Additionally, we tested for a correlation between the individuals' diet and morphological variation. Furthermore, we applied methods based on network theory to investigate patterns of resource use among individuals of each species. All three study species showed generalized diets and significant values of individual specialization. However, we did not find any correlation between diet and morphology, indicating that diet variation is not a consequence of morphological trade-offs. The individual-resource networks of H.leptolineatus and S.granulatus showed a nested pattern. This result indicates the presence of individuals with more diverse diets than others, and the diets of the more specialist individuals are a predictable subset of the diets of the more generalist ones. The individual-resource network of P.cardosoi did not show a distinct pattern, diverging from what was predicted by optimal diet theory-based models. Although nested or modular patterns are commonly found in individual-resource networks, our results indicate that they are not ubiquitous and that random patterns can also be found.",2,"MA34","","","",""
"193","X.ISI.000256899500007","Alternative reproductive tactics in male Cape ground squirrels Xerus inauris","Scantlebury, M. and Waterman, J. M. and Bennett, N. C.","PHYSIOLOGY \& BEHAVIOR","0031-9384",94,"3","359-367",2008,"10.1016/j.physbeh.2008.02.003","In some animal societies, males vary in the strategies and tactics that they use for reproduction. Explanations for the evolution of alternative tactics have usually focussed on extrinsic factors such as social status, the environment or population density and have rarely examined proximate differences between individuals. Anecdotal evidence suggests that two alternative reproductive tactics occur in cooperatively breeding male Cape ground squirrels. Here we show that there is strong empirical support for physiological and behavioural differences to uphold this claim. `Dispersed' males have higher resting metabolic rates and a heightened pituitary activity, compared with philopatric `natal' males that have higher circulating cortisol levels. Dispersed males also spend more time moving and less time feeding than natal males. Additionally, lone males spend a greater proportion of their time vigilant and less of their time foraging than those that were in groups. The choice of whether to stay natal or become a disperser may depend on a number of factors such as age, natal group kin structure and reproductive suppression, and the likelihood of successful reproduction whilst remaining natal. Measuring proximate factors, such as behavioural and endocrine function, may provide valuable insights into mechanisms that underlie the evolution of alternative reproductive tactics. (C) 2008 Elsevier Inc. All rights reserved.",2,"MA193","","","",""
"39","X.ISI.000455950200003","Male dominance relationships in an extremely large chimpanzee community at Ngogo, Kibale National Park, Uganda","Watts, David P.","BEHAVIOUR","0005-7959",155,"13-15","969-1009",2018,"10.1163/1568539X-00003517","Male dominance hierarchies occur in many group-living primates and some non-primate mammals. Variation in aspects of agonistic relationships such as how many dyads show bidirectionality in aggression leads to variation in dominance hierarchies along a continuum from egalitarian (relatively small agonistic power differences between adjacently-ranked individuals, shallow hierarchies) to despotic (relatively large differences, steep hierarchies). Ranks usually depend mostly or entirely on individual characteristics that influence fighting ability (e.g., body size) and show inverse-U shaped relationships to age. However, coalitionary support sometimes also influences ranks. Chimpanzees (Pan troglodytes) form multi-male, multi-female communities within which males compete for status. Males typically form dominance hierarchies, and data from multiple study show that rank is positively related to paternity success. Males also often form coalitions and some dyads form long-term alliances. Effective coalitionary support can help individuals improve and maintain their ranks, and some evidence supports the hypothesis that coalitionary aggression generally, and the positions that males hold in coalitions networks specifically, influences paternity success. Hierarchy steepness varies among communities and within communities over time; variation in the number of prime-aged males per community is a likely source of this variation. Long-term data from an extremely large chimpanzee community with unusually many males, at Ngogo, Kibale National Park, Uganda, are largely consistent with previous analyses of male chimpanzee dominance hierarchies, but show several notable contrasts. Males at Ngogo formed significantly linear hierarchies and hierarchy steepness was greater than expected if the outcomes of agonistic interactions were random. However, variation in steepness did not show the significant inverse relationship to the number of ``prime-aged{''} males documented for other chimpanzee communities and average steepness was high given the large number of males. Ranks showed an inverse-U shaped relationship to age, although individual rank trajectories varied considerably, but males attained their highest lifetime ranks at later ages and maintained relatively high ranks to later ages than those at other chimpanzee research sites. Two measures of coalition networks, strength and Bonacich power, showed significant positive relationships with male ranks. Strength is the rate at which males joined coalitions. Bonacich power is a measure of network centrality that assesses a male's relational power, or influence (Bonacich, 1987): a male with high Bonacich power formed coalitions with relatively many other males who were also central in the coalition network, i.e., he was strongly connected to powerful others. On average, males also attained maximum values for these and other network measures relatively late and maintained relatively high values to relatively late ages. High coalition network strength, Bonacich power, and eigenvector centrality early in adulthood were associated with high peak ranks at later ages. However, the direction of causality between participation in coalition networks and ranks is not yet clear, and the effects of body size on dominance ranks and individual rank trajectories remains to be explored. Ngogo is a favourable habitat for chimpanzees and survivorship there is unusually high; this presumably facilitates the ability of males to maintain high competitive ability longer than at other sites and shifts rank trajectories toward older ages and leads to relatively steep hierarchies despite the fact that many male dyads have similar competitive ability. Future work will assess the impact of coalitions on dominance relationships in more detail and the relationship of coalitionary aggression to paternity success.",2,"MA39","","","",""
"43","X.ISI.000408908700004","Foraging strategy predicts foraging economy in a facultative secondary nectar robber","Richman, Sarah K. and Irwin, Rebecca E. and Bronstein, Judith L.","OIKOS","0030-1299",126,"9","1250-1257",2017,"10.1111/oik.04229","In mutualistic interactions, the decision whether to cooperate or cheat depends on the relative costs and benefits of each strategy. In pollination mutualisms, secondary nectar robbing is a facultative behavior employed by a diverse array of nectar-feeding organisms, and is thought to be a form of cheating. Primary robbers create holes in floral tissue through which they feed on nectar, whereas secondary robbers, which often lack chewing mouthparts, feed on nectar through existing holes. Because primary robbers make nectar more readily available to secondary robbers, primary robbers facilitate the behaviors of secondary robbers. However, the net effect of facilitation on secondary robber fitness has not been empirically tested: it is unknown whether the benefit secondary robbers receive is strong enough to overcome the cost of competing with primary robbers for a shared resource. We conducted foraging experiments using the bumble bee Bombus bifarius, which can alternatively forage legitimately' (from the floral opening) or secondary-rob. We measured the relative foraging efficiencies (handling time per flower, flowers visited per minute, proportion of foraging bout spent consuming nectar) of these alternative behaviors, and tested whether the frequency of primary robbing and nectar standing crop in primary-robbed flowers of Linaria vulgaris (Plantaginaceae) affected foraging efficiency. Surprisingly, there was no effect of primary robbing frequency on the foraging efficiency of secondary-robbing B. bifarius. Instead, foraging strategy was a major predictor of foraging efficiency, with legitimate foraging being significantly more efficient than secondary robbing. Legitimate foraging was the more common strategy used by B. bifarius in our study; however, it is rarely used by B. bifarius foraging on L. vulgaris in nature, despite indications that it is more efficient. Our results suggest the need for deeper investigations into why bees adopt secondary robbing as a foraging strategy, specifically, the environmental contexts that promote the behavior.",2,"MA43","","","",""
"104","X.ISI.000338382800001","Aphid-encoded variability in susceptibility to a parasitoid","Martinez, Adam J. and Ritter, Shannon G. and Doremus, Matthew R. and Russell, Jacob A. and Oliver, Kerry M.","BMC EVOLUTIONARY BIOLOGY","1471-2148",14,NA,NA,2014,"10.1186/1471-2148-14-127","Background: Many animals exhibit variation in resistance to specific natural enemies. Such variation may be encoded in their genomes or derived from infection with protective symbionts. The pea aphid, Acyrthosiphon pisum, for example, exhibits tremendous variation in susceptibility to a common natural enemy, the parasitic wasp Aphidius ervi. Pea aphids are often infected with the heritable bacterial symbiont, Hamiltonella defensa, which confers partial to complete resistance against this parasitoid depending on bacterial strain and associated bacteriophages. That previous studies found that pea aphids without H. defensa (or other symbionts) were generally susceptible to parasitism, together with observations of a limited encapsulation response, suggested that pea aphids largely rely on infection with H. defensa for protection against parasitoids. However, the limited number of uninfected clones previously examined, and our recent report of two symbiont-free resistant clones, led us to explicitly examine aphid-encoded variability in resistance to parasitoids. Results: After rigorous screening for known and unknown symbionts, and microsatellite genotyping to confirm clonal identity, we conducted parasitism assays using fifteen clonal pea aphid lines. We recovered significant variability in aphid-encoded resistance, with variation levels comparable to that contributed by H. defensa. Because resistance can be costly, we also measured aphid longevity and cumulative fecundity of the most and least resistant aphid lines under permissive conditions, but found no trade-offs between higher resistance and these fitness parameters. Conclusions: These results indicate that pea aphid resistance to A. ervi is more complex than previously appreciated, and that aphids employ multiple tactics to aid in their defense. While we did not detect a tradeoff, these may become apparent under stressful conditions or when resistant and susceptible aphids are in direct competition. Understanding sources and amounts of variation in resistance to natural enemies is necessary to understand the ecological and evolutionary dynamics of antagonistic interactions, such as the potential for coevolution, but also for the successful management of pest populations through biological control.",2,"MA104","","","",""
"87","X.ISI.000358315700007","Developmental plasticity and social specialization in cooperative societies","English, Sinead and Browning, Lucy E. and Raihani, Nichola J.","ANIMAL BEHAVIOUR","0003-3472",106,NA,"37-42",2015,"10.1016/j.anbehav.2015.05.006","Cooperative breeding systems showcase the diversity of social trajectories within and among species, ranging from the extremes of eusocial insects where individuals become irreversibly specialized as fecund queens or sterile workers, to vertebrate systems where individuals maintain the flexibility to breed throughout life. Between these extremes lies a continuum with individuals exhibiting varying degrees of specialization in their behaviour. Most research on cooperative breeders, particularly on vertebrate systems, has focused on why helping has evolved, rather than addressing this diversity. Here, we present a framework to explain variation in the timing, extent and flexibility of phenotypic divergence across vertebrate and invertebrate cooperative systems. We base our framework on recent theory about how individuals integrate information about the environment from different sources (genes, parents and direct experiences) when establishing their developmental trajectory. We discuss how the timing and degree of divergence and specialization are influenced by the availability and reliability of information about later fitness options and by the extent to which individuals have control over their development. Throughout, we use this developmental perspective to draw broad comparisons across vertebrate and invertebrate systems, which are often considered separately. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA87","","","",""
"17","X.ISI.000450564400002","From species to individuals: does the variation in ant-plant networks scale result in structural and functional changes?","Koch, Elmo B. A. and Dattilo, Wesley and Camarota, Flavio and Vasconcelos, Heraldo L.","POPULATION ECOLOGY","1438-3896",60,"4","309-318",2018,"10.1007/s10144-018-0634-5","Predicting the outcomes of any mutualistic interaction between ants and plants can be a very difficult task, since these outcomes are often determined by the ecological context in which the interacting species are embedded. Network theory has been an important tool to improve our understanding about the organizational patterns of animal-plant interactions. Nevertheless, traditionally, network studies have focused mainly on species-based differences and ignoring the importance of individual differences within populations. In this study, we evaluated if downscaling an ant-plant network from species to the individual level results in structural and functional changes in a network involving different-sized plant individuals. For this, we studied the extrafloral-nectar producing-tree Caryocar brasiliense (Caryocaraceae) and their associated ants in a Neotropical savanna. We observed 254 interactions involving 43 individuals of C. brasiliense and 47 ant species. The individual-based ant-plant network exhibited a nested pattern of interactions, with all developmental stages contributing equally to structuring this non-random pattern. We also found that plants with greater centrality within the network were better protected by their ant partners. However, plants with higher levels of individual specialization were not necessarily better protected by ants. Overall, we presented empirical evidence that intra-population variations are important for shaping ant-plant networks, since they can change the level of protection against herbivores conferred by the ants. These results highlight the importance of individual-based analyses of ecological networks, opening new research venues in the eco-evolutionary dynamics of ant-plant interactions.",2,"MA17","","","",""
"14","X.ISI.000454304000015","Chilli-briquettes modify the temporal behaviour of elephants, but not their numbers","Pozo, Rocio A. and Coulson, Tim and McCulloch, Graham and Stronza, Amanda and Songhurst, Anna","ORYX","0030-6053",53,"1","100-108",2019,"10.1017/S0030605317001235","Crop loss to foraging elephants is one of the most significant causes of conflict between people and elephants in areas where wild elephants share resources with people. Effective solutions to reduce the effects of human-elephant conflict on local livelihoods are thus essential to foster coexistence between elephants and people. We assessed the effectiveness of chilli-briquettes (bricks made of dry chilli, elephant dung and water) in altering elephants use of space in the eastern Okavango Panhandle, Botswana. We burned > 600 briquettes during the night over a 2-month period to test five treatments: frequent burning of (1) chilli and (2) chilli-free briquettes, occasional burning of (3) chilli and (4) chilli-free briquettes, and (5) a control treatment. Using camera traps and footprint surveys we assessed the number of elephants that used experimental sites, and the times at which they did so. We found elephants changed their movement behaviour from predominantly nocturnal to diurnal in areas where chilli-briquettes were burned throughout the night; however, there was no difference in the mean numbers of individuals between treatments with and without chillies. In other words, chilli-briquettes had a repellent but not a deterrent effect on elephants, keeping them away only at times when chilli-briquettes were smouldering. Based on these findings we recommend the use of chilli-briquettes as a method to deter elephants in the short term. In the long term, chilli-briquettes should be applied in combination with other larger-scale mitigation approaches, such as land management and cooperative community-based tools.",2,"MA14","","","",""
"169","X.ISI.000280525400004","Variation and the response to variation as a basis for successful cooperation","McNamara, John M. and Leimar, Olof","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8436",365,"1553","2627-2633",2010,"10.1098/rstb.2010.0159","In applying game theory to problems in biology, differences between individuals are often ignored. In particular, when analysing the evolution of cooperation it is often implicitly assumed that ignoring variation will produce predictions that approximate the solution when differences are included. This need not be true. As we demonstrate, differences are not innocuous noise, but can fundamentally change the nature of a game. Even small amounts of variability can stabilize cooperation by, for example, maintaining the need to deal with cheaters. Differences promote the need to learn about others in an interaction, leading to contingent behaviour that can reduce conflict, and to negotiated outcomes that may or may not be more cooperative than unconditional actions. Once there are mechanisms such as mutation and environmental influences that maintain variation within populations, whether cooperation evolves may depend on the variation in the cooperativeness trait. Variation means that it may be worth taking a chance that a partner is cooperative by being cooperative. When there are markets, so that individuals can break off interactions to seek a better partner, variation promotes choosiness and hence penalizes those uncooperative individuals, who are rejected. Variation promotes the need to monitor the previous behaviour of others, and once this social sensitivity exists, the need to maintain a good reputation can promote cooperation.",2,"MA169","","","",""
"227","X.ISI.000187962200002","Direct and indirect effects of pollinators and seed predators to selection on plant and floral traits","Cariveau, D and Irwin, RE and Brody, AK and Garcia-Mayeya, LS and von der Ohe, A","OIKOS","0030-1299",104,"1","15-26",2004,"10.1111/j.0030-1299.2004.12641.x","Although flowering traits are often assumed to be under strong selection by pollinators, significant variation in such traits remains the norm for most plant species. Thus, it is likely that the interactions among plants, mutualists, and other selective agents, such as antagonists, ultimately shape the evolution of floral and flowering traits. We examined the importance of pollination vs pre-dispersal seed predation to selection on plant and floral characters via female plant-reproductive success in Castilleja linariaefolia (Scrophulariaceae). C. linariaefolia is pollinated by hummingbirds and experiences high levels of pre-dispersal seed predation by plume moth and fly larvae in the Rocky Mountains of Colorado, USA, where this work was conducted. We first examined whether female reproduction in C. linariaefolia was limited by pollination. Supplemental pollination only marginally increased components of female reproduction, likely because seed predation masked, in part, the beneficial effects of pollen addition. In unmanipulated populations, we measured calyx length, flower production, and plant height and used path analysis combined with structural equation modeling to quantify their importance to relative seed set through pathways involving pollination vs seed predation. We found that the strength of selection on calyx length, flower production, and plant height was greater for seed predation pathways than for pollination pathways, and one character, calyx length, experienced opposing selection via pollination vs seed predation. These results suggest that the remarkable intraspecific variation in plant and floral characters exhibited by some flowering plants is likely the result of selection driven, at least in part, by pollinators in concert with antagonists, such as pre-dispersal seed predators. This work highlights the subtle but complex interactions that shape floral and vegetative design in natural ecosystems.",2,"MA227","","","",""
"199","X.ISI.000251810600012","Determinants of reproductive success in dominant female meerkats","Hodge, Sarah J. and Manica, A. and Flower, T. P. and Clutton-Brock, T. H.","JOURNAL OF ANIMAL ECOLOGY","0021-8790",77,"1","92-102",2008,"10.1111/j.1365-2656.2007.01318.x","1. In cooperative societies with high reproductive skew, selection on females is likely to operate principally through variation in the probability of acquiring dominant status and variation in reproductive success while dominant. Despite this, few studies of cooperative societies have investigated the factors that influence which females become dominant, and/or their reproductive output while in the dominant position. 2. Here we use long-term data from a wild meerkat population to describe variation in the breeding success of dominant female meerkats Suricata suricatta and investigate its causes. 3. Female meerkats compete intensely for breeding positions, and the probability of acquiring the breeding role depends upon a female's age in relation to competitors and her weight, both at the time of dominance acquisition and early in life. 4. Once dominant, individual differences in breeding success depend principally on the duration of dominance tenure. Females remain for longer in the dominant position if they are heavier than their competitors at the start of dominance, and if the number of adult female competitors at the start is low. 5. Female breeding success is also affected by variation in fecundity and pup survival, both of which increase with group size. After controlling for these effects, female body weight has a positive influence on breeding rate and litter size, while the number of adult female competitors reduces litter survival. 6. These findings suggest that selection for body weight and competitive ability will be high in female meerkats, which may moderate their investment in cooperative activities. We suggest that similar consequences of competition may occur among females in other cooperative societies where the benefits of attaining dominance status are high.",2,"MA199","","","",""
"40","X.ISI.000450612900008","Climate Change and Phenological Mismatch in Trophic Interactions Among Plants, Insects, and Vertebrates","Renner, Susanne S. and Zohner, Constantin M.",NA,"1543-592X",49,NA,"165-182",2018,"10.1146/annurev-ecolsys-110617-062535","Phenological mismatch results when interacting species change the timing of regularly repeated phases in their life cycles at different rates. We review whether this continuously ongoing phenomenon, also known as trophic asynchrony, is becoming morecommonunder ongoing rapid climate change. In antagonistic trophic interactions, any mismatch will have negative impacts for only one of the species, whereas in mutualistic interactions, both partners are expected to suffer. Trophic mismatch is therefore expected to last for evolutionarily short periods, perhaps only a few seasons, adding to the difficulty of attributing it to climate change, which requires long-term data. So far, the prediction that diverging phenologies linked to climate change will cause mismatch is most clearly met in antagonistic interactions at high latitudes in the Artic. There is limited evidence of phenological mismatch in mutualistic interactions, possibly because of strong selection on mutualists to have co-adapted phenological strategies. The study of individual plasticity, population variation, and the genetic bases for phenological strategies is in its infancy. Recent work on woody plants revealed the large imprint of historic climate change on temperature, chilling, and day-length thresholds used by different species to synchronize their phenophases, which in the Northern Hemisphere has led to biogeographic phenological regions inwhich long-lived plants have adapted to particular interannual and intermillennial amplitudes of climate change.",2,"MA40","","","",""
"9","X.ISI.000458341800009","Spatial evolutionary dynamics produce a negative cooperation-population size relationship","Tekwa, Edward W. and Gonzalez, Andrew and Loreau, Michel","THEORETICAL POPULATION BIOLOGY","0040-5809",125,NA,"94-101",2019,"10.1016/j.tpb.2018.12.003","Natural selection can favour cooperation, but it is unclear when cooperative populations should be larger than less cooperative ones. While experiments have shown that cooperation can increase population size, cooperation and population size can become negatively correlated if spatial processes affect both variables in opposite directions. We use a simple mathematical model of spatial common-pool resource production to investigate how space affects the cooperation-population size relationship. We find that only cooperation that is sufficiently beneficial to neighbours increases population size. However, spatial clustering variations can create a negative cooperation-population relationship between populations even when cooperation is highly beneficial, because clustering selects for cooperation but decreases population size. Individual-based simulations with variable individual movement rates produced variation in spatial clustering and the hypothesized negative cooperation-population relationships. These results suggest that variation in spatial clustering can limit the size of evolutionarily stable cooperating populations - an ecological dilemma of cooperation. (C) 2018 Elsevier Inc. All rights reserved.",2,"MA9","","","",""
"106","X.ISI.000334966800002","Cooperative personalities and social niche specialization in female meerkats","Carter, A. J. and English, S. and Clutton-Brock, T. H.","JOURNAL OF EVOLUTIONARY BIOLOGY","1010-061X",27,"5","815-825",2014,"10.1111/jeb.12358","The social niche specialization hypothesis predicts that group-living animals should specialize in particular social roles to avoid social conflict, resulting in alternative life-history strategies for different roles. Social niche specialization, coupled with role-specific life-history trade-offs, should thus generate between-individual differences in behaviour that persist through time, or distinct personalities, as individuals specialize in particular nonoverlapping social roles. We tested for support for the social niche specialization hypothesis in cooperative personality traits in wild female meerkats (Suricata suricatta) that compete for access to dominant social roles. As cooperation is costly and dominance is acquired by heavier females, we predicted that females that ultimately acquired dominant roles would show noncooperative personality types early in life and before and after role acquisition. Although we found large individual differences in repeatable cooperative behaviours, there was no indication that individuals that ultimately acquired dominance differed from unsuccessful individuals in their cooperative behaviour. Early-life behaviour did not predict social role acquisition later in life, nor was cooperative behaviour before and after role acquisition correlated in the same individuals. We suggest that female meerkats do not show social niche specialization resulting in cooperative personalities, but that they exhibit an adaptive response in personality at role acquisition.",2,"MA106","","","",""
"61","X.ISI.000390195000003","A common framework for identifying linkage rules across different types of interactions","Bartomeus, Ignasi and Gravel, Dominique and Tylianakis, Jason M. and Aizen, Marcelo A. and Dickie, Ian A. and Bernard-Verdier, Maud","FUNCTIONAL ECOLOGY","0269-8463",30,"12","1894-1903",2016,"10.1111/1365-2435.12666","1. Species interactions, ranging from antagonisms to mutualisms, form the architecture of bio-diversity and determine ecosystem functioning. Understanding the rules responsible for who interacts with whom, as well as the functional consequences of these interspecific interactions, is central to predict community dynamics and stability. 2. Species traits sensu lato may affect different ecological processes by determining species interactions through a two-step process. First, ecological and life-history traits govern species distributions and abundance, and hence determine species co-occurrence and the potential for species to interact. Secondly, morphological or physiological traits between co-occurring potential interaction partners should match for the realization of an interaction. Here, we review recent advances on predicting interactions from species co-occurrence and develop a probabilistic model for inferring trait matching. 3. The models proposed here integrate both neutral and trait-matching constraints, while using only information about known interactions, thereby overcoming problems originating from undersampling of rare interactions (i.e. missing links). They can easily accommodate qualitative or quantitative data and can incorporate trait variation within species, such as values that vary along developmental stages or environmental gradients. 4. We use three case studies to show that the proposed models can detect strong trait matching (e.g. predator-prey system), relaxed trait matching (e.g. herbivore-plant system) and barrier trait matching (e.g. plant-pollinator systems). 5. Only by elucidating which species traits are important in each process (i.e. in determining interaction establishment and frequency), we can advance in explaining how species interact and the consequences of these interactions for ecosystem functioning.",2,"MA61","","","",""
