"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"221","X.ISI.000223614300018","Facultative sex ratio adjustment by western bluebird mothers with stay-at-home helpers-at-the-nest","Dickinson, JL","ANIMAL BEHAVIOUR","0003-3472",68,"2","373-380",2004,"10.1016/j.anbehav.2003.07.022","Although population sex ratios rarely deviate from unity, the sex ratio of individual mothers should be labile, allowing them to bias their sex ratios in favour of the more successful sex when they can expect a difference in the mean reproductive value of their daughters and sons. just how mothers should bias sex allocation is particularly complicated in cooperative breeders, because the adaptive sex ratio may be influenced by conflicting impacts of helpers on their parents' fitness via `local resource enhancement' and `local resource competition'. In western bluebirds, Sialia mexicana, breeding-age helpers-at-the-nest are exclusively male and increase their parents' nesting success in the current year. As such, they are viewed as helpers, not hinderers, even though by failing to gain a breeding position they reduce their parents' annual inclusive fitness below that of parents with a breeding son. In this study, I tested the hypothesis that nonbreeding, stay-at-home helpers indicate poor breeding prospects for locally competing sons, and investigated one prediction of this hypothesis that such helpers also indicate a tendency for parents to produce substandard sons. A female removal experiment showed that female mates were in short supply. Pairs had daughter-biased broods when they had a stay-at-home helper son that failed to get a mate in the first place, but not when they had a helper that had been breeding on his own, but returned home to help sometime after his mother finished laying her eggs. Stay-at-home sons were not developmentally delayed relative to breeders of the same cohort, suggesting that helpers may not be inferior to breeders. Although the population sex ratio fluctuates about unity, a multiyear data set showed a negative relationship between the frequency of helping and the annual brood sex ratio for the population. These results suggest that local resource competition outweighs local resource enhancement in driving individual and population sex ratio variation in western bluebirds, a pattern that would not be predicted based on the simple question of whether helpers help or hinder at the nest. (C) 2004 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA221","","","",""
"179","X.ISI.000272656600009","Parabiotic associations between tropical ants: equal partnership or parasitic exploitation?","Menzel, F. and Bluethgen, N.","JOURNAL OF ANIMAL ECOLOGY","0021-8790",79,"1","71-81",2010,"10.1111/j.1365-2656.2009.01628.x","P>1. The huge diversity of symbiotic associations among animals and/or plants comprises both mutualisms and parasitisms. Most symbioses between social insect species, however, involve social parasites, while mutual benefits have been only suspected for some parabiotic associations - two colonies that share a nest. 2. In the rainforest of Borneo, we studied parabiotic associations between the ants Crematogaster modiglianii and Camponotus rufifemur. Parabiotic nests were regularly found inside hollow tree trunks, most likely initiated by Cr. modiglianii. This species frequently nested without its partner, whereas we never found non-parabiotic Ca. rufifemur nests. We experimentally investigated potential benefits, potential interference competition for food (as a probable cost), and foraging niches of both species. 3. The two species never showed aggressive interactions and amicably shared food resources. However, Cr. modiglianii had a wider temporal and spatial foraging range than Ca. rufifemur, always found baits before Ca. rufifemur and recruited more efficiently. Camponotus rufifemur probably benefited from following pheromone trails of Cr. modiglianii. In turn, Ca. rufifemur was significantly more successful in defending the nest against alien ants. Crematogaster modiglianii hence may profit from its partner's defensive abilities. 4. In neotropical parabioses, epiphytes grown in `ant-gardens' play a crucial role in the association, e.g. by stabilization of nests. Hemiepiphytic Poikilospermum cordifolium (Cecropiaceae) seedlings and saplings frequently grew in the entrances of parabiotic nests in Borneo, obviously dispersed by the ants. In cafeteria experiments, both parabiotic ants carried its elaiosome-bearing seeds into the nest. However, P. cordifolium does not provide additional nest space, contrasting with neotropical ant-gardens. 5. The parabiotic association appears beneficial for both ant species, the main benefits being nest initiation by Cr. modiglianii and interspecific trail-following (for Ca. rufifemur), and, in turn, nest defence by Ca. rufifemur (for Cr. modiglianii). However, Ca. rufifemur seems to be more dependent on its partner than vice versa.",2,"MA179","","","",""
"99","X.ISI.000346580100009","Manipulation of population density and food availability affects home range sizes of African striped mouse females","Schoepf, Ivana and Schmohl, Gabriela and Koenig, Barbara and Pillay, Neville and Schradin, Carsten","ANIMAL BEHAVIOUR","0003-3472",99,NA,"53-60",2015,"10.1016/j.anbehav.2014.10.002","An individual's home range determines its access to resources, significantly influencing its fitness. Food availability and population density are considered to be among the primary factors influencing home range sizes; however, no study has experimentally tested whether these two factors affect home range sizes independently. This is important as these two factors correlate significantly with each other, making it difficult to differentiate the effect of one from the other. First, we supplemented food to 23 female African striped mice, Rhabdomys pumilio, belonging to 15 different groups. To avoid an increase in population density by immigration, we also provided food to neighbouring groups. Although population density did not increase, female home range sizes decreased by 43.1\%. In a second experiment, we manipulated population density by removing entire social groups of striped mice. We carried out experiments within 7 weeks, a period short enough to control for a change in natural food availability. Experimental decrease of population density caused an increase of female home range sizes of 44.3\%. The degree of home range overlap between female striped mice was unaffected by supplemental feeding or by reduction of population density. However, female home range sizes were negatively affected by the total number of female neighbours, especially of heavier individuals. In addition, after removal, females significantly decreased their overlap with neighbouring breeding females indicating that competition with same-sex individuals shapes females' home ranges. This is the first comprehensive experimental field study demonstrating that an increase in food availability and a decrease in population density independently affect home range sizes of individuals. (C) 2014 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA99","","","",""
"80","X.ISI.000362433600021","Comparative Genomics of a Plant-Parasitic Nematode Endosymbiont Suggest a Role in Nutritional Symbiosis","Brown, Amanda M. V. and Howe, Dana K. and Wasala, Sulochana K. and Peetz, Amy B. and Zasada, Inga A. and Denver, Dee R.","GENOME BIOLOGY AND EVOLUTION","1759-6653",7,"9","2727-2746",2015,"10.1093/gbe/evv176","Bacterial mutualists can modulate the biochemical capacity of animals. Highly coevolved nutritional mutualists do this by synthesizing nutrients missing from the host's diet. Genomics tools have advanced the study of these partnerships. Here we examined the endosymbiont Xiphinematobacter (phylum Verrucomicrobia) from the dagger nematode Xiphinema americanum, a migratory ectoparasite of numerous crops that also vectors nepovirus. Previously, this endosymbiont was identified in the gut, ovaries, and eggs, but its role was unknown. We explored the potential role of this symbiont using fluorescence in situ hybridization, genome sequencing, and comparative functional genomics. We report the first genome of an intracellular Verrucomicrobium and the first exclusively intracellular non-Woibachia nematode symbiont. Results revealed that Xiphinematobacter had a small 0.916-Mb genome with only 817 predicted proteins, resembling genomes of other mutualist endosymbionts. Compared with free-living relatives, conserved proteins were shorter on average, and there was large-scale loss of regulatory pathways. Despite massive gene loss, more genes were retained for biosynthesis of amino acids predicted to be essential to the host. Gene ontology enrichment tests showed enrichment for biosynthesis of arginine, histidine, and aromatic amino acids, as well as thiamine and coenzyme A, diverging from the profiles of relatives Akkermansia muciniphilia (in the human colon), Methylacidiphilum infemorum, and the mutualist Wolbachia from filarial nematodes. Together, these features and the location in the gut suggest that Xiphinematobacter functions as a nutritional mutualist, supplementing essential nutrients that are depleted in the nematode diet. This pattern points to evolutionary convergence with endosymbionts found in sap-feeding insects.",2,"MA80","","","",""
"213","X.ISI.000239701700003","Recombination and selection shape the molecular diversity pattern of nitrogen-fixing Sinorhizobium sp associated to Medicago","Bailly, Xavier and Olivieri, Isabelle and De Mita, Stephane and Cleyet-Marel, Jean-Claude and Bena, Gilles","MOLECULAR ECOLOGY","0962-1083",15,"10","2719-2734",2006,"10.1111/j.1365-294X.2006.02969.x","We investigate the genetic structure and molecular selection pattern of a sympatric population of Sinorhizobium meliloti and Sinorhizobium medicae. These bacteria fix nitrogen in association with plants of the genus Medicago. A set of 116 isolates were obtained from a soil sample, from root nodules of three groups of plants representing among-species, within-species and intraline diversity in the Medicago genus. Bacteria were characterized by sequencing at seven loci evenly distributed along the genome of both Sinorhizobium species, covering the chromosome and the two megaplasmids. We first test whether the diversity of host plants influence the bacterial diversity recovered. Using the same data set, we then analyse the selective pattern at each locus. There was no relationship between the diversity of Medicago plants that were used for sampling and the diversity of their symbionts. However, we found evidence of selection within each of the two main symbiotic regions, located on the two different megaplasmids. Purifying selection or a selective sweep was found to occur in the nod genomic region, which includes genes involved in nodulation specificity, whereas balancing selection was detected in the exo region, close to genes involved in exopolysaccharide production. Such pattern likely reflects the interaction between host plants and bacterial symbionts, with a possible conflict of interest between plants and cheater bacterial genotypes. Recombination appears to occur preferentially within and among loci located on megaplasmids, rather than within the chromosome. Thus, recombination may play an important role in resolving this conflict by allowing different selection patterns at different loci.",2,"MA213","","","",""
"35","X.ISI.000427404500001","Dynamics of populations with individual variation in dispersal on bounded domains","Cantrell, Robert Stephen and Cosner, Chris and Yu, Xiao","JOURNAL OF BIOLOGICAL DYNAMICS","1751-3758",12,"1","288-317",2018,"10.1080/17513758.2018.1445305","Most classical models for the movement of organisms assume that all individuals have the same patterns and rates of movement (for example, diffusion with a fixed diffusion coefficient) but there is empirical evidence that movement rates and patterns may vary among different individuals. A simple way to capture variation in dispersal that has been suggested in the ecological literature is to allow individuals to switch between two distinct dispersal modes. We study models for populations whose members can switch between two different nonzero rates of diffusion and whose local population dynamics are subject to density dependence of logistic type. The resulting models are reaction-diffusion systems that can be cooperative at some population densities and competitive at others. We assume that the focal population inhabits a bounded region and study how its overall dynamics depend on the parameters describing switching rates and local population dynamics. (Traveling waves and spread rates have been studied for similar models in the context of biological invasions.) The analytic methods include ideas and results from reaction-diffusion theory, semi-dynamical systems, and bifurcation/continuation theory.",2,"MA35","","","",""
"130","X.ISI.000311433600008","Effects of social immunity and unicoloniality on host-parasite interactions in invasive insect societies","Ugelvig, Line V. and Cremer, Sylvia","FUNCTIONAL ECOLOGY","0269-8463",26,"6","1300-1312",2012,"10.1111/1365-2435.12013","1. Social insects have a very high potential to become invasive pest species. Here, we explore how their social lifestyle and their interaction with parasites may contribute to this invasive success. 2. Similar to solitary species, parasite release followed by the evolution of increased competitive ability can promote establishment of introduced social insect hosts in their introduced range. 3. Genetic bottlenecks during introduction of low numbers of founder individuals decrease the genetic diversity at three levels: the population, the colony and the individual, with the colony level being specific to social insects. Reduced genetic diversity can affect both the individual immune system and the collective colony-level disease defences (social immunity). Still, the dual immune system is likely to make social insects more robust to parasite attack. 4. Changes in social structure from small, family-based, territorially aggressive societies in native populations towards huge networks of cooperating nests (unicoloniality) occur in some invasive social insects, for example, most invasive ants and some termites. 5. Unicoloniality is likely to affect disease dynamics in multiple ways. The free exchange of individuals within the population leads to an increased genetic heterogeneity among individuals of a single nest, thereby decreasing disease transmission. However, the multitude of reproductively active queens per colony buffers the effect of individual diseased queens and their offspring, which may result in a higher level of vertical disease transmission in unicolonial societies. Lastly, unicoloniality provides a competitive advantage over native species, allowing them to quickly become the dominant species in the habitat, which in turn selects for parasite adaptation to this common host genotype and thus eventually a high parasite pressure. 6. Overall, invasions by insect societies are characterized by general features applying to all introduced species, as well as idiosyncrasies that emerge from their social lifestyle. It is important to study these effects in concert to be able to develop efficient management and biocontrol strategies.",2,"MA130","","","",""
"148","X.ISI.000298218400010","The nature and taxonomic composition of coral symbiomes as drivers of performance limits in scleractinian corals","Gates, Ruth D. and Ainsworth, Tracy D.","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","0022-0981",408,"1-2, SI","94-101",2011,"10.1016/j.jembe.2011.07.029","All plants and animals host complex communities of taxonomically diverse microbial assemblages (viruses, Archaea, Bacteria, micro-eukaryotes) that contribute to the functional attributes of the host organism. Scleractinian corals represent particularly provocative subjects for study in this context because they are morphologically complex and associate with a broad diversity of macro invertebrates and vertebrates as well as microorganisms. Representatives of all these taxonomic groupings have been shown to contribute to the function of corals through direct or indirect provisioning and cycling of nutrients, waste removal, defense, and stress tolerance, traits that influence the fitness and environmental thresholds of individual coral colonies. How the taxonomic composition, functional limits and interactive nature of members of these communities vary among and within host species, and scale up to influence community level processes that drive ecosystem structure and function through time and space is unknown; these communities are, however, taxonomically variable among individual corals. Here we draw on the published literature to discuss the ecological and functional significance of the broad and variable taxonomic symbioses found closely associated with corals. Using a comparative approach, we hypothesize that the intra-specific and inter-specific variations in response of corals to environmental disturbance is linked to differences in the specificity, nature and composition of these symbiotic assemblages and reflect variation in the architectural complexity (micro and macro) and capacity of corals to provision habitat. We describe individual coral colonies as symbiomes, unique micro-ecosystems bounded by the physical limits of the coral colony whose performance limits reflect the taxonomic range of the associates (micro and macro) found within the colony. We explicitly recognize the fact that corals represent complex ecological communities composed of organisms that have the potential to compete, as well as interact with one another and the host as commensals, mutualists and parasites, states that likely to be dynamic with nature, context and environment. (C) 2011 Elsevier B.V. All rights reserved.",2,"MA148","","","",""
"233","X.ISI.000184415900008","On the reorganization of fitness during evolutionary transitions in individuality","Michod, RE and Nedelcu, AM","INTEGRATIVE AND COMPARATIVE BIOLOGY","1540-7063",43,"1","64-73",2003,"10.1093/icb/43.1.64","The basic problem in an evolutionary transition is to understand how a group of individuals becomes a new kind of individual, possessing the property of heritable variation in fitness at the new level of organization. During an evolutionary transition, for example, from single cells to multicellular organisms, the new higher-level evolutionary unit (multicellular organism) gains its emergent properties by virtue of the interactions among lower-level units (cells). We see the formation of cooperative interactions among lower-level units as a necessary step in evolutionary transitions; only cooperation transfers fitness from lower levels (costs to group members) to higher levels (benefits to the group). As cooperation creates new levels of fitness, it creates the opportunity for conflict between levels as deleterious mutants arise and spread within the group. Fundamental to the emergence of a new higher-level unit is the mediation of conflict among lower-level units in favor of the higher-level unit. The acquisition of heritable variation in fitness at the new level, via conflict mediation, requires the reorganization of the basic components of fitness (survival and reproduction) and life-properties (such as immortality and totipotency) as well as the co-option of lower-level processes for new functions at the higher level. The way in which the conflicts associated with the transition in individuality have been mediated, and fitness and general life-traits have been re-organized, can influence the potential for further evolution (i.e., evolvability) of the newly emerged evolutionary individual. We use the volvocalean green algal group as a model-system to understand evolutionary transitions in individuality and to apply and test the theoretical principles presented above. Lastly, we discuss how the different notions of individuality stem from the basic properties of fitness in a multilevel selection context.",2,"MA233","","","",""
"155","X.ISI.000291371100008","Bet hedging based cooperation can limit kin selection and form a basis for mutualism","Uitdehaag, Joost C. M.","JOURNAL OF THEORETICAL BIOLOGY","0022-5193",280,"1","76-87",2011,"10.1016/j.jtbi.2011.04.002","Mutualism is a mechanism of cooperation in which partners that differ help each other. As such, mutualism opposes mechanisms of kin selection and tag-based selection (for example the green beard mechanism), which are based on giving exclusive help to partners that are related or carry the same tag. In contrast to kin selection, which is a basis for parochialism and intergroup warfare, mutualism can therefore be regarded as a mechanism that drives peaceful coexistence between different groups and individuals. Here the competition between mutualism and kin (tag) selection is studied. In a model where kin selection and tag-based selection are dominant, mutualism is promoted by introducing environmental fluctuations. These fluctuations cause reduction in reproductive success by the mechanism of variance discount. The best strategy to counter variance discount is to share with agents who experience the most anticorrelated fluctuations, a strategy called bet hedging. In this way, bet hedging stimulates cooperation with the most unrelated partners, which is a basis for mutualism. Analytic results and simulations reveal that, if this effect is large enough, mutualistic strategies can dominate kin selective strategies. In addition, mutants of these mutualistic strategies that experience fluctuations that are more anticorrelated to their partner, can outcompete wild type, which can lead to the evolution of specialization. In this way, the evolutionary success of mutualistic strategies can be explained by bet hedging-based cooperation. (C) 2011 Elsevier Ltd. All rights reserved.",2,"MA155","","","",""
"144","X.ISI.000302485200023","Resource limitation moderates the adaptive suppression of subordinate breeding in a cooperatively breeding mongoose","Nichols, H. J. and Bell, M. B. V. and Hodge, S. J. and Cant, M. A.","BEHAVIORAL ECOLOGY","1045-2249",23,"3","635-642",2012,"10.1093/beheco/ars008","Social animal species show considerable variation in the way in which reproduction is distributed among group members. Recent attempts to explain this variation have proposed that differences in reproductive skew are attributable to differences in the net benefits group members receive from suppressing each other's breeding attempts. Despite receiving relatively little theoretical and empirical attention, the availability of resources required for successful breeding may have an important influence in determining the costs and benefits of suppressing reproduction and thus influence reproductive skew within social groups. Here, we test this possibility using a long-term study of female reproductive success in the banded mongoose Mungos mungo. We find that females experience greater costs of co-breeding when resources are in short supply and that older, more dominant females respond to this cost by suppressing subordinate breeding. This results in differing patterns of reproductive success for females of different competitive abilities, with the oldest, most dominant females breeding regardless of resource availability and younger, subordinate females breeding only when resources are abundant. Our findings highlight the role of resource limitation in determining the distribution of reproductive opportunities within social groups.",2,"MA144","","","",""
"68","X.ISI.000374563600015","Intergroup encounters in Verreaux's sifakas (Propithecus verreauxi): who fights and why?","Koch, Flavia and Signer, Johannes and Kappeler, Peter M. and Fichtel, Claudia","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443",70,"5","797-808",2016,"10.1007/s00265-016-2105-3","Individuals living in groups have to achieve collective action for successful territorial defense. Because conflicts between neighboring groups always involve risks and costs, individuals must base their decision to participate in a given conflict on an evaluation of the trade-off between potential costs and benefits. Since group members may differ in motivation to engage in group encounters, they exhibit different levels of participation in conflicts. In this study, we investigated factors influencing participation in intergroup encounters in Verreaux's sifakas (Propithecus verreauxi), a group-living primate from Madagascar. Over a period of 12 months, we studied eight adjacent sifaka groups in Kirindy Forest. We observed 71 encounters between known neighboring groups in which adult females and males participated equally as often. No individual participated in every encounter, and non-participation occurred more often in larger groups. Females participated less often in encounters when they had dependent infants, presumably to reduce the risk of infanticide. Male participation was influenced by social status: dominant males participated in most encounters, whereas males with fewer opportunities to reproduce participated less often, hence male participation is influenced by the incentive of maintaining access to females. The number of actively participating individuals in the opponent group positively influenced the participation in both sexes. Thus, sifakas seem to decide joining a given encounter opportunistically, most likely based on a combination of individual incentives and the actual circumstance of each encounter, suggesting that the complexity in intergroup relationships appears to be the product of decisions made by each individual group member. Cooperation among group-living animals is often challenged by collective action problems resulting from individual differences in interests in contributing to collective behaviors. Intergroup encounters involve distinguished costs and benefits for each individual despite being in the same social group. Therefore, encounters between groups offer a good opportunity to investigate individual participation in collective action. In this study, we investigate the influence of different incentives on individual participation in intergroup encounters in wild Malagasy primate, Verreaux's sifakas. We propose a novel approach that takes into account the variable circumstances of each conflict, such as the number of individuals fighting in both groups as a predictor for participation. We believe that our study not only provides novel data on wild sifakas, but it also offers new perspectives for the interpretation of intergroup relationships in other taxa.",2,"MA68","","","",""
"36","X.ISI.000426003200008","Rapid evolution of symbiont-mediated resistance compromises biological control of aphids by parasitoids","Kach, Heidi and Mathe-Hubert, Hugo and Dennis, Alice B. and Vorburger, Christoph","EVOLUTIONARY APPLICATIONS","1752-4571",11,"2","220-230",2018,"10.1111/eva.12532","There is growing interest in biological control as a sustainable and environmentally friendly way to control pest insects. Aphids are among the most detrimental agricultural pests worldwide, and parasitoid wasps are frequently employed for their control. The use of asexual parasitoids may improve the effectiveness of biological control because only females kill hosts and because asexual populations have a higher growth rate than sexuals. However, asexuals may have a reduced capacity to track evolutionary change in their host populations. We used a factorial experiment to compare the ability of sexual and asexual populations of the parasitoid Lysiphlebus fabarum to control caged populations of black bean aphids (Aphis fabae) of high and low clonal diversity. The aphids came from a natural population, and one-third of the aphid clones harbored Hamiltonella defensa, a heritable bacterial endosymbiont that increases resistance to parasitoids. We followed aphid and parasitoid population dynamics for 3months but found no evidence that the reproductive mode of parasitoids affected their effectiveness as biocontrol agents, independent of host clonal diversity. Parasitoids failed to control aphids in most cases, because their introduction resulted in strong selection for clones protected by H.defensa. The increasingly resistant aphid populations escaped control by parasitoids, and we even observed parasitoid extinctions in many cages. The rapid evolution of symbiont-conferred resistance in turn imposed selection on parasitoids. In cages where asexual parasitoids persisted until the end of the experiment, they became dominated by a single genotype able to overcome the protection provided by H.defensa. Thus, there was evidence for parasitoid counteradaptation, but it was generally too slow for parasitoids to regain control over aphid populations. It appears that when pest aphids possess defensive symbionts, the presence of parasitoid genotypes able to overcome symbiont-conferred resistance is more important for biocontrol success than their reproductive mode.",2,"MA36","","","",""
"194","X.ISI.000255056600011","Strategic adjustment of begging effort by banded mongoose pups","Bell, Matthew B. V.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",275,"1640","1313-1319",2008,"10.1098/rspb.2008.0173","Variation in the intensity of conspicuous displays raises three basic questions: (i) the relationship between internal state and display intensity, (ii) the relationship between display intensity and receiver response, and (iii) the effect of variation in receiver responsiveness on signaller behaviour. Here, I investigate the interaction between pups and helpers in the communally breeding banded mongoose (Mungos mungo), where each pup forms an exclusive relationship with a single adult helper (termed its `escort'). By experimentally manipulating pup need, I demonstrate that changes in begging rate correspond to changes in short-term need. The data then suggest that escorts in good condition may be more responsive to increased begging and that pups associating with them increase their begging more than do pups paired with escorts in poor condition. Escorts also appear more responsive to increased begging by female pups, and female pups increase their begging more than do male pups. These results suggest that banded mongoose pups may strategically adjust their investment in begging in relation to variation in the expected pay-off. I argue that such adjustment is likely to be a general phenomenon: wherever there is variation in responsiveness to signals, signallers will be selected to identify different categories of receiver and adjust their signals in order to maximize the pay-offs. Therefore, differences in signal intensity may be as much a product of context as an indication of variation in individual phenotypic or genotypic state.",2,"MA194","","","",""
"94","X.ISI.000355315700003","Personality and density affect nest defence and nest survival in the great tit","Vrublevska, Jolanta and Krama, Tatjana and Rantala, Markus J. and Mierauskas, Pranas and Freeberg, Todd M. and Krams, Indrikis A.","ACTA ETHOLOGICA","0873-9749",18,"2","111-120",2015,"10.1007/s10211-014-0191-7","Recent studies suggest that individual variation in behaviour of prey individuals may cause distinctive responses to nest predators and cooperation with conspecifics. We assessed individual differences during a novel object test and whether these responses were related to nest failure and survival of females during incubation. We additionally carried out experimental trials in natural field conditions using a stuffed pine marten, a principal nest predator, to test for a relationship between neophobia and mobbing predators. Our results show that antipredator responses of breeding great tits are dependent on their personality and personality type of neighbouring conspecifics. We found that neophilic individuals (those that rapidly resumed feeding of nestlings in the presence of a novel object) have an advantage over neophobic individuals (those that slowly resumed feeding of nestlings in the presence of a novel object) in their reproductive success, as measured in numbers of successful nests and of females that survived. Furthermore, neophilic-neophilic pairs exhibited stronger antipredator mobbing responses than neophobic-neophobic pairs. Results show that consistent individual differences in response against novel objects and antipredator behaviour are related, and that these responses are important predictors of nest failure in breeding great tits.",2,"MA94","","","",""
"197","X.ISI.000253765300006","History and present scope of field studies on Macaca fuscata yakui at Yakushima Island, Japan","Yamagiwa, Juichi","INTERNATIONAL JOURNAL OF PRIMATOLOGY","0164-0291",29,"1","49-64",2008,"10.1007/s10764-008-9235-z","Field studies on Japanese macaques on Yakushima Island started in the mid-1970s, > 25 yr after the emergence of Japanese primatology, in response to criticism of methods using provisioning and the desire to find the socioecological factors influencing the social life of macaques in natural habitats. We habituated macaques without provisioning mainly in the coastal warm-temperate forest and found that they lived in small troops with a high socionomic sex ratio. Observations of several troop fissions and troop takeovers by nontroop males suggest that Yakushima macaques have a different social organization from that of Japanese macaques in other habitats. For example, youngest ascendancy as the dominance relationhip among sisters, which usually occurs in provisioned troops, was absent in Yakushima macaques. We compared their ecological and social features with those of Japanese macaques at Kinkazan (cool-temperate forests) and found that abundance of high-quality foods may cause stronger intra- and intertroop competition at Yakushima. Female Yakushima macaques may more positively solicit nontroop males to associate with them during the mating season. Such a tendency may promote frequent male movement between troops and frequent troop fissions. Though ecological factors form social features of Japanese macaques, some features such as male association and movements between troops are not accounted for via socioecology. Recent field studies have focused on macaques living at higher altitudes in Yakushima and on individual survival strategies by taking diverse viewpoints and using new technologies. DNA analysis of fecal samples shows low genetic diversity and suggests the macaques' recent expansion from lowland to highland forests in Yakushima. The population censuses conducted annually indicate that the higher-altitude macaques have a larger home range but a similar group size versus their counterparts at low elevations. The unsolved issues in socioecology will pose a challenge to the younger generation of primatologists. Conservation of macaques and their habitat is one of our major activities at Yakushima. The level of protection has gradually increased in the National Park at Yakushima and, via our various conservation efforts, its most important area was designated a World Heritage Site by UNESCO in 1993. However, large-scale logging in the 1960s and 1970s caused the loss of macaque habitats and led to increased crop damage by them in the 1980s. We have proposed effective methods to protect cultivated fields from macaques as well as several plans for sustainable use of forests, such as ecotourism and a fieldwork course for university students. Local residents and researchers have created several nongovernment organizations (NGOs) to promote conservation and nature study at Yakushima. The role of local NGOs is particularly important to mitigate conflicts between people and wildlife. Though hundreds of macaques are still captured as pests annually in Yakushima, we continue the conservation measures and spread awareness of conservation in cooperation with the local NGOs.",2,"MA197","","","",""
"164","X.ISI.000286224900019","Intraspecific variation in allelochemistry determines an invasive species' impact on soil microbial communities","Lankau, Richard A.","OECOLOGIA","0029-8549",165,"2","453-463",2011,"10.1007/s00442-010-1736-8","Invasive species can benefit from altered species interactions in their new range, and by interfering with species interactions among native competitors. Since exotic invasions are generally studied at the species level, relatively little is known about intraspecific variation in the traits that determine an invader's effect on native species. Alliaria petiolata is a widespread and aggressive invader of forest understories that succeeds in part by interfering with mutualistic interactions between native plants and soil fungi. Here, I show that the impact of A. petiolata on soil microbial communities varied among individuals due to variation in their allelochemical concentrations. The differential impacts translated into varied effects on native tree growth, partly because A. petiolata's allelochemicals preferentially affected the most mutualistic fungal taxa. These results highlight the importance of considering the spatial and temporal variation in an invasive species' impacts for understanding and managing the invasion process.",2,"MA164","","","",""
"211","X.ISI.000242897000014","Ant stoichiometry: elemental homeostasis in stage-structured colonies","Kay, A. D. and Rostampour, S. and Sterner, R. W.","FUNCTIONAL ECOLOGY","0269-8463",20,"6","1037-1044",2006,"10.1111/j.1365-2435.2006.01187.x","1. Organisms facing variation in food quality maintain elemental composition within limited bounds. Such stoichiometric homeostasis has often been considered a species-specific parameter, but stoichiometry can also vary intraspecifically across life stages, sexes and sizes. In colonial organisms with overlapping generations, stoichiometric variation among stages could lead to flexibility in colony-level elemental composition due to changes in internal demography 2. We examine how the balance of energy (sucrose) and nutrients (prey) affects growth rate and carbon : nitrogen : phosphorus (C : N : P) homeostasis in a eusocial insect, the pavement ant Tetramorium caespitum. 3. Colony growth depended heavily on prey availability. However, sucrose scarcity led to higher worker mortality and production of smaller workers, suggesting sucrose availability will affect colony-level performance in a competitive environment. 4. In contrast, C : N : P stoichiometry of larvae, pupae, and workers varied mostly with sucrose availability. Biomass P content within life stages was lower in colonies receiving less access to sucrose. We suggest this difference arose primarily from shifts in individual ant mass coupled with negative P-body mass relationships. 5. Life stages differed considerably in elemental composition, and resource conditions affected colony stage structure. Nevertheless, variation in colony-level stoichiometry primarily reflected compositional differences within stages rather than shifts in internal demography.",2,"MA211","","","",""
"27","X.ISI.000435442500011","Multidimensional analyses of physical performance reveal a size-dependent trade-off between suites of traits","Charters, Jordan E. and Heiniger, Jaime and Clemente, Christofer J. and Cameron, Skye F. and Nasir, Ami F. Amir Abdul and Niehaus, Amanda C. and Wilson, Robbie S.","FUNCTIONAL ECOLOGY","0269-8463",32,"6","1541-1553",2018,"10.1111/1365-2435.13115","1. Animal movement is multidimensional and complex, and to understand the motor system of wild animals in the context of their natural ecology, we must analyse how suites of performance traits both mutualistically and antagonistically affect function-a necessity highlighted by previous work on performance trade-offs. 2. Evidence from some studies of human athletes using multidimensional analyses of performance suggests that overall quality among individuals can mask functional trade-offs within them, yet no studies have tested this idea using wild animals. In this study, we investigated the possible mutualistic and antagonistic associations among eight different whole-animal performance traits in male and female northern quolls (Dasyurus hallucatus). 3. We detected trade-offs between pairs of performance traits when conducted on raw standardized data using both Pearson product moment correlations and partial correlation analyses. For example, grasp strength was negatively associated with beam-running speed using both analyses, suggesting that morphological designs that enhance grasp strength simultaneously compromise an animal's motor control or stability on a narrow beam. 4. In addition, we detected a trade-off between two distinct sets of performance traits; grasp strength, bite force and maximum oxygen consumption were negatively associated with jump acceleration and beam-running speed. This trade-off between sets of performance traits accounted for around one-third of the total variance in performance among individuals and was primarily driven by the effects of body size on both groups of traits. Larger body sizes improved grasp strength, bite forces and maximum oxygen consumption rates but decreased jump accelerations and beam-running speeds. 5. Because the first component of a principal component analysis based on all eight performance traits (PC(P)1) did not load in the same direction for all traits, PC(P)1 did not represent an overall metric of motor performance-which differs from previous multivariate analyses of human physical performance. Our study highlights the importance of studying suites of traits when exploring the functional phenotype of organisms rather than just one or two dimensions of performance.",2,"MA27","","","",""
