"","abstract.id","X","title.x","abstract.x","screener.id.x","decision.x","scale.x","topic.x","notes.x","title.y","abstract.y","screener.id.y","decision.y","scale.y","topic.y","notes.y","title","abstract","screener.id","decision","scale","topic","notes"
"228","MA303",228,"Regional collapse of symbiotic specificity between lucanid beetles and canestriniid mites","The intensity of interspecific interactions between hosts and symbionts varies among populations of each organism because of differences in the biotic and abiotic environment. We found geographic mosaics in associations between lucanid beetles (Dorcus rectus and Dorcus striatipennis) and symbiotic mites (Haitlingeria sp. and Sandrophela sp., respectively) that were caused by the collapse of host specificity in the northern part of Japan. Haitlingeria sp. was only collected from the surface of the exoskeleton ofD. rectus in south and central Japan. Sandrophela sp. showed host specificity in southern to central Japan but was found on both beetle species in areas where Haitlingeria sp. was not found. Because Haitlingeria sp. was able to reproduce on D. rectus collected from Haitlingeria-free regions and no significant differences were observed in average temperature between the hostspecific and nonspecific regions bordering on each other, we suggest that the expansion of Haitlingeria sp. in the north has been limited for unknown reasons. When both mites were placed together on D. rectus, only Haitlingeria sp. reproduced, probably because it killed Sandrophela sp., especially juveniles. Thus, we conclude that Sandrophela sp. has expanded its host use to include D. rectus in areas where Haitlingeria sp. is absent. We hypothesise that false host specificity in the canestriniids has been maintained by habitat isolation and/or aggressive behaviour toward competitors.We suggest that host-specific canestriniids provide benefits to hosts that do not develop countermeasures to exclude microor macroparasites from their surfaces.  Springer-Verlag Berlin Heidelberg 2012.","CM","exclude","","",NA,"Regional collapse of symbiotic specificity between lucanid beetles and canestriniid mites","The intensity of interspecific interactions between hosts and symbionts varies among populations of each organism because of differences in the biotic and abiotic environment. We found geographic mosaics in associations between lucanid beetles (Dorcus rectus and Dorcus striatipennis) and symbiotic mites (Haitlingeria sp. and Sandrophela sp., respectively) that were caused by the collapse of host specificity in the northern part of Japan. Haitlingeria sp. was only collected from the surface of the exoskeleton ofD. rectus in south and central Japan. Sandrophela sp. showed host specificity in southern to central Japan but was found on both beetle species in areas where Haitlingeria sp. was not found. Because Haitlingeria sp. was able to reproduce on D. rectus collected from Haitlingeria-free regions and no significant differences were observed in average temperature between the hostspecific and nonspecific regions bordering on each other, we suggest that the expansion of Haitlingeria sp. in the north has been limited for unknown reasons. When both mites were placed together on D. rectus, only Haitlingeria sp. reproduced, probably because it killed Sandrophela sp., especially juveniles. Thus, we conclude that Sandrophela sp. has expanded its host use to include D. rectus in areas where Haitlingeria sp. is absent. We hypothesise that false host specificity in the canestriniids has been maintained by habitat isolation and/or aggressive behaviour toward competitors.We suggest that host-specific canestriniids provide benefits to hosts that do not develop countermeasures to exclude microor macroparasites from their surfaces.  Springer-Verlag Berlin Heidelberg 2012.","NM","include","interspecific","parasite-host","","Regional collapse of symbiotic specificity between lucanid beetles and canestriniid mites","The intensity of interspecific interactions between hosts and symbionts varies among populations of each organism because of differences in the biotic and abiotic environment. We found geographic mosaics in associations between lucanid beetles (Dorcus rectus and Dorcus striatipennis) and symbiotic mites (Haitlingeria sp. and Sandrophela sp., respectively) that were caused by the collapse of host specificity in the northern part of Japan. Haitlingeria sp. was only collected from the surface of the exoskeleton ofD. rectus in south and central Japan. Sandrophela sp. showed host specificity in southern to central Japan but was found on both beetle species in areas where Haitlingeria sp. was not found. Because Haitlingeria sp. was able to reproduce on D. rectus collected from Haitlingeria-free regions and no significant differences were observed in average temperature between the hostspecific and nonspecific regions bordering on each other, we suggest that the expansion of Haitlingeria sp. in the north has been limited for unknown reasons. When both mites were placed together on D. rectus, only Haitlingeria sp. reproduced, probably because it killed Sandrophela sp., especially juveniles. Thus, we conclude that Sandrophela sp. has expanded its host use to include D. rectus in areas where Haitlingeria sp. is absent. We hypothesise that false host specificity in the canestriniids has been maintained by habitat isolation and/or aggressive behaviour toward competitors.We suggest that host-specific canestriniids provide benefits to hosts that do not develop countermeasures to exclude microor macroparasites from their surfaces.  Springer-Verlag Berlin Heidelberg 2012.","MW","include","interspecific","Host-symbiont",""
"229","MA304",229,"Repeatability of feather mite prevalence and intensity in passerine birds,","Understanding why host species differ so much in symbiont loads and how this depends on ecological host and symbiont traits is a major issue in the ecology of symbiosis. A first step in this inquiry is to know whether observed differences among host species are species-specific traits or more related with host-symbiont environmental conditions. Here we analysed the repeatability (R) of the intensity and the prevalence of feather mites to partition within- and among-host species variance components. We compiled the largest dataset so far available: 119 Paleartic passerine bird species, 75,944 individual birds, ca. 1.8 million mites, seven countries, 23 study years. Several analyses and approaches were made to estimate R and adjusted repeatability (Radj) after controlling for potential confounding factors (breeding period, weather, habitat, spatial autocorrelation and researcher identity). The prevalence of feather mites was moderately repeatable (R = 0.26-0.53;  Radj = 0.32-0.57);","UE","exclude",""," ","","Repeatability of feather mite prevalence and intensity in passerine birds","Understanding why host species differ so much in symbiont loads and how this depends on ecological host and symbiont traits is a major issue in the ecology of symbiosis. A first step in this inquiry is to know whether observed differences among host species are species-specific traits or more related with host-symbiont environmental conditions. Here we analysed the repeatability (R) of the intensity and the prevalence of feather mites to partition within- and among-host species variance components. We compiled the largest dataset so far available: 119 Paleartic passerine bird species, 75,944 individual birds, ca. 1.8 million mites, seven countries, 23 study years. Several analyses and approaches were made to estimate R and adjusted repeatability (Radj) after controlling for potential confounding factors (breeding period, weather, habitat, spatial autocorrelation and researcher identity). The prevalence of feather mites was moderately repeatable (R = 0.26-0.53; Radj = 0.32-0.57); smaller values were found for intensity (R = 0.19-0.30; Radj = 0.18-0.30). These moderate repeatabilities show that prevalence and intensity of feather mites differ among species, but also that the high variation within species leads to considerable overlap among bird species. Differences in the prevalence and intensity of feather mites within bird species were small among habitats, suggesting that local factors are playing a secondary role. However, effects of local climatic conditions were partially observed for intensity.  2014 Diaz-Real et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","PT","include","interspecific","host-parasite","","Repeatability of feather mite prevalence and intensity in passerine birds","Understanding why host species differ so much in symbiont loads and how this depends on ecological host and symbiont traits is a major issue in the ecology of symbiosis. A first step in this inquiry is to know whether observed differences among host species are species-specific traits or more related with host-symbiont environmental conditions. Here we analysed the repeatability (R) of the intensity and the prevalence of feather mites to partition within- and among-host species variance components. We compiled the largest dataset so far available: 119 Paleartic passerine bird species, 75,944 individual birds, ca. 1.8 million mites, seven countries, 23 study years. Several analyses and approaches were made to estimate R and adjusted repeatability (Radj) after controlling for potential confounding factors (breeding period, weather, habitat, spatial autocorrelation and researcher identity). The prevalence of feather mites was moderately repeatable (R = 0.26-0.53; Radj = 0.32-0.57); smaller values were found for intensity (R = 0.19-0.30; Radj = 0.18-0.30). These moderate repeatabilities show that prevalence and intensity of feather mites differ among species, but also that the high variation within species leads to considerable overlap among bird species. Differences in the prevalence and intensity of feather mites within bird species were small among habitats, suggesting that local factors are playing a secondary role. However, effects of local climatic conditions were partially observed for intensity.  2014 Diaz-Real et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","MW","exclude (no trait and also not really a shift)","","",""
"230","MA305",230,"Reproductive control via eviction (but not the threat of eviction) in banded mongooses,","Considerable research has focused on understanding variation in reproductive skew in cooperative animal societies, but the pace of theoretical development has far outstripped empirical testing of the models. One major class of model suggests that dominant individuals can use the threat of eviction to deter subordinate reproduction (the `restraint' model), but this idea remains untested. Here, we use long-term behavioural and genetic data to test the assumptions of the restraint model in banded mongooses (Mungos mungo), a species in which subordinates breed regularly and evictions are common. We found that dominant females suffer reproductive costs when subordinates breed, and respond to these costs by evicting breeding subordinates from the group en masse, in agreement with the assumptions of the model. We found no evidence, however, that subordinate females exercise reproductive restraint to avoid being evicted in the first place. This means that the pattern of reproduction is not the result of a reproductive `transaction' to avert the threat of eviction. We present a simple game theoretical analysis that suggests that eviction threats may often be ineffective to induce pre-emptive restraint among multiple subordinates and predicts that threats of eviction (or departure) will be much more effective in dyadic relationships and linear hierarchies. Transactional models may be more applicable to these systems. Greater focus on testing the assumptions rather than predictions of skew models can lead to a better understanding of how animals control each other's reproduction, and the extent to which behaviour is shaped by overt acts versus hidden threats.","UE","exclude",""," ","","Reproductive control via eviction (but not the threat of eviction) in banded mongooses","Considerable research has focused on understanding variation in reproductive skew in cooperative animal societies, but the pace of theoretical development has far outstripped empirical testing of the models. One major class of model suggests that dominant individuals can use the threat of eviction to deter subordinate reproduction (the `restraint' model), but this idea remains untested. Here, we use long-term behavioural and genetic data to test the assumptions of the restraint model in banded mongooses (Mungos mungo), a species in which subordinates breed regularly and evictions are common. We found that dominant females suffer reproductive costs when subordinates breed, and respond to these costs by evicting breeding subordinates from the group en masse, in agreement with the assumptions of the model. We found no evidence, however, that subordinate females exercise reproductive restraint to avoid being evicted in the first place. This means that the pattern of reproduction is not the result of a reproductive `transaction' to avert the threat of eviction. We present a simple game theoretical analysis that suggests that eviction threats may often be ineffective to induce pre-emptive restraint among multiple subordinates and predicts that threats of eviction (or departure) will be much more effective in dyadic relationships and linear hierarchies. Transactional models may be more applicable to these systems. Greater focus on testing the assumptions rather than predictions of skew models can lead to a better understanding of how animals control each other's reproduction, and the extent to which behaviour is shaped by overt acts versus hidden threats.","MW","exclude","","","",NA,NA,NA,NA,NA,NA,NA
"231","MA306",231,"Reproductive skew and the evolution of group dissolution tactics: a synthesis of concession and restraint models","Reproductive skew theory provides a compelling explanation for the partitioning of reproduction among individuals within animal societies. One constructive criticism of the theory is that there are too many models, all of which have different assumptions and predictions, which makes it difficult to know what to test. Here we begin the process of tackling this problem, by re-examining the assumptions and predictions of basic concession and restraint models, two transactional models that are often tested as alternatives. Concession models assume that the dominant has complete control over the allocation of reproduction but may yield some of the group's reproduction to prevent the subordinate from voluntarily departing. Restraint models assume that the subordinate has complete control over the allocation of reproduction but may not claim all of the group's reproduction to prevent the dominant from forcibly evicting it. We show that the group dissolution tactics that individuals use ( forcible eviction or voluntary departure) need not be an assumption of the model, but rather they can be predicted using Hamilton's rule and the standard variables of skew models. We reveal that the assumption that one individual ( dominant or subordinate) has complete control over the allocation of reproduction is an idea common to both models, and we resolve this semantic difference by calling this individual `the allocator'. We show that, regardless of the group dissolution tactics that individuals adopt, the allocator's share of the reproduction always increases as relatedness increases, as group productivity increases, and as constraints on leaving to breed elsewhere intensify. We conclude that concession and restraint type models make qualitatively similar predictions, and should not be tested as alternatives. In summary, this study makes the transactional framework of reproductive skew more general, by eliminating restrictive assumptions, and more amenable to testing in the field, by clarifying assumptions and predictions. (c) 2007 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","JW","include","intraspecific","theoretical/modelling, social behavior","","Reproductive skew and the evolution of group dissolution tactics: a synthesis of concession and restraint models","Reproductive skew theory provides a compelling explanation for the partitioning of reproduction among individuals within animal societies. One constructive criticism of the theory is that there are too many models, all of which have different assumptions and predictions, which makes it difficult to know what to test. Here we begin the process of tackling this problem, by re-examining the assumptions and predictions of basic concession and restraint models, two transactional models that are often tested as alternatives. Concession models assume that the dominant has complete control over the allocation of reproduction but may yield some of the group's reproduction to prevent the subordinate from voluntarily departing. Restraint models assume that the subordinate has complete control over the allocation of reproduction but may not claim all of the group's reproduction to prevent the dominant from forcibly evicting it. We show that the group dissolution tactics that individuals use ( forcible eviction or voluntary departure) need not be an assumption of the model, but rather they can be predicted using Hamilton's rule and the standard variables of skew models. We reveal that the assumption that one individual ( dominant or subordinate) has complete control over the allocation of reproduction is an idea common to both models, and we resolve this semantic difference by calling this individual `the allocator'. We show that, regardless of the group dissolution tactics that individuals adopt, the allocator's share of the reproduction always increases as relatedness increases, as group productivity increases, and as constraints on leaving to breed elsewhere intensify. We conclude that concession and restraint type models make qualitatively similar predictions, and should not be tested as alternatives. In summary, this study makes the transactional framework of reproductive skew more general, by eliminating restrictive assumptions, and more amenable to testing in the field, by clarifying assumptions and predictions. (c) 2007 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","NM","exclude","","","","Reproductive skew and the evolution of group dissolution tactics: a synthesis of concession and restraint models","Reproductive skew theory provides a compelling explanation for the partitioning of reproduction among individuals within animal societies. One constructive criticism of the theory is that there are too many models, all of which have different assumptions and predictions, which makes it difficult to know what to test. Here we begin the process of tackling this problem, by re-examining the assumptions and predictions of basic concession and restraint models, two transactional models that are often tested as alternatives. Concession models assume that the dominant has complete control over the allocation of reproduction but may yield some of the group's reproduction to prevent the subordinate from voluntarily departing. Restraint models assume that the subordinate has complete control over the allocation of reproduction but may not claim all of the group's reproduction to prevent the dominant from forcibly evicting it. We show that the group dissolution tactics that individuals use ( forcible eviction or voluntary departure) need not be an assumption of the model, but rather they can be predicted using Hamilton's rule and the standard variables of skew models. We reveal that the assumption that one individual ( dominant or subordinate) has complete control over the allocation of reproduction is an idea common to both models, and we resolve this semantic difference by calling this individual `the allocator'. We show that, regardless of the group dissolution tactics that individuals adopt, the allocator's share of the reproduction always increases as relatedness increases, as group productivity increases, and as constraints on leaving to breed elsewhere intensify. We conclude that concession and restraint type models make qualitatively similar predictions, and should not be tested as alternatives. In summary, this study makes the transactional framework of reproductive skew more general, by eliminating restrictive assumptions, and more amenable to testing in the field, by clarifying assumptions and predictions. (c) 2007 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","MW","exclude (no shift)","","",""
"232","MA307",232,"Resemblance within flocks and individual differences in feather mite abundance on long-tailed tits, Aegithalos caudatus (L.),","Even though feather mites are arthropod ectosymbionts widely distributed on almost all orders of birds, the nature and functional relationship of the interaction between feather mites and birds remain unclear. In this paper, we analyzed factors determining the distribution of feather mites at the individual as well as at the flock level, searching for correlates with bird characteristics such as body size and fat accumulation during winter. Long-tailed tits, Aegithalos caudatus (L.), live in family flocks during winter. Foraging, roosting and territory defence are done in groups. Communal roosting facilitates direct body contact among flock members, which may enhance the transmission of feather mites. Feather mites abundance was more similar within than among flocks","UE","exclude",""," ","","Resemblance within flocks and individual differences in feather mite abundance on long-tailed tits, Aegithalos caudatus (L.)","Even though feather mites are arthropod ectosymbionts widely distributed on almost all orders of birds, the nature and functional relationship of the interaction between feather mites and birds remain unclear. In this paper, we analyzed factors determining the distribution of feather mites at the individual as well as at the flock level, searching for correlates with bird characteristics such as body size and fat accumulation during winter. Long-tailed tits, Aegithalos caudatus (L.), live in family flocks during winter. Foraging, roosting and territory defence are done in groups. Communal roosting facilitates direct body contact among flock members, which may enhance the transmission of feather mites. Feather mites abundance was more similar within than among flocks; Within flocks, those individuals with longer wings and better body condition as determined by fat scores had larger numbers of feather mites. At the flock level, no relationship was found between mean mite intensity and any of the considered variables. We show that the distribution of feather mites among long-tailed tits is not random, but is shaped by individual features and flock ownership.","PT","include","interspecific","parasite-host","","Resemblance within flocks and individual differences in feather mite abundance on long-tailed tits, Aegithalos caudatus (L.)","Even though feather mites are arthropod ectosymbionts widely distributed on almost all orders of birds, the nature and functional relationship of the interaction between feather mites and birds remain unclear. In this paper, we analyzed factors determining the distribution of feather mites at the individual as well as at the flock level, searching for correlates with bird characteristics such as body size and fat accumulation during winter. Long-tailed tits, Aegithalos caudatus (L.), live in family flocks during winter. Foraging, roosting and territory defence are done in groups. Communal roosting facilitates direct body contact among flock members, which may enhance the transmission of feather mites. Feather mites abundance was more similar within than among flocks; Within flocks, those individuals with longer wings and better body condition as determined by fat scores had larger numbers of feather mites. At the flock level, no relationship was found between mean mite intensity and any of the considered variables. We show that the distribution of feather mites among long-tailed tits is not random, but is shaped by individual features and flock ownership.","CM","exclude","","",""
"233","MA308",233,"Resource availability and adjustment of social behaviour influence patterns of inequality and productivity across societies","Animal societies vary widely in the diversity of social behaviour and the distribution of reproductive shares among their group members. It has been shown that individual condition can lead to divergent social roles and that social specialisation can cause an exacerbation or a mitigation of the inequality among group members within a society. This work, however, has not investigated cases in which resource availability varies between different societies, a factor that is thought to explain variation in the level of cooperation and the disparities in reproductive shares within each social group. In this study, I focus on how resource availability mediates the expression of social behaviour and how this, in turn, mediates inequality both within and between groups. I find that when differences in resource availability between societies persist over time, resource-rich societies become more egalitarian. Because lower inequality improves the productivity of a society, the inequality between resource-rich and resourcepoor societies rises. When resource availability fluctuates over time, resource-rich societies tend to become more unequal. Because inequality hinders the productivity of a society, the inequality between resource-rich and resource-poor societies falls. From the evolutionary standpoint, my results show that spatial and temporal variation in resource availability may exert a strong influence on the level of inequality both within and between societies.  2018 Rodrigues.","JW","exclude","","","","Resource availability and adjustment of social behaviour influence patterns of inequality and productivity across societies","Animal societies vary widely in the diversity of social behaviour and the distribution of reproductive shares among their group members. It has been shown that individual condition can lead to divergent social roles and that social specialisation can cause an exacerbation or a mitigation of the inequality among group members within a society. This work, however, has not investigated cases in which resource availability varies between different societies, a factor that is thought to explain variation in the level of cooperation and the disparities in reproductive shares within each social group. In this study, I focus on how resource availability mediates the expression of social behaviour and how this, in turn, mediates inequality both within and between groups. I find that when differences in resource availability between societies persist over time, resource-rich societies become more egalitarian. Because lower inequality improves the productivity of a society, the inequality between resource-rich and resourcepoor societies rises. When resource availability fluctuates over time, resource-rich societies tend to become more unequal. Because inequality hinders the productivity of a society, the inequality between resource-rich and resource-poor societies falls. From the evolutionary standpoint, my results show that spatial and temporal variation in resource availability may exert a strong influence on the level of inequality both within and between societies.  2018 Rodrigues.","PT","exclude","","","Excluded assuming that 'richness' isn't a trait (but a state).",NA,NA,NA,NA,NA,NA,NA
"234","MA309",234,"Resource limitation moderates the adaptive suppression of subordinate breeding in a cooperatively breeding mongoose","Social animal species show considerable variation in the way in which reproduction is distributed among group members. Recent attempts to explain this variation have proposed that differences in reproductive skew are attributable to differences in the net benefits group members receive from suppressing each other's breeding attempts. Despite receiving relatively little theoretical and empirical attention, the availability of resources required for successful breeding may have an important influence in determining the costs and benefits of suppressing reproduction and thus influence reproductive skew within social groups. Here, we test this possibility using a long-term study of female reproductive success in the banded mongoose Mungos mungo. We find that females experience greater costs of co-breeding when resources are in short supply and that older, more dominant females respond to this cost by suppressing subordinate breeding. This results in differing patterns of reproductive success for females of different competitive abilities, with the oldest, most dominant females breeding regardless of resource availability and younger, subordinate females breeding only when resources are abundant. Our findings highlight the role of resource limitation in determining the distribution of reproductive opportunities within social groups.  2012 The Author.","JW","include","intraspecific","social behavior","","Resource limitation moderates the adaptive suppression of subordinate breeding in a cooperatively breeding mongoose","Social animal species show considerable variation in the way in which reproduction is distributed among group members. Recent attempts to explain this variation have proposed that differences in reproductive skew are attributable to differences in the net benefits group members receive from suppressing each other's breeding attempts. Despite receiving relatively little theoretical and empirical attention, the availability of resources required for successful breeding may have an important influence in determining the costs and benefits of suppressing reproduction and thus influence reproductive skew within social groups. Here, we test this possibility using a long-term study of female reproductive success in the banded mongoose Mungos mungo. We find that females experience greater costs of co-breeding when resources are in short supply and that older, more dominant females respond to this cost by suppressing subordinate breeding. This results in differing patterns of reproductive success for females of different competitive abilities, with the oldest, most dominant females breeding regardless of resource availability and younger, subordinate females breeding only when resources are abundant. Our findings highlight the role of resource limitation in determining the distribution of reproductive opportunities within social groups.  2012 The Author.","MW","exclude","","","","Resource limitation moderates the adaptive suppression of subordinate breeding in a cooperatively breeding mongoose","Social animal species show considerable variation in the way in which reproduction is distributed among group members. Recent attempts to explain this variation have proposed that differences in reproductive skew are attributable to differences in the net benefits group members receive from suppressing each other's breeding attempts. Despite receiving relatively little theoretical and empirical attention, the availability of resources required for successful breeding may have an important influence in determining the costs and benefits of suppressing reproduction and thus influence reproductive skew within social groups. Here, we test this possibility using a long-term study of female reproductive success in the banded mongoose Mungos mungo. We find that females experience greater costs of co-breeding when resources are in short supply and that older, more dominant females respond to this cost by suppressing subordinate breeding. This results in differing patterns of reproductive success for females of different competitive abilities, with the oldest, most dominant females breeding regardless of resource availability and younger, subordinate females breeding only when resources are abundant. Our findings highlight the role of resource limitation in determining the distribution of reproductive opportunities within social groups.  2012 The Author.","UE","exclude","","",""
"235","MA31",235,"Behavioural and Hormonal Stress Responses to Social Separation in Ravens, Corvus corax","Social life is profitable, but it facilitates conflicts over resources and creates interdependence between individuals. Separating highly social animals triggers intense reactions aimed at re-establishing lost connections. Less is known, however, about behavioural and physiological responses to separation in socially facultative species, where individuals temporarily form groups and may subsequently leave them. Non-breeding common ravens (Corvus corax) gather in large numbers at feeding and roosting sites, but otherwise spend time seemingly solitary or in small subgroups. We here studied how ravens cope with being socially isolated, and investigated the life characteristics that might explain potential individual differences. For this, we individually separated captive subadult ravens (n=25) and housed them in physical and visual isolation from their group members across 4d. During the separation period, we collected behavioural data and measured the amount of immunoreactive corticosterone metabolites from bird droppings to assess the ravens physiological stress response. We found behavioural indicators of stress at the start of the separation, when ravens showed higher levels of tension than of comfort  a pattern that reversed at the end of the separation. Furthermore, we found that the upbringing of ravens affected their behaviour during separation. Hand-raised birds produced more vocalisations in the beginning of the separation, and were less active at the end, while the reverse pattern occurred with parent-raised ravens. Contrary to our predictions, we did not find differences in hormonal responses between the beginning and end of the separation period or any link between hormonal responses and behaviours. Ravens behavioural responses to social separation stress seem to be dependent on their arousal states, although possible links with hormonal reactions remain unclear. Our results show that behavioural reactions are not always linked with hormonal responses to stress, and further emphasise the importance of investigating effects of early-life experiences.  2016 The Authors. Ethology Published by Blackwell Verlag GmbH.","KJB","exclude","","","","Behavioural and Hormonal Stress Responses to Social Separation in Ravens, Corvus corax","Social life is profitable, but it facilitates conflicts over resources and creates interdependence between individuals. Separating highly social animals triggers intense reactions aimed at re-establishing lost connections. Less is known, however, about behavioural and physiological responses to separation in socially facultative species, where individuals temporarily form groups and may subsequently leave them. Non-breeding common ravens (Corvus corax) gather in large numbers at feeding and roosting sites, but otherwise spend time seemingly solitary or in small subgroups. We here studied how ravens cope with being socially isolated, and investigated the life characteristics that might explain potential individual differences. For this, we individually separated captive subadult ravens (n=25) and housed them in physical and visual isolation from their group members across 4d. During the separation period, we collected behavioural data and measured the amount of immunoreactive corticosterone metabolites from bird droppings to assess the ravens physiological stress response. We found behavioural indicators of stress at the start of the separation, when ravens showed higher levels of tension than of comfort  a pattern that reversed at the end of the separation. Furthermore, we found that the upbringing of ravens affected their behaviour during separation. Hand-raised birds produced more vocalisations in the beginning of the separation, and were less active at the end, while the reverse pattern occurred with parent-raised ravens. Contrary to our predictions, we did not find differences in hormonal responses between the beginning and end of the separation period or any link between hormonal responses and behaviours. Ravens behavioural responses to social separation stress seem to be dependent on their arousal states, although possible links with hormonal reactions remain unclear. Our results show that behavioural reactions are not always linked with hormonal responses to stress, and further emphasise the importance of investigating effects of early-life experiences.  2016 The Authors. Ethology Published by Blackwell Verlag GmbH.","PT","exclude","","","Excluded because: Doesn't seem to relate to antagonism/mutualism",NA,NA,NA,NA,NA,NA,NA
"236","MA310",236,"Rethinking Mutualism Stability: Cheaters and the Evolution of Sanctions","How cooperation originates and persists in diverse species, from bacteria to multicellular organisms to human societies, is a major question in evolutionary biology. A large literature asks: what prevents selection for cheating within cooperative lineages? In mutualisms, or cooperative interactions between species, feedback between partners often aligns their fitness interests, such that cooperative symbionts receive more benefits from their hosts than uncooperative symbionts. But how do these feedbacks evolve? Cheaters might invade symbiont populations and select for hosts that preferentially reward or associate with cooperators (often termed sanctions or partner choice); hosts might adapt to variation in symbiont quality that does not amount to cheating (e.g., environmental variation); or conditional host responses might exist before cheaters do, making mutualisms stable from the outset. I review evidence from yucca-yucca moth, fig-fig wasp, and legume-rhizobium mutualisms, which are commonly cited as mutualisms stabilized by sanctions. Based on the empirical evidence, it is doubtful that cheaters select for host sanctions in these systems; cheaters are too uncommon. Recognizing that sanctions likely evolved for functions other than retaliation against cheaters offers many insights about mutualism coevolution, and about why mutualism evolves in only some lineages of potential hosts.","CF","include","interspecific","mutualism, review","","Rethinking Mutualism Stability: Cheaters and the Evolution of Sanctions","How cooperation originates and persists in diverse species, from bacteria to multicellular organisms to human societies, is a major question in evolutionary biology. A large literature asks: what prevents selection for cheating within cooperative lineages? In mutualisms, or cooperative interactions between species, feedback between partners often aligns their fitness interests, such that cooperative symbionts receive more benefits from their hosts than uncooperative symbionts. But how do these feedbacks evolve? Cheaters might invade symbiont populations and select for hosts that preferentially reward or associate with cooperators (often termed sanctions or partner choice); hosts might adapt to variation in symbiont quality that does not amount to cheating (e.g., environmental variation); or conditional host responses might exist before cheaters do, making mutualisms stable from the outset. I review evidence from yucca-yucca moth, fig-fig wasp, and legume-rhizobium mutualisms, which are commonly cited as mutualisms stabilized by sanctions. Based on the empirical evidence, it is doubtful that cheaters select for host sanctions in these systems; cheaters are too uncommon. Recognizing that sanctions likely evolved for functions other than retaliation against cheaters offers many insights about mutualism coevolution, and about why mutualism evolves in only some lineages of potential hosts.","MW","include","interspecific","Host-symbiont","",NA,NA,NA,NA,NA,NA,NA
"237","MA311",237,"Revealing microparasite diversity in aquatic environments using brute force molecular techniques and subtle microscopy","Aquatic ecosystems (seas, oceans, rivers and lakes) cover >70% of the Earth's surface and play essential roles in geochemical cycling and climate regulation. They are also hugely important for human health, nutrition and economy, providing drinking water, food, transport and leisure resources. These environments harbour complex and cryptic ecosystems dominated in terms of abundance and biomass by planktonic microbes including bacteria, archaea, viruses and eukaryotic organisms (such as protists and fungi). These organisms form numerous and diverse interactions encompassing all kind of exchanges, e.g. predatorprey relationships and all shades of symbiosis from commensalism to parasitism.  Cambridge University Press 2015.","CM","exclude","","",NA,"Revealing microparasite diversity in aquatic environments using brute force molecular techniques and subtle microscopy","Aquatic ecosystems (seas, oceans, rivers and lakes) cover >70% of the Earth's surface and play essential roles in geochemical cycling and climate regulation. They are also hugely important for human health, nutrition and economy, providing drinking water, food, transport and leisure resources. These environments harbour complex and cryptic ecosystems dominated in terms of abundance and biomass by planktonic microbes including bacteria, archaea, viruses and eukaryotic organisms (such as protists and fungi). These organisms form numerous and diverse interactions encompassing all kind of exchanges, e.g. predatorprey relationships and all shades of symbiosis from commensalism to parasitism.  Cambridge University Press 2015.","NM","exclude","","","",NA,NA,NA,NA,NA,NA,NA
