"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"264","X.ISI.A1992HL78900012","DOES HOST-PLANT QUALITY MEDIATE APHID-ANT MUTUALISM","BRETON, LM and ADDICOTT, JF","OIKOS","0030-1299",63,"2","253-259",1992,"10.2307/3545385","We investigated the hypothesis that variation in the quality of the host plant (Epilobium angustifolium) mediated the mutualistic interaction between a phloem-feeding homopteran (Aphis varians) and the ant (Formica cinerea) tending it.  First, we used a bioassay to define the quality of Epilobium for A. varians.  We established cohorts of first-instar A. varians on fireweed shoots of different heights.  Development time, size at maturity, and the number and size of embryos per adult were significantly correlated with plant height.  Therefore, plant height provided an indirect measure of plant quality. Second, we experimentally tested the effects of plant height and tending by ants on the growth of aphid populations.  We conducted this experiment in the absence of natural enemies of A. varians in order to examine the direct link between plants, aphids and ants, rather than the indirect links involving the natural enemies of aphids.  As expected, population growth of A. varians on individual Epilobium ramets was positively correlated with plant height.  However, in the absence of natural enemies, the effect of ants on the growth of aphid populations did not vary with plant height.  The absence of an interaction between tending by ants and plant quality was probably due to two processes. First, although there were more ants tending on higher quality host plants, the absolute number of ants tending aphids was low and the increase in the number of ants with increases in plant quality was small.  Second, in the absence of natural enemies and at initial densities of approximately 100 aphids per plant, we were unable to detect a significant effect of ants on the growth of aphid populations. We conclude that host-plant mediation did not occur in this aphid-ant interaction, but we do not know whether this was the result of 1) excluding predators, 2) using initial densities above which ants no longer benefit aphids, 3) the low numbers of ants, or 4) small sample sizes.",2,"MA264","","","",""
"206","X.ISI.000250298300018","Social heterosis and the maintenance of genetic diversity","Nonacs, P. and Kapheim, K. M.","JOURNAL OF EVOLUTIONARY BIOLOGY","1010-061X",20,"6","2253-2265",2007,"10.1111/j.1420-9101.2007.01418.x","Genetic diversity in species is often high in spite of directional selection or strong genetic drift. One resolution to this paradox may be through fitness benefits arising from interactions of genetically diverse individuals. Advantageous phenotypes that are impossible in single individuals (e.g. being simultaneously bold and shy) can be expressed by groups composed of genetically different individuals. Genetic diversity, therefore, can produce mutualistic benefits shared by all group members. We define this effect as `social heterosis', and mathematically demonstrate maintenance of allelic diversity when diverse groups or neighbourhoods are more reproductively successful than homogenous ones. Through social heterosis, genetic diversity persists without: frequency dependence within groups, migration, balancing selection, genetic linkages, overdominance, antagonistic pleiotropy or nonrandom allele assortment. Social heterosis may also offer an alternative evolutionary pathway to cooperation that does not require clustering of related individuals, nepotistic favouritism towards kin, or overt reciprocity.",2,"MA206","","","",""
"59","X.ISI.000391932600003","Individual interaction data are required in community ecology: a conceptual review of the predator-prey mass ratio and more","Nakazawa, Takefumi","ECOLOGICAL RESEARCH","0912-3814",32,"1","5-12",2017,"10.1007/s11284-016-1408-1","Community ecology is traditionally species-based and assumes that species comprise identical individuals. However, intraspecific variation is ubiquitous in nature because of ontogenetic growth and critical in food-we dynamics. To understand individual interaction-mediated food webs, researchers have recently focused on body size as the most fundamental biological aspect and assessed a parameter called the predator-prey mass ratio (PPMR). Herein, I review the conceptual development of the PPMR and suggest four major concerns regarding its measurement: (1) PPMR should be measured at the individual level because species-averaged values distort actual feeding relationships, (2) individual-level PPMR data on gape-unconstrained predators (e.g., terrestrial carnivores) are limited because previous studies have targeted gape-limited fish predators, (3) predators' prey size selectivity (preferred PPRM) is conceptually different from dietary prey size (realized PPMR) and should be distinguished by incorporating environmental prey abundance information, and (4) determinants of preferred PPMR, rather than those of realized PPMR, should be identified to describe size-dependent predation. Future studies are encouraged to explore not only predation but also other interaction types (e.g., competition, mutualism, and herbivory) at the individual level. However, this is not likely to occur while ecological communities are still considered to be interspecific interaction networks. To resolve this situation and more comprehensively understand biodiversity and ecosystem functioning, I suggest that community ecology requires a paradigm shift in the unit of interaction from species to individuals, similar to evolutionary biology, which revolutionized the unit of selection, because interactions occur between individuals.",2,"MA59","","","",""
"255","X.ISI.A1997WM92100001","Cooperation and conflict in the evolution of individuality .1. Multilevel selection of the organism","Michod, RE","AMERICAN NATURALIST","0003-0147",149,"4","607-645",1997,"10.1086/286012","This article studies the transition in evolution from cells to multicellular organisms. The issues considered are applicable to all major transitions in the units of evolution that share two themes: the emergence of cooperation and the regulation of conflict among the lower-level units, in this case, cells. Explicit genetic models of mutation and selection both within and between organisms are studied in sexual and asexual haploid and diploid organisms without a germ line. The results may be understood in terms of the differing opportunities for within-and between-organism selection under the different reproductive modes and parameter values. Cooperation among cells increases when the fitness covariance at the level of the organism overcomes within-organism change toward defecting cells. Selection and mutation during development generate significant levels of within-organism variation and lead to significant variation in organism fitness at equilibrium. The levels of cooperativity attained can be low, even with reproduction passing through a single-cell zygote stage and the high kinship that entails. Sex serves to maintain higher levels of cooperation and lower levels of within-organism change. Fixed size may help organisms reduce conflict among cells.",2,"MA255","","","",""
"226","X.ISI.000188244300012","Gender- and sequence-dependent predation within group colonizers of defended plants: a constraint on cheating among bark beetles?","Aukema, BH and Raffa, KF","OECOLOGIA","0029-8549",138,"2","253-258",2004,"10.1007/s00442-003-1433-y","Bark beetles engage in one of the most pronounced examples of group procurement of defended plants. Their aggregation pheromones attract both sexes and are essential to overcome constitutive and rapidly inducible lethal defenses. The relative benefits to senders versus receivers of these signals are only partly understood. Because the initial stage of host entry can be hazardous, there may be benefit to a cheating strategy, whose practitioners respond to pheromones but do not engage in host searching. Several disadvantages to cheating have been proposed, but the role of predators has not been considered. Predators exploit bark beetle pheromones to locate prey, accumulate at the breeding site, and consume adult bark beetles before they enter the tree. Preliminary experiments quantified arrival patterns in the field. We used a laboratory assay to investigate relative predation on pioneers (those that initially select and enter hosts) and responders (those that arrive at a host in response to pheromones) during host colonization. Our model system utilized the pine engraver, Ips pini, which exhibits male harem polygamy. We allowed male I. pini to colonize host tissue and added females 1 day later. Also 1 day later, we variably added additional males and predacious checkered beetles, Thanasimus dubius. These treatments included two densities of males and three densities of predators that were selected to emulate field conditions. Responding males experienced higher predation than pioneers. T. dubius ate more males than females, independent of the presence or absence of responding males. T. dubius affected the distribution of females per male, although the number of females that survived to construct ovipositional galleries was constant. We discuss the viability of cheating, implications for biological control, and predator-prey coevolution in this cooperative, group-colonizing herbivore.",2,"MA226","","","",""
"146","X.ISI.000305688600005","The fundamental role of competition in the ecology and evolution of mutualisms","Jones, Emily I. and Bronstein, Judith L. and Ferriere, Regis",NA,"0077-8923",1256,NA,"66-88",2012,"10.1111/j.1749-6632.2011.06552.x","Mutualisms are interspecific interactions that yield reciprocal benefits. Here, by adopting a consumer-resource perspective, we show how considering competition is necessary in order to understand the evolutionary and ecological dynamics of mutualism. We first review the ways in which competition shapes the ecology of mutualisms, using a graphical framework based on resource flows rather than net effects to highlight the opportunities for competition. We then describe the known mechanisms of competition and show how it is a critical driver of the evolutionary dynamics, persistence, and diversification of mutualism. We argue that empirical and theoretical research on the ecology and evolution of mutualisms will jointly progress by addressing four key points: (i) the existence and shape of physiological trade-offs among cooperation, competition, and other life-history and functional traits; (ii) the capacity for individuals to express conditional responses to variation in their mutualistic and competitive environment; (iii) the existence of heritable variation for mutualistic and competitive traits and their potentially conditional expression; and (iv) the structure of the network of consumer-resource interactions in which individuals are embedded.",2,"MA146","","","",""
"41","X.ISI.000425822800037","Feather mite abundance varies but symbiotic nature of mite-host relationship does not differ between two ecologically dissimilar warblers","Matthews, Alix E. and Larkin, Jeffery L. and Raybuck, Douglas W. and Slevin, Morgan C. and Stoleson, Scott H. and Boves, Than J.","ECOLOGY AND EVOLUTION","2045-7758",8,"2","1227-1238",2018,"10.1002/ece3.3738","Feather mites are obligatory ectosymbionts of birds that primarily feed on the oily secretions from the uropygial gland. Feather mite abundance varies within and among host species and has various effects on host condition and fitness, but there is little consensus on factors that drive variation of this symbiotic system. We tested hypotheses regarding how within-species and among-species traits explain variation in both (1) mite abundance and (2) relationships between mite abundance and host body condition and components of host fitness (reproductive performance and apparent annual survival). We focused on two closely related (Parulidae), but ecologically distinct, species: Setophaga cerulea (Cerulean Warbler), a canopy dwelling open-cup nester, and Protonotaria citrea (Prothonotary Warbler), an understory dwelling, cavity nester. We predicted that feather mites would be more abundant on and have a more parasitic relationship with P.citrea, and within P.citrea, females and older individuals would harbor greater mite abundances. We captured, took body measurements, quantified feather mite abundance on individuals' primaries and rectrices, and monitored individuals and their nests to estimate fitness. Feather mite abundance differed by species, but in the opposite direction of our prediction. There was no relationship between mite abundance and any measure of body condition or fitness for either species or sex (also contrary to our predictions). Our results suggest that species biology and ecological context may influence mite abundance on hosts. However, this pattern does not extend to differential effects of mites on measures of host body condition or fitness.",2,"MA41","","","",""
"150","X.ISI.000295521600026","POLYANDRY REDUCES SPERM LENGTH VARIATION IN SOCIAL INSECTS","Fitzpatrick, John L. and Baer, Boris","EVOLUTION","0014-3820",65,"10","3006-3012",2011,"10.1111/j.1558-5646.2011.01343.x","Postcopulatory sexual selection, either in the form of sperm competition or cryptic female choice, is an important selective force that is thought to have generated the enormous variation in sperm morphology observed interspecifically. However, the evolutionary significance of intraspecific variation in sperm morphology, and the role that postcopulatory sexual selection plays in influencing this variation, remains poorly investigated in invertebrates. Here, we tested the hypothesis that postcopulatory sexual selection reduces variation in sperm morphology, both between and within males, in 27 species of eusocial ants and bees. These eusocial species offer an unusual opportunity to assess how selection acts on variance in sperm morphology, as haploid males produce clonal, haploid sperm that does not experience haploid-diploid conflict. We provide solid evidence that males of polyandrous ant and bee species indeed produce less-variable sperm, indicating that sperm competition selected for sperm of superior quality. Our results offer a mechanistic explanation for the evolution of high-quality sperm and provide comprehensive evidence that sperm morphology of social insects is influenced by sexual selection.",2,"MA150","","","",""
"29","X.ISI.000434093100023","Simple foraging rules in competitive environments can generate socially structured populations","Cantor, Mauricio and Farine, Damien R.","ECOLOGY AND EVOLUTION","2045-7758",8,"10","4978-4991",2018,"10.1002/ece3.4061","Social vertebrates commonly form foraging groups whose members repeatedly interact with one another and are often genetically related. Many species also exhibit within-population specializations, which can range from preferences to forage in particular areas through to specializing on the type of prey they catch. However, within-population structure in foraging groups, behavioral homogeneity in foraging behavior, and relatedness could be outcomes of behavioral interactions rather than underlying drivers. We present a simple process by which grouping among foragers emerges and is maintained across generations. We introduce agent-based models to investigate (1) whether a simple rule (keep foraging with the same individuals when you were successful) leads to stable social community structure, and (2) whether this structure is robust to demographic changes and becomes kin-structured over time. We find the rapid emergence of kin-structured populations and the presence of foraging groups that control, or specialize on, a particular food resource. This pattern is strongest in small populations, mirroring empirical observations. Our results suggest that group stability can emerge as a product of network self-organization and, in doing so, may provide the necessary conditions for the evolution of more sophisticated processes, such as social learning. This taxonomically general social process has implications for our understanding of the links between population, genetic, and social structures.",2,"MA29","","","",""
"8","X.ISI.000461000300014","Sociosexuality, testosterone, and life history status: prospective associations and longitudinal changes among men in Cebu, Philippines","Gettler, Lee T. and Kuo, Patty X. and Rosenbaum, Stacy and Avila, Josephine L. and McDade, Thomas W. and Kuzawa, Christopher W.","EVOLUTION AND HUMAN BEHAVIOR","1090-5138",40,"2","249-258",2019,"10.1016/j.evolhumbehav.2018.11.001","Sociosexuality is defined as an individual's interest in uncommitted sexual activity and can be measured in terms of both psychological orientations and behavioral expression. In socio-ecological contexts in which adults monogamously partner and cooperate to raise children, individuals with unrestricted sociosexuality are likely to prioritize mating/competition over committed partnering and parenting. Given the importance of mother-father cooperation in the evolutionary past, humans may have the capacity to facultatively and opportunistically downregulate sociosexuality to focus on priorities related to invested partnering and parenting. To date, no prior studies have used longitudinal data to track within-individuals changes in sociosexuality as it relates to such life history transitions. Given the lack of prior longitudinal research in this area, it is likewise unknown what physiological mechanisms might mediate within-individual changes in sociosexuality through time but testosterone is a plausible candidate. To explore these questions, we drew on a large, long-running study of Filipino men (n = 288), who were single non-fathers at 25.9 years of age and were followed up 4-5 years later. We found that men with more unrestricted sociosexuality at baseline were more likely to experience relationship dissolution by follow-up, consistent with past work. Compared to men who remained single non-fathers at followup, men who became married residential fathers showed shifts towards more restricted global sociosexuality as well as sociosexual behavior. Relative to their own baseline values, married residential fathers also had more restricted sociosexuality in all domains at follow-up. They were the only group for whom this was found. We found theoretically-consistent but modest support for positive correlations between men's testosterone and their sociosexuality, but no evidence that the two change in tandem together through time. Our results suggest that some amount of between-individual differences in sociosexuality are not stable and can facultatively shift alongside other aspects of male reproductive effort.",2,"MA8","","","",""
"57","X.ISI.000392031600016","Sex differences in intrasexual aggression among sex-role-reversed, cooperatively breeding cichlid fish Julidochromis regani","Ito, Munehiko H. and Yamaguchi, Motoomi and Kutsukake, Nobuyuki","JOURNAL OF ETHOLOGY","0289-0771",35,"1","137-144",2017,"10.1007/s10164-016-0501-9","In sex-role-reversed species, females compete for resources (e.g., mates) more intensively than do males. However, it remains unclear whether these species exhibit sex differences in the intensity of aggressive behavior in the context of within-sex contests. Cichlid fish in the genus Julidochromis exhibit intraspecific variation in mating systems, ranging from monogamy to cooperative polyandry with sex-role reversal. In the study reported here, we observed aggressive interactions among three same-sex individuals in Julidochromis regani in the laboratory and tested whether inter-female aggression was more intense than inter-male aggression. Although difference in body size strongly determined the direction of aggression in fish, aggression by a smaller-sized individuals toward larger ones was occasionally observed. This type of aggression was common between individuals of a similar body size (<= 5 mm) and occurred more frequently among females than males. In contrast, differences in body size and sex did not affect the frequency of aggression by larger-sized individuals against smaller ones. Bidirectional aggression (i.e., mouth fighting) occurred frequently when two individuals had similar body size, and there was no difference in its frequency between sexes. However, temporal analysis showed that females performed bidirectional aggression more persistently than males. These sex differences in the intensity of intrasexual aggression could be the behavioral mechanisms underpinning cooperative polyandry.",2,"MA57","","","",""
