"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"87","X.ISI.000358315700007","Developmental plasticity and social specialization in cooperative societies","English, Sinead and Browning, Lucy E. and Raihani, Nichola J.","ANIMAL BEHAVIOUR","0003-3472",106,NA,"37-42",2015,"10.1016/j.anbehav.2015.05.006","Cooperative breeding systems showcase the diversity of social trajectories within and among species, ranging from the extremes of eusocial insects where individuals become irreversibly specialized as fecund queens or sterile workers, to vertebrate systems where individuals maintain the flexibility to breed throughout life. Between these extremes lies a continuum with individuals exhibiting varying degrees of specialization in their behaviour. Most research on cooperative breeders, particularly on vertebrate systems, has focused on why helping has evolved, rather than addressing this diversity. Here, we present a framework to explain variation in the timing, extent and flexibility of phenotypic divergence across vertebrate and invertebrate cooperative systems. We base our framework on recent theory about how individuals integrate information about the environment from different sources (genes, parents and direct experiences) when establishing their developmental trajectory. We discuss how the timing and degree of divergence and specialization are influenced by the availability and reliability of information about later fitness options and by the extent to which individuals have control over their development. Throughout, we use this developmental perspective to draw broad comparisons across vertebrate and invertebrate systems, which are often considered separately. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA87","","","",""
"9","X.ISI.000458341800009","Spatial evolutionary dynamics produce a negative cooperation-population size relationship","Tekwa, Edward W. and Gonzalez, Andrew and Loreau, Michel","THEORETICAL POPULATION BIOLOGY","0040-5809",125,NA,"94-101",2019,"10.1016/j.tpb.2018.12.003","Natural selection can favour cooperation, but it is unclear when cooperative populations should be larger than less cooperative ones. While experiments have shown that cooperation can increase population size, cooperation and population size can become negatively correlated if spatial processes affect both variables in opposite directions. We use a simple mathematical model of spatial common-pool resource production to investigate how space affects the cooperation-population size relationship. We find that only cooperation that is sufficiently beneficial to neighbours increases population size. However, spatial clustering variations can create a negative cooperation-population relationship between populations even when cooperation is highly beneficial, because clustering selects for cooperation but decreases population size. Individual-based simulations with variable individual movement rates produced variation in spatial clustering and the hypothesized negative cooperation-population relationships. These results suggest that variation in spatial clustering can limit the size of evolutionarily stable cooperating populations - an ecological dilemma of cooperation. (C) 2018 Elsevier Inc. All rights reserved.",2,"MA9","","","",""
"35","X.ISI.000427404500001","Dynamics of populations with individual variation in dispersal on bounded domains","Cantrell, Robert Stephen and Cosner, Chris and Yu, Xiao","JOURNAL OF BIOLOGICAL DYNAMICS","1751-3758",12,"1","288-317",2018,"10.1080/17513758.2018.1445305","Most classical models for the movement of organisms assume that all individuals have the same patterns and rates of movement (for example, diffusion with a fixed diffusion coefficient) but there is empirical evidence that movement rates and patterns may vary among different individuals. A simple way to capture variation in dispersal that has been suggested in the ecological literature is to allow individuals to switch between two distinct dispersal modes. We study models for populations whose members can switch between two different nonzero rates of diffusion and whose local population dynamics are subject to density dependence of logistic type. The resulting models are reaction-diffusion systems that can be cooperative at some population densities and competitive at others. We assume that the focal population inhabits a bounded region and study how its overall dynamics depend on the parameters describing switching rates and local population dynamics. (Traveling waves and spread rates have been studied for similar models in the context of biological invasions.) The analytic methods include ideas and results from reaction-diffusion theory, semi-dynamical systems, and bifurcation/continuation theory.",2,"MA35","","","",""
"222","X.ISI.000222716600014","The behavioural ecology of personality: consistent individual differences from an adaptive perspective","Dall, SRX and Houston, AI and McNamara, JM","ECOLOGY LETTERS","1461-023X",7,"8","734-739",2004,"10.1111/j.1461-0248.2004.00618.x","Individual humans, and members of diverse other species, show consistent differences in aggressiveness, shyness, sociability and activity. Such intraspecific differences in behaviour have been widely assumed to be non-adaptive variation surrounding (possibly) adaptive population-average behaviour. Nevertheless, in keeping with recent calls to apply Darwinian reasoning to ever-finer scales of biological variation, we sketch the fundamentals of an adaptive theory of consistent individual differences in behaviour. Our thesis is based on the notion that such `personality differences' can be selected for if fitness payoffs are dependent on both the frequencies with which competing strategies are played and an individual's behavioural history. To this end, we review existing models that illustrate this and propose a game theoretic approach to analyzing personality differences that is both dynamic and state-dependent. Our motivation is to provide insights into the evolution and maintenance of an apparently common animal trait: personality, which has far reaching ecological and evolutionary implications.",2,"MA222","","","",""
"225","X.ISI.000223426100015","Gastropod shell size and morphology influence conspecific interactions in an encrusting hydroid","Ferrell, DL","MARINE ECOLOGY PROGRESS SERIES","0171-8630",275,NA,"153-162",2004,"10.3354/meps275153","Discrete patches of suitable habitat and the consequent aggregation of organisms with similar habitat requirements often intensify competition, particularly among conspecifics. Habitat differences may generate interactions between smaller or larger individuals at variable stages of development in many fungi, plants, and colonial animals. Size-dependent competitive outcomes and effects on sexual reproductive allocation indicate that differences among discrete habitats have potentially profound ecological and evolutionary implications. In the northern Gulf of Mexico, the colonial hydroid Hydractinia {[}GM] colonizes hermit crab-occupied gastropod shells (= microhabitats), which vary greatly in size and morphology. Here, the relationship between the gastropod assemblages available for H. {[}GM] colonization and the frequency of conspecific encounters and sexual status of those colonies involved is documented. Field-collected shells bore 1 to 3 colonies, and the number of colonies per shell increased with shell size. In contrast to previous studies, conspecific encounters were not limited to juvenile colonies. Sexually mature H. {[}GM] colonies generally were not distributed differently among shells with and without conspecifics. Moreover, mature colonies predominated conspecific encounters on large shell species exhibiting certain morphology. Inanimate structures, such as dock pilings and rocky surfaces, provide additional large surfaces for Hydractinia colonization in some areas. These results suggest that previous Hydractinia spp. studies represent only a subset of the diversity of ecologically relevant possibilities with respect to available substrata. Also, the characteristics of a given microhabitat (e.g. shell) affect competitive outcomes and sexual reproductive characters of its constituent competitors.",2,"MA225","","","",""
"214","X.ISI.000239004200001","Variation in individual investment strategies among social animals","Komdeur, Jan","ETHOLOGY","0179-1613",112,"8","729-747",2006,"10.1111/j.1439-0310.2006.01243.x","Cooperation and conflict are ubiquitous features of life in the vast majority of animals and can occur over a wide range of functional contents and at various levels. In this review I describe known and less well-known proximate aspects of cooperation and conflict over reproductive behaviour in social animals, where individuals other than the genetic parents contribute to the provisioning of care ('alloparental care'). Traditionally the evolution of alloparental care is viewed as a two-step process: the decision to delay dispersal and independent breeding, usually as a consequence of the existence of constraints on independent breeding, and the decision to behave as alloparents by which individuals that have delayed dispersal gain a net fitness benefit. Behavioural ecological theory generally assumes that all individuals are similar in `make-up' and that life history and behavioural decisions are facultative. However, there is probably more individual variation in the amount and type of social behaviour than originally anticipated. Here, I demonstrate that some of these differences in behaviours are because of environmental factors, which may be associated with `reaction norms' or the genotype's quantitative phenotypic variation, or which may yield polyethisms. Most evolutionary models of animal cooperation are based on optimality approaches that do not consider individual genetic variation and maternal effects on the variation in the expression of social behaviour. Further research on the genetic basis of cooperations and subordinate-breeder interactions may be crucial for understanding the evolution of social behaviour. If we take individual differences into account our conclusions and explanations of social behaviour may change. Given the conceptual similarities between the various research disciplines addressing different types of cooperation and conflict over investment, the issues described here should lead to more mutual attraction between the different disciplines and stimulate further development in our understanding of cooperation strategies in general.",2,"MA214","","","",""
"151","X.ISI.000295426600002","The social network structure of a wild meerkat population: 3. Position of individuals within networks","Madden, J. R. and Drewe, J. A. and Pearce, G. P. and Clutton-Brock, T. H.","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443",65,"10","1857-1871",2011,"10.1007/s00265-011-1194-2","Individuals in social groups interact with numerous other group members in a polyadic network. Interactions can depend on the individual's own attributes (age, sex, status etc.), on their partner's attributes, and the group's network of social interactions. Previous studies tend to look at a subset of dyadic interactions, focusing on particular classes of individuals. We used social network analysis to explore how an individual wild meerkat's (Suricata suricatta) attributes related to their positions in three different interaction networks (grooming, dominance interactions, and foraging competitions) across eight groups. We asked whether individuals within groups associated assortatively and whether individuals with similar attributes occupied similar network positions. Differences in an individual's attributes did not consistently influence association patterns across different interaction network types. However, within network types, some attributes were especially influential across all groups. Grooming networks revealed negative assortativity by age and mass. Dominance networks revealed dominant subordinate associations and high assortativity between males. Dominant individuals exhibited higher levels of dominance interactions and were aggressive to more different individuals than subordinates. Heavier individuals received higher levels of dominance interactions. Foraging competition networks revealed that younger and lighter individuals received higher overall levels of competitions and from more group members. Our observations were similar to focused studies on dyadic interactions but also revealed subtle differences. Future descriptions of social interactions should account for networks of social interactions occurring within a group and should be cautious about treating individuals with similar attributes as functionally similar with respect to their position within a social network.",2,"MA151","","","",""
"23","X.ISI.000439055800023","Evidence for personality conformity, not social niche specialization in social jays","McCune, Kelsey and Jablonski, Piotr and Lee, Sang-im and Ha, Renee","BEHAVIORAL ECOLOGY","1045-2249",29,"4","910-917",2018,"10.1093/beheco/ary055","Animal personality traits are defined as consistent individual differences in behavior over time and across contexts. Occasionally this inflexibility results in maladaptive behavioral responses to external stimuli. However, in social groups inflexible behavioral phenotypes might be favored as this could lead to more predictable social interactions. Two hypotheses seek to describe the optimal distribution of personality types within groups. The social niche specialization hypothesis states that individuals within groups should partition social roles, like personality types, to avoid conflict; whereas the conformity hypothesis states that individuals should assort with conspecifics of similar personality. However, no research so far has compared these hypotheses using data from wild animal systems. We tested boldness in the wild on 2 species with different social systems, the Mexican Jay and California Scrub-Jay. We found support for the conformity hypothesis over the social niche specialization hypothesis because individuals within groups of the social species had more similar personalities, and consequently there was a statistically significant group effect. The most likely mechanism for this conformity is social learning of behaviors through development, but more explicit research on this is needed.",2,"MA23","","","",""
"37","X.ISI.000425508600012","Cooperate or not cooperate EEG, autonomic, and behavioral correlates of ineffective joint strategies","Balconi, Michela and Gatti, Laura and Vanutelli, Maria Elide","BRAIN AND BEHAVIOR","2162-3279",8,"2",NA,2018,"10.1002/brb3.902","Introduction: The neural activity in response to ineffective joint actions was explored in the present study. Subjects involved in a cooperative but frustrating task (poor performance as manipulated by an external feedback) were required to cooperate (T1) during an attentional task in a way to synchronize their responses and obtain better outcomes. Methods: We manipulated their strategies by providing false feedbacks (T2) signaling the incapacity to create a synergy, which was reinforced by a general negative evaluation halfway through the game. A control condition was provided (no cooperation required, T0) as well as a check for possible learning effect (time series analysis). The effects of the feedback in modulating subjects' behavioral performance and electrocortical activity were explored by means of brain oscillations (delta, theta, alpha, beta) and autonomic activity (heart rate, HR; skin conductance activity, SCR). Results: Results showed a specific pattern of behavioral, neural, and peripheral responses after the social feedback. In fact, within this condition, worse behavioral outcomes emerged, with longer response times with respect to the prefeedback one. In parallel, a specific right-lateralized effect was observed over the dorsolateral prefrontal cortex (DLPFC), with increased delta and theta power compared to the previous condition. Moreover, increased SCR was observed with respect to the first part. Conclusions: Two interpretations are put forward to explain the present findings: 1) the contribution of negative emotions in response to failing interactions or 2) a motivational disengagement toward goal-oriented cooperation elicited by frustrating evaluations.",2,"MA37","","","",""
"61","X.ISI.000390195000003","A common framework for identifying linkage rules across different types of interactions","Bartomeus, Ignasi and Gravel, Dominique and Tylianakis, Jason M. and Aizen, Marcelo A. and Dickie, Ian A. and Bernard-Verdier, Maud","FUNCTIONAL ECOLOGY","0269-8463",30,"12","1894-1903",2016,"10.1111/1365-2435.12666","1. Species interactions, ranging from antagonisms to mutualisms, form the architecture of bio-diversity and determine ecosystem functioning. Understanding the rules responsible for who interacts with whom, as well as the functional consequences of these interspecific interactions, is central to predict community dynamics and stability. 2. Species traits sensu lato may affect different ecological processes by determining species interactions through a two-step process. First, ecological and life-history traits govern species distributions and abundance, and hence determine species co-occurrence and the potential for species to interact. Secondly, morphological or physiological traits between co-occurring potential interaction partners should match for the realization of an interaction. Here, we review recent advances on predicting interactions from species co-occurrence and develop a probabilistic model for inferring trait matching. 3. The models proposed here integrate both neutral and trait-matching constraints, while using only information about known interactions, thereby overcoming problems originating from undersampling of rare interactions (i.e. missing links). They can easily accommodate qualitative or quantitative data and can incorporate trait variation within species, such as values that vary along developmental stages or environmental gradients. 4. We use three case studies to show that the proposed models can detect strong trait matching (e.g. predator-prey system), relaxed trait matching (e.g. herbivore-plant system) and barrier trait matching (e.g. plant-pollinator systems). 5. Only by elucidating which species traits are important in each process (i.e. in determining interaction establishment and frequency), we can advance in explaining how species interact and the consequences of these interactions for ecosystem functioning.",2,"MA61","","","",""
"4","X.ISI.000467692300001","Signal categorization by foraging animals depends on ecological diversity","Kikuchi, David William and Dornhaus, Anna and Gopeechund, Vandana and Sherratt, Thomas N.","ELIFE","2050-084X",8,NA,NA,2019,"10.7554/eLife.43965","Warning signals displayed by defended prey are mimicked by both mutualistic (Mullerian) and parasitic (Batesian) species. Yet mimicry is often imperfect: why does selection not improve mimicry? Predators create selection on warning signals, so predator psychology is crucial to understanding mimicry. We conducted experiments where humans acted as predators in a virtual ecosystem to ask how prey diversity affects the way that predators categorize prey phenotypes as profitable or unprofitable. The phenotypic diversity of prey communities strongly affected predator categorization. Higher diversity increased the likelihood that predators would use a `key' trait to form broad categories, even if it meant committing errors. Broad categorization favors the evolution of mimicry. Both species richness and evenness contributed significantly to this effect. This lets us view the behavioral and evolutionary processes leading to mimicry in light of classical community ecology. Broad categorization by receivers is also likely to affect other forms of signaling.",2,"MA4","","","",""
