"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"90","X.ISI.000356611200022","Coloration reflects behavioural types in the convict cichlid, Amatitlania siquia","Schweitzer, Cecile and Motreuil, Sebastien and Dechaume-Moncharmont, Francis-Xavier","ANIMAL BEHAVIOUR","0003-3472",105,NA,"201-209",2015,"10.1016/j.anbehav.2015.04.024","Interindividual behavioural differences, consistent over time and across situations, are frequently related to differences in reproductive success, susceptibility to disease and competitive ability. The behavioural phenotype of a conspecific is likely to affect the outcome of a social interaction, so an individual must be able to accurately assess behavioural phenotypes in order to optimize behavioural responses during mate choice, cooperative relationships and agonistic interactions. However, behavioural assessment based on dyadic interactions in different contexts can be costly because it may require significant time, increase the risk of predation and often necessitates special cognitive abilities. Different colour cues are associated with different life history strategies in many species, so coloration might also correlate with behavioural phenotype. Thus, conspecifics could use coloration as a single cue for the mediation of social interactions. We investigated the relationship between personality and coloration in the monogamous, biparental convict cichlid. This species has black melanin-based stripes with interindividual variation in the intensity of these stripes. In addition, females have bright orange spots on their abdomens. Using repeatable measures of boldness, exploration and aggressiveness, we were able to define a behavioural syndrome and quantified the behavioural type of each individual. Behavioural types were predicted by colour traits. In particular, proactive individuals (more aggressive, bolder and quicker to resume behaviour after being startled) were more likely to be dark and, among females, have smaller orange areas. Our results support the hypothesis that coloration in the convict cichlid is related to personality. Thus, coloration could play an important role in mediating social interactions, allowing a quick and reliable assessment of conspecifics' behavioural types. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA90","","","",""
"28","X.ISI.000433506100016","Heritable variation in prey defence provides refuge for subdominant predators","Lenhart, Paul A. and Jackson, Kelly A. and White, Jennifer A.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",285,"1879",NA,2018,"10.1098/rspb.2018.0523","Generalist predators with broadly overlapping niches commonly coexist on seemingly identical sets of prey. Here, we provide empirical demonstration that predators can differentially exploit fine-grained niches generated by variable, heritable and selective defences within a single prey species. Some, but not all, clones of the aphid Aphis craccivora are toxic towards the dominant invasive predatory ladybeetle, Harmonia axyridis. However, other less competitive ladybeetle species are not affected by the aphid's toxic trait. In laboratory and open field experiments, we show: (i) that subdominant ladybeetle species were able to exploit the toxic aphids, benefitting from the suppression of the dominant predator; and (ii) that this narrow-spectrum toxicity can function as an anti-predator defence for the aphid, but depends on enemy community context. Our results demonstrate that niche differentiation among generalist predators may hinge upon previously underappreciated heritable variation in prey defence, which, in turn, may promote diversity and stability of enemy communities invaded by a dominant predator.",2,"MA28","","","",""
"96","X.ISI.000349230400009","Dominance hierarchies and associated signalling in a cooperative passerine","Rat, Margaux and van Dijk, Rene E. and Covas, Rita and Doutrelant, Claire","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443",69,"3","437-448",2015,"10.1007/s00265-014-1856-y","In animal societies, individuals face the dilemma of whether to cooperate or to compete over a shared resource. Two intertwined mechanisms may help to resolve this enduring evolutionary dilemma by preventing conflicts and thereby mediating the costs of living in groups: the establishment of dominance hierarchies and the use of `badge-of-status' for signalling dominance. We investigated these two mechanisms in the sociable weaver (Philetairus socius), a colonial and social passerine which cooperates over multiple tasks. We examined the sociable weavers' dominance structure in 2 years by recording 2563 agonistic interactions between 152 individuals observed at a feeder at eight colonies. We tested which individual traits, including sex, age, relatedness and two melanin-based plumage traits, predicted variation in social status. First, using social network analysis, we found that colonies were structured by strongly ordered hierarchies which were stable between years. Second, medium-ranked birds engaged more in aggressive interactions than highly ranking individuals, suggesting that competition over food is most pronounced among birds of intermediate social status. Third, we found that colony size and kinship influenced agonistic interactions, so aggression was less pronounced in smaller colonies and among relatives. Finally, within- and between-individual variation in social status and the presence of an individual at the feeder were associated with variation in bib size, as predicted by the badge-of-status hypothesis. These results suggest that dominance hierarchies and bib size mediate conflicts in sociable weaver societies.",2,"MA96","","","",""
"23","X.ISI.000439055800023","Evidence for personality conformity, not social niche specialization in social jays","McCune, Kelsey and Jablonski, Piotr and Lee, Sang-im and Ha, Renee","BEHAVIORAL ECOLOGY","1045-2249",29,"4","910-917",2018,"10.1093/beheco/ary055","Animal personality traits are defined as consistent individual differences in behavior over time and across contexts. Occasionally this inflexibility results in maladaptive behavioral responses to external stimuli. However, in social groups inflexible behavioral phenotypes might be favored as this could lead to more predictable social interactions. Two hypotheses seek to describe the optimal distribution of personality types within groups. The social niche specialization hypothesis states that individuals within groups should partition social roles, like personality types, to avoid conflict; whereas the conformity hypothesis states that individuals should assort with conspecifics of similar personality. However, no research so far has compared these hypotheses using data from wild animal systems. We tested boldness in the wild on 2 species with different social systems, the Mexican Jay and California Scrub-Jay. We found support for the conformity hypothesis over the social niche specialization hypothesis because individuals within groups of the social species had more similar personalities, and consequently there was a statistically significant group effect. The most likely mechanism for this conformity is social learning of behaviors through development, but more explicit research on this is needed.",2,"MA23","","","",""
"264","X.ISI.A1992HL78900012","DOES HOST-PLANT QUALITY MEDIATE APHID-ANT MUTUALISM","BRETON, LM and ADDICOTT, JF","OIKOS","0030-1299",63,"2","253-259",1992,"10.2307/3545385","We investigated the hypothesis that variation in the quality of the host plant (Epilobium angustifolium) mediated the mutualistic interaction between a phloem-feeding homopteran (Aphis varians) and the ant (Formica cinerea) tending it.  First, we used a bioassay to define the quality of Epilobium for A. varians.  We established cohorts of first-instar A. varians on fireweed shoots of different heights.  Development time, size at maturity, and the number and size of embryos per adult were significantly correlated with plant height.  Therefore, plant height provided an indirect measure of plant quality. Second, we experimentally tested the effects of plant height and tending by ants on the growth of aphid populations.  We conducted this experiment in the absence of natural enemies of A. varians in order to examine the direct link between plants, aphids and ants, rather than the indirect links involving the natural enemies of aphids.  As expected, population growth of A. varians on individual Epilobium ramets was positively correlated with plant height.  However, in the absence of natural enemies, the effect of ants on the growth of aphid populations did not vary with plant height.  The absence of an interaction between tending by ants and plant quality was probably due to two processes. First, although there were more ants tending on higher quality host plants, the absolute number of ants tending aphids was low and the increase in the number of ants with increases in plant quality was small.  Second, in the absence of natural enemies and at initial densities of approximately 100 aphids per plant, we were unable to detect a significant effect of ants on the growth of aphid populations. We conclude that host-plant mediation did not occur in this aphid-ant interaction, but we do not know whether this was the result of 1) excluding predators, 2) using initial densities above which ants no longer benefit aphids, 3) the low numbers of ants, or 4) small sample sizes.",2,"MA264","","","",""
"101","X.ISI.000342904300019","Antagonistic evolution in an aposematic predator-prey signaling system","Speed, Michael P. and Franks, Daniel W.","EVOLUTION","0014-3820",68,"10","2996-3007",2014,"10.1111/evo.12498","Warning signals within species, such as the bright colors of chemically defended animals, are usually considered mutualistic, monomorphic traits. Such a view is however increasingly at odds with the growing empirical literature, showing nontrivial levels of signal variation within prey populations. Key to understanding this variation, we argue, could be a recognition that toxicity levels frequently vary within populations because of environmental heterogeneity. Inequalities in defense may undermine mutualistic monomorphic signaling, causing evolutionary antagonism between loci that determine appearance of less well-defended and better defended prey forms within species. In this article, we apply a stochastic model of evolved phenotypic plasticity to the evolution of prey signals. We show that when toxicity levels vary, then antagonistic interactions can lead to evolutionary conflict between alleles at different signaling loci, causing signal evolution, ``red queen-like{''} evolutionary chase, and one or more forms of signaling equilibria. A key prediction is that variation in the way that predators use information about toxicity levels in their attack behaviors profoundly affects the evolutionary characteristics of the prey signaling systems. Environmental variation is known to cause variation in many qualities that organisms signal; our approach may therefore have application to other signaling systems.",2,"MA101","","","",""
"243","X.ISI.000168017600017","Small-scale spatial heterogeneity in infection levels by symbionts of the amphipod Talorchestia quoyana (Talitridae)","Poulin, R and Rate, SR","MARINE ECOLOGY PROGRESS SERIES","0171-8630",212,NA,"211-216",2001,"10.3354/meps212211","The beach hopper amphipod Talorchestia quoyana is not distributed homogeneously in its sandy beach habitat, but instead occurs in dense patches under large pieces of tidal debris. This marked patchiness on a scale of just a few metres may create a higher level of aggregation among hosts for the symbionts and parasites of beach hoppers. Prevalence of infection by a mermithid nematode parasite varied significantly among 5 beach hopper patches, located within a few hundred metres of one another, on a New Zealand sandy beach. Similarly, the prevalence and mean intensity of infection by rhabditid nematodes and mites also varied significantly among beach hopper patches. This variation is not due to differences in amphipod sizes among patches, as the effect of size was controlled in the analysis. The symbionts and parasites were aggregated among individual amphipods within patches, with rhabditid nematodes also aggregated among patches, reflecting a higher, independent scale of aggregation. There were also positive associations between rhabditid nematodes and both mermithid nematodes and mites across host individuals, suggesting that individual variation among amphipods in susceptibility to symbionts may account for their aggregation within patches. These results indicate that the loosely fragmented distribution of beach hoppers is linked to a higher scale aggregation of their parasites and symbionts, a phenomenon that may impact on their population biology and that of the host.",2,"MA243","","","",""
"133","X.ISI.000310266600004","The role of frugivory in the diversification of bats in the Neotropics","Rojas, Danny and Vale, Angel and Ferrero, Victoria and Navarro, Luis","JOURNAL OF BIOGEOGRAPHY","0305-0270",39,"11","1948-1960",2012,"10.1111/j.1365-2699.2012.02709.x","Aim Ecological interactions are among the most important biotic factors influencing the processes of speciation and extinction. Our aim was to test whether diversification rates of New World Noctilionoidea bats are associated with specialization for frugivory, and how this pattern differs between the mainland and the West Indies. Location The New World. Methods We reconstructed a time-calibrated molecular phylogenetic hypothesis for the New World genera of the superfamily Noctilionoidea. We compiled data on diet, morphology, geographical distribution and number of ecoregions in which each genus occurs. Then, using the phylogenetic tree constructed, we tested whether diversification was driven by diet (animalivorous and sanguinivorous versus nectarivorous and frugivorous) and specialization for frugivory. Afterwards, we conducted phylogenetic comparative analyses to identify correlates of species richness and net diversification rates. Results The diversification rate was higher in mutualistic than in antagonistic clades in mainland and Antillean biogeographical scenarios, but only strictly frugivorous clades showed a markedly higher diversification rate than the rest of the genera. Geographical range and number of ecoregions were positively associated with species richness and diversification rate in continental and insular lineages. Lower body mass, lower forearm length and specialization for frugivory were significantly positively correlated with higher diversification rates in continental lineages, whereas these parameters were negatively correlated in Antillean lineages. Main conclusions The direction of the relationship of intrinsic factors (specialization for frugivory and body size) with diversification of noctilionoid bats depends on the biogeographical context, whereas the direction of the relationship of extrinsic factors (geographical range and number of ecoregions) with diversification is consistent in both mainland and the West Indian lineages.",2,"MA133","","","",""
"188","X.ISI.000260706600014","Playing styles and possible causative factors in dogs' behaviour when playing with humans","Toth, Lilla and Gacsi, Marta and Topal, Jozsef and Miklosi, Adam","APPLIED ANIMAL BEHAVIOUR SCIENCE","0168-1591",114,"3-4","473-484",2008,"10.1016/j.applanim.2008.02.011","Individual differences and causative factors could modify the behaviour of dogs in object related games played with a human partner. In a two-by-two within-subject design we observed 68 family dogs' behaviour when playing two different types of games (ball game and tugging) with two different play partners (owner or unfamiliar experimenter) ill order to categorize each dog's playing style. In all four conditions we have measured the following behavioural variables: tendency for possession, willingness to retrieve, behaviours related to fear/avoidance and aggression, and occurrence of play bows. We also calculated the relative duration of time when the dogs oriented ``outwards{''} from the play situation to the other non-interacting person (owner or ex peri me titer) during a session. Than we examined the effect of six factors on dog-human play behaviour: the familiarity of the play partner, the type of the game, the dogs' gender, age and breed, and the duration of daily active interaction between dog and owner. We used factor analysis to unfold the relationship among the recorded variables and revealed three factors that accounted for 63\% of the total variance. On Factor I variables measured in tugging with both the experimenter and owner had high loadings (labelled ``Motivation for tugging{''}). Factor 2 contained all variables measuring fear and avoidance (Fear/Avoidance), and Factor 3 consisted of variables measured ill ball game (Motivation for ball game). The cluster analysis of the dogs' individual factor scores classified them into 5 significantly different groups on the basis of their tendency to be involved in playing with a ball, a rag and to show fear/avoidance during the tests. Moreover, the gender (but not the age or breed) of the dogs and the duration of the daily active interaction with the owner had significant effects oil the distribution of dogs between the cluster groups. These results suggest that in play situations the behaviour of well socialized family dogs is influenced more by their motivation to play and to a certain extent by the level of fear than by the familiarity of the play partner or their possible general tendencies for cooperative or competitive behaviours. (C) 2008 Elsevier B.V. All rights reserved.",2,"MA188","","","",""
"265","X.ISI.A1991FZ81200016","MALE SIZE AND FEMALE MATE CHOICE IN THE EASTERN MOSQUITOFISH (GAMBUSIA-HOLBROOKI, POECILIIDAE)","BISAZZA, A and MARIN, G","COPEIA","0045-8511",NA,"3","730-735",1991,"10.2307/1446400","In the western mosquitofish (Gambusia affinis), earlier studies demonstrated that females direct more cooperative behavior toward large males.  Female eastern mosquitofish (G. holbrooki), including virgin and male-deprived specimens, which were given the opportunity to visually discriminate between two potential mates, showed no sign of sexual receptivity, nor preference for male size.  Furthermore, when test females were allowed to choose between conspecifics, males and females spent three times as much time near females than near males.  These results indicate little propensity of females to mate, irrespective of their previous treatment.  When several males were placed with a female, the largest was usually able to monopolize access to her.  Females encouraged this process by following the dominant male more closely and were, thus, found to favor the larger, dominant individuals.  The diversity in mating strategy suggested by this study is further evidence in favor of the separation of the western and eastern mosquitofish at the species level.",2,"MA265","","","",""
"118","X.ISI.000321823300012","Divergent host phenotypes create opportunities and constraints on the distribution of two wing-dwelling feather mites","Fernandez-Gonzalez, Sofia and De la Hera, Ivan and Perez-Rodriguez, Anton and Perez-Tris, Javier","OIKOS","0030-1299",122,"8","1227-1237",2013,"10.1111/j.1600-0706.2012.00241.x","The diversity of symbionts (commensals, mutualists or parasites) that share the same host species may depend on opportunities and constraints on host exploitation associated with host phenotype or environment. Various host traits may differently influence host accessibility and within-host population growth of each symbiont species, or they may determine the outcome of within-host interactions among coexisting species. In turn, phenotypic diversity of a host species may promote divergent exploitation strategies among its symbiotic organisms. We studied the distribution of two feather mite species, Proctophyllodes sylviae and Trouessartia bifurcata, among blackcaps Sylvia atricapilla wintering in southern Spain during six winters. The host population included migratory and sedentary individuals, which were unequally distributed between two habitat types (forests and shrublands). Visual mite counts showed that both mite species often coexisted on sedentary blackcaps, but were seldom found together on migratory blackcaps. Regardless of host habitat, Proctophyllodes were highly abundant and Trouessartia were scarce on migratory blackcaps, but the abundance of both mite species converged in intermediate levels on sedentary blackcaps. Coexistence may come at a cost for Proctophyllodes, whose load decreased when Trouessartia was present on the host (the opposite was not true). Proctophyllodes load was positively correlated with host wing length (wings were longer in migratory blackcaps), while Trouessartia load was positively correlated to uropygial gland size (sedentary blackcaps had bigger glands), which might render migratory and sedentary blackcaps better hosts for Proctophyllodes and Trouessartia, respectively. Our results draw a complex scenario for mite co-existence in the same host species, where different mite species apparently take advantage of, or are constrained by, divergent host phenotypic traits. This expands our understanding of bird-mite interactions, which are usually viewed as less dynamic in relation to variation in host phenotype, and emphasizes the role of host phenotypic divergence in the diversification of symbiotic organisms.",2,"MA118","","","",""
"18","X.ISI.000443691000001","Plant geographic phenotypic variation drives diversification in its associated community of a phytophagous insect and its parasitoids","Yu, Hui and Liang, Dan and Tian, Enwei and Zheng, Linna and Kjellberg, Finn","BMC EVOLUTIONARY BIOLOGY","1471-2148",18,NA,NA,2018,"10.1186/s12862-018-1239-5","Background: While the communities constituted by phytophageous insects and their parasites may represent half of all terrestrial animal species, understanding their diversification remains a major challenge. A neglected idea is that geographic phenotypic variation in a host plant may lead to heterogeneous evolutionary responses of the different members of the associated communities. This could result in diversification on a host plant by ecological speciation in some species, leading to geographic variation in community composition. In this study we investigated geographic variation of inflorescence receptacle size in a plant, Ficus hirta, and how the hymenopteran community feeding in the inflorescences has responded. Our predictions were: 1) Inflorescence size variation affects wasp species differently depending on how they access oviposition sites. 2) In some affected lineages of wasps, we may observe vicariant, parapatric species adapted to different inflorescence sizes. Results: We show that fig (the enclosed inflorescence of Ficus) wall thickness varies geographically. The fig entering pollinating wasp was not affected, while the parasites ovipositing through the fig wall were. Two parapatric species of Philotrypesis, exhibiting strikingly different ovipositor lengths, were recorded. One species of Sycoscapter was also present, and it was restricted, like the shorter-ovipositor Philotrypesis, to the geographic zone where fig walls were thinner. Conclusions: Previous work on fig wasps suggested that parapatric geographic ranges among congenerics were due to adaptation to variation in abiotic factors, complemented by interspecific competition. Our results show that parapatric ranges may also result from adaptation to variation in biotic factors. Within an insect community, differences among species in their response to geographic phenotypic variation of their host plant may result in geographically heterogeneous community structure. Such heterogeneity leads to heterogeneous interaction networks among sites. Our results support the hypothesis that plant geographic phenotypic variation can be a driver of diversification in associated insect communities, and can complement other diversification processes.",2,"MA18","","","",""
"51","X.ISI.000397458000016","Host sharing by the honey bee parasites Lotmaria passim and Nosema ceranae","Tritschler, Manuel and Retschnig, Gina and Yanez, Orlando and Williams, Geoffrey R. and Neumann, Peter","ECOLOGY AND EVOLUTION","2045-7758",7,"6","1850-1857",2017,"10.1002/ece3.2796","The trypanosome Lotmaria passim and the microsporidian Nosema ceranae are common parasites of the honey bee, Apis mellifera, intestine, but the nature of interactions between them is unknown. Here, we took advantage of naturally occurring infections and quantified infection loads of individual workers (N=408) originating from three apiaries (four colonies per apiary) using PCR to test for interactions between these two parasites. For that purpose, we measured the frequency of single and double infections, estimated the parasite loads of single and double infections, and determined the type of correlation between both parasites in double infections. If interactions between both parasites are strong and antagonistic, single infections should be more frequent than double infections, double infections will have lower parasite loads than single infections, and double infections will present a negative correlation. Overall, a total of 88 workers were infected with N.ceranae, 53 with L.passim, and eight with both parasites. Although both parasites were found in all three apiaries, there were significant differences among apiaries in the proportions of infected bees. The data show no significant differences between the expected and observed frequencies of single- and double-infected bees. While the infection loads of individual bees were significantly higher for L.passim compared to N.ceranae, there were no significant differences in infection loads between single- and double-infected hosts for both parasites. These results suggest no strong interactions between the two parasites in honey bees, possibly due to spatial separation in the host. The significant positive correlation between L.passim and N.ceranae infection loads in double-infected hosts therefore most likely results from differences among individual hosts rather than cooperation between parasites. Even if hosts are infected by multiple parasites, this does not necessarily imply that there are any significant interactions between them.",2,"MA51","","","",""
"189","X.ISI.000260257800005","Insect seed predators and environmental change","Lewis, Owen T. and Gripenberg, Sofia","JOURNAL OF APPLIED ECOLOGY","0021-8901",45,"6","1593-1599",2008,"10.1111/j.1365-2664.2008.01575.x","1. The seed-to-seedling transition may be a critical stage in determining the dynamics of plant populations. Insects which kill seeds either before or after dispersal can influence the population dynamics of individual plant species, and ultimately, plant diversity and assemblage composition. 2. We discuss the potential for insect seed predators to maintain diversity in plant assemblages and to structure their composition, with a particular focus on diverse tropical forest habitats. We suggest that our ability to understand the functional effects of insect seed predators is hampered by a shortage of unbiased information on (i) their responses to the density of prey seeds at different spatial scales, and (ii) their host plant specificity. 3. Density-dependence and its implications may be best assessed using manipulative field experiments. Such approaches can reveal how insect seed predators respond behaviourally and demographically to the density of individual host species and multiple host species across a range of spatial scales. 5. Host specificity and its implications may be best addressed through quantitative food web approaches previously applied largely to host-parasitoid interactions. Food webs will allow ecologists to assess the likely importance of indirect interactions such as apparent competition and apparent mutualism in structuring plant assemblages, and the functional consequences of adding or removing individual resource or consumer species. 6. Fully quantifying the wider effects of seed predators will require studies that better integrate seed stage-specific demographic information, and which quantify the long-term effects of variations in seed predation rates for plant recruitment. Synthesis and applications. Compared to other functionally important insect groups such as pollinators, seed predators have received relatively little attention in the context of the functioning and sustainability of agro-ecosystems and the consequences of global environmental change for ecological communities. A fuller understanding of the ecology of insect seed predator-plant interactions will be valuable to conservation and management in a range of natural and agricultural systems. For example, seed predator community ecology is relevant to predicting the consequences of deliberately or unintentionally introducing novel resource or consumer species; the process of habitat recovery following local disturbances; and managing the effects of pest or beneficial seed predators in agricultural crops. Furthermore, patterns of insect seed predation on a larger scale are likely to be highly sensitive to global environmental change drivers such as climate change and systematic habitat modification and fragmentation, with implications for the structure and organization of ecological communities more widely.",2,"MA189","","","",""
"48","X.ISI.000398958300006","Facial identity and emotional expression as predictors during economic decisions","Alguacil, Sonia and Madrid, Eduardo and Espin, Antonio M. and Ruz, Maria","COGNITIVE AFFECTIVE \& BEHAVIORAL NEUROSCIENCE","1530-7026",17,"2","315-329",2017,"10.3758/s13415-016-0481-9","Two sources of information most relevant to guide social decision making are the cooperative tendencies associated with different people and their facial emotional displays. This electrophysiological experiment aimed to study how the use of personal identity and emotional expressions as cues impacts different stages of face processing and their potential isolated or interactive processing. Participants played a modified trust game with 8 different alleged partners, and in separate blocks either the identity or the emotions carried information regarding potential trial outcomes (win or loss). Behaviorally, participants were faster to make decisions based on identity compared to emotional expressions. Also, ignored (nonpredictive) emotions interfered with decisions based on identity in trials where these sources of information conflicted. Electrophysiological results showed that expectations based on emotions modulated processing earlier in time than those based on identity. Whereas emotion modulated the central N1 and VPP potentials, identity judgments heightened the amplitude of the N2 and P3b. In addition, the conflict that ignored emotions generated was reflected on the N170 and P3b potentials. Overall, our results indicate that using identity or emotional cues to predict cooperation tendencies recruits dissociable neural circuits from an early point in time, and that both sources of information generate early and late interactive patterns.",2,"MA48","","","",""
"132","X.ISI.000310554300008","Ecological effects on gut bacterial communities in wild bumblebee colonies","Koch, Hauke and Cisarovsky, Gabriel and Schmid-Hempel, Paul","JOURNAL OF ANIMAL ECOLOGY","0021-8790",81,"6","1202-1210",2012,"10.1111/j.1365-2656.2012.02004.x","1. Animal hosts harbour diverse and often specific bacterial communities (microbiota) in their gut. These microbiota can provide crucial services to the host such as aiding in digestion of food and immune defence. However, the ecological factors correlating with and eventually shaping these microbiota under natural conditions are poorly understood. 2. Bumblebees have recently been shown to possess simple and highly specific microbiota. We here examine the dynamics of these microbiota in field colonies of the bumblebee Bombus terrestris over one season. The gut bacteria were assessed with culture-independent methods, that is, with terminal restriction fragment length profiles of the 16S rRNA gene. 3. To further understand the factors that affect the microbiota, we experimentally manipulated field-placed colonies in a fully factorial experiment by providing additional food or by priming the workers immune system by injecting heat-killed bacteria. We furthermore looked at possible correlates of diversity and composition of the microbiota for (i) natural infections with the microbial parasites Crithidia bombi and Nosema bombi, (ii) bumblebee worker size, (iii) colony identity, and (iv) colony age. 4. We found an increase in diversity of the microbiota in individuals naturally infected with either C. bombi or N. bombi. Crithidia bombi infections, however, appear to be only indirectly linked with higher microbial diversity when comparing colonies. The treatments of priming the immune system with heat-killed bacteria and additional food supply, as well as host body size, had no effect on the diversity or composition of the microbiota. Host colony identity had only a weak effect on the composition of the microbiota at the level of resolution of our method. We found both significant increases and decreases in the relative abundance of selected bacterial taxa over the season. 5. We present the first study on the ecological dynamics of gut microbiota in bumblebees and identify parasite infections, colony identity and colony age as important factors influencing the diversity and composition of the bacterial communities. The absence of an effect of our otherwise effective experimental treatments suggests a remarkable ability of the host to maintain a homoeostasis in this community under widely different environments.",2,"MA132","","","",""
"216","X.ISI.000236819200007","Testis size depends on social status and the presence of male helpers in the cooperatively breeding cichlid Julidochromis ornatus","Awata, S and Heg, D and Munehara, H and Kohda, M","BEHAVIORAL ECOLOGY","1045-2249",17,"3","372-379",2006,"10.1093/beheco/arj043","Cooperatively breeding animals, in which helpers may participate in reproduction with dominant breeders, are ideal species for examining intraspecific variation in testis size because they often exhibit both monogamous breeding (low risk of sperm competition) and polyandrous breeding (high risk) within a population. However, little is known about testis investment as a result of sperm competition in these animals. The substrate-brooding cichlid fish Julidochromis ornatus has a cooperatively breeding system, in which some males mate monogamously and other males reproduce as dominant breeders or helpers within cooperatively breeding groups, in which male helpers frequently sire young. We examined the relationship between testis investment and male social status in relation to the risk of sperm competition. As predicted from sperm competition models, in groups with male helpers, both the male breeders and the male helpers invested more in testes mass, compared to breeding males without male helpers. We also found a positive relationship between the testes mass of male breeders and their male helpers, suggesting that males increase their investment in reproductive capability under the risk of sperm competition. Sperm competition models also predict that larger testes are associated with increased siring success. Our paternity analysis supported this prediction; we found a positive relationship between testis investment by male helpers and the number of offspring they sired.",2,"MA216","","","",""
"195","X.ISI.000254951100024","Mutualism, market effects and partner control","Johnstone, R. A. and Bshary, R.","JOURNAL OF EVOLUTIONARY BIOLOGY","1010-061X",21,"3","879-888",2008,"10.1111/j.1420-9101.2008.01505.x","Intraspecific cooperation and interspecific mutualism often feature a marked asymmetry in the scope for exploitation. Cooperation may nevertheless persist despite one-sided opportunities for cheating, provided that the partner vulnerable to exploitation has sufficient control over the duration of interaction. The effectiveness of the threat of terminating an encounter, however, depends upon the ease with which both the potential victim and the potential exploiter can find replacement partners. Here, we extend a simple, game-theoretical model of this form of partner control to incorporate variation in the relative abundance of potential victims and exploiters, which leads to variation in the time required for individuals of each type to find a new partner. We show that such market effects have a dramatic influence on the stable level of exploitation (and consequent duration of interaction). As the relative abundance of victims decreases, they become less tolerant to exploitation, terminating encounters earlier (for a given level of exploitation), whereas exploiters behave in a more cooperative manner. As a result, the stable duration of interaction actually increases, despite the decreasing tolerance of the victims. Below a critical level of relative victim abundance, the model suggests that the cost of finding a replacement partner becomes so great that it does not pay to exploit at all.",2,"MA195","","","",""
"20","X.ISI.000442705500009","Incidence and biomarkers of pregnancy, spontaneous abortion, and neonatal loss during an environmental stressor: Implications for female reproductive suppression in the cooperatively breeding meerkat","Dimac-Stohle, Kristin A. and Davies, Charli S. and Grebel, Nicholas M. and Stonehill, Alexandra C. and Greene, Lydia K. and Mitchell, Jessica and Clutton-Brock, Tim and Drea, Christine M.","PHYSIOLOGY \& BEHAVIOR","0031-9384",193,"A, SI","90-100",2018,"10.1016/j.physbeh.2017.11.011","Meerkats are group-living, insectivorous herpestids in which subordinate members provide extensive care for the dominant female's young. In contrast to some cooperative breeders, subordinate female meerkats are physiologically able to reproduce and occasionally do so successfully; their attempts are more frequently `suppressed' via eviction or infanticide by the dominant female. Spontaneous abortion and neonatal loss occur with some regularity, further negatively impacting reproductive success. Here, we compared the reproductive outcomes and endocrine profiles, including of serum progesterone (P-4), serum estradiol (E-2), and fecal glucocorticoid metabolites (fGCm), of dominant and subordinate dams residing within their clans in the Kalahari Desert of South Africa. Our study spanned years of drought, which reduced insect abundance and represented a substantial environmental stressor. Meerkat pregnancies were identified at mid-term and culminated either in spontaneous abortions or full-term deliveries, after which pups were either lost prior to emergence from the natal den (usually within 2 days of birth) or emerged at 2-3 weeks. Neonatal loss exceeded fetal loss for all females, and contributed to narrowing the status-related disparity in female reproductive output seen during less arid periods. Although E-2 concentrations were significantly lower in subordinate than dominant females, they were sufficient to support gestation. Absolute E-2 concentrations may owe to androgenic precursors that also attain highest concentrations in dominant dams and may mediate aggression underlying female reproductive skew. Pregnancies terminating in fetal loss were marked by significantly lower 134 concentrations in mid-gestation and modestly lower E-2 concentrations overall. Consistently high fGCm concentrations further increased across trimesters, particularly (but not consistently) in subordinates and in aborted pregnancies. Environmental stressor may modulate reproductive outcomes in meerkats through their influence on sex steroids and their effects on intragroup competition. The social and eco-physiological factors affecting intraspecific variation in reproductive output, even in obligate cooperative breeders, may be most apparent during extreme conditions, reflecting the benefits of long-term studies for assessing the impact of climate change.",2,"MA20","","","",""
"206","X.ISI.000250298300018","Social heterosis and the maintenance of genetic diversity","Nonacs, P. and Kapheim, K. M.","JOURNAL OF EVOLUTIONARY BIOLOGY","1010-061X",20,"6","2253-2265",2007,"10.1111/j.1420-9101.2007.01418.x","Genetic diversity in species is often high in spite of directional selection or strong genetic drift. One resolution to this paradox may be through fitness benefits arising from interactions of genetically diverse individuals. Advantageous phenotypes that are impossible in single individuals (e.g. being simultaneously bold and shy) can be expressed by groups composed of genetically different individuals. Genetic diversity, therefore, can produce mutualistic benefits shared by all group members. We define this effect as `social heterosis', and mathematically demonstrate maintenance of allelic diversity when diverse groups or neighbourhoods are more reproductively successful than homogenous ones. Through social heterosis, genetic diversity persists without: frequency dependence within groups, migration, balancing selection, genetic linkages, overdominance, antagonistic pleiotropy or nonrandom allele assortment. Social heterosis may also offer an alternative evolutionary pathway to cooperation that does not require clustering of related individuals, nepotistic favouritism towards kin, or overt reciprocity.",2,"MA206","","","",""
