"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"101","X.ISI.000342904300019","Antagonistic evolution in an aposematic predator-prey signaling system","Speed, Michael P. and Franks, Daniel W.","EVOLUTION","0014-3820",68,"10","2996-3007",2014,"10.1111/evo.12498","Warning signals within species, such as the bright colors of chemically defended animals, are usually considered mutualistic, monomorphic traits. Such a view is however increasingly at odds with the growing empirical literature, showing nontrivial levels of signal variation within prey populations. Key to understanding this variation, we argue, could be a recognition that toxicity levels frequently vary within populations because of environmental heterogeneity. Inequalities in defense may undermine mutualistic monomorphic signaling, causing evolutionary antagonism between loci that determine appearance of less well-defended and better defended prey forms within species. In this article, we apply a stochastic model of evolved phenotypic plasticity to the evolution of prey signals. We show that when toxicity levels vary, then antagonistic interactions can lead to evolutionary conflict between alleles at different signaling loci, causing signal evolution, ``red queen-like{''} evolutionary chase, and one or more forms of signaling equilibria. A key prediction is that variation in the way that predators use information about toxicity levels in their attack behaviors profoundly affects the evolutionary characteristics of the prey signaling systems. Environmental variation is known to cause variation in many qualities that organisms signal; our approach may therefore have application to other signaling systems.",2,"MA101","","","",""
"91","X.ISI.000355777600006","Does a competent leader make a good friend? Conflict, ideology and the psychologies of friendship and followership","Laustsen, Lasse and Petersen, Michael Bang","EVOLUTION AND HUMAN BEHAVIOR","1090-5138",36,"4","286-293",2015,"10.1016/j.evolhumbehav.2015.01.001","Research demonstrates that the physical traits of leaders and political candidates influence election outcomes and that subjects favor functionally different physical traits in leaders when their social groups face problems related to war and peace, respectively. Previous research has interpreted these effects as evidence of a problem-sensitive and distinct psychology of followership. In two studies, we extend this research by demonstrating that preferences for physical traits in leaders' faces arise from an integration of both contextual and individual differences related to perceptions of social conflict and that these effects relate only to leader choices. Theoretically, we argue that increased preferences for facial dominance in leaders reflect increased needs for enforced coordinated action when one's group is seen to face threats from other coordinated groups rather than from random natural events. Empirically, we show that preferences for dominant-looking leaders are a function of (1) contextual primes of group-based threats rather than nature-based threats and (2) political ideology (a core measure of perceptions of group-based conflict) such that, across contexts, conservatives prefer dominant-looking leaders more than liberals. For the first time, we demonstrate that the effects of these contextual and individual differences are non-existent when subjects are asked to choose a friend instead of a leader: irrespective of ideology and context, people strongly prefer non-dominant friends. This finding adds significantly to the results of past research and provides evidence of the existence of a distinct psychology of followership that produces leader preferences that are independent of preferences for other social partners. (C) 2015 Elsevier Inc. All rights reserved.",2,"MA91","","","",""
"185","X.ISI.000265761100001","Genetic clusters and sex-biased gene flow in a unicolonial Formica ant","Holzer, Barbara and Keller, Laurent and Chapuisat, Michel","BMC EVOLUTIONARY BIOLOGY","1471-2148",9,NA,NA,2009,"10.1186/1471-2148-9-69","Background: Animal societies are diverse, ranging from small family-based groups to extraordinarily large social networks in which many unrelated individuals interact. At the extreme of this continuum, some ant species form unicolonial populations in which workers and queens can move among multiple interconnected nests without eliciting aggression. Although unicoloniality has been mostly studied in invasive ants, it also occurs in some native non-invasive species. Unicoloniality is commonly associated with very high queen number, which may result in levels of relatedness among nestmates being so low as to raise the question of the maintenance of altruism by kin selection in such systems. However, the actual relatedness among cooperating individuals critically depends on effective dispersal and the ensuing pattern of genetic structuring. In order to better understand the evolution of unicoloniality in native non-invasive ants, we investigated the fine-scale population genetic structure and gene flow in three unicolonial populations of the wood ant F. paralugubris. Results: The analysis of geo-referenced microsatellite genotypes and mitochondrial haplotypes revealed the presence of cryptic clusters of genetically-differentiated nests in the three populations of F. paralugubris. Because of this spatial genetic heterogeneity, members of the same clusters were moderately but significantly related. The comparison of nuclear (microsatellite) and mitochondrial differentiation indicated that effective gene flow was male-biased in all populations. Conclusion: The three unicolonial populations exhibited male-biased and mostly local gene flow. The high number of queens per nest, exchanges among neighbouring nests and restricted long-distance gene flow resulted in large clusters of genetically similar nests. The positive relatedness among clustermates suggests that kin selection may still contribute to the maintenance of altruism in unicolonial populations if competition occurs among clusters.",2,"MA185","","","",""
"217","X.ISI.000234951600016","Emergence of ratio-dependent and predator-dependent functional responses for pollination mutualism and seed parasitism","DeAngelis, DL and Holland, JN","ECOLOGICAL MODELLING","0304-3800",191,"3-4","551-556",2006,"10.1016/j.ecolmodel.2005.06.005","Prey (N) dependence {[}g(N)], predator (P) dependence {[}g(P) or g(N,P)], and ratio dependence {[}f(P/N)] are often seen as contrasting forms of the predator's functional response describing predator consumption rates on prey resources in predator-prey and parasitoid-host interactions. Analogously, prey-, predator-, and ratio-dependent functional responses are apparently alternative functional responses for other types of consumer-resource interactions. These include, for example, the fraction of flowers pollinated or seeds parasitized in pollination (pre-dispersal) seed-parasitism mutualisms, such as those between fig wasps and fig trees or yucca moths and yucca plants. Here we examine the appropriate functional responses for how the fraction of flowers pollinated and seeds parasitized vary with the density of pollinators (predator dependence) or the ratio of pollinator and flower densities (ratio dependence). We show that both types of functional responses can emerge from minor, but biologically important variations on a single model. An individual-based model was first used to describe plant-pollinator interactions. Conditional upon on whether the number of flowers visited by the pollinator was limited by factors other than search time (e.g., by the number of eggs it had to lay, if it was also a seed parasite), and on whether the pollinator could directly find flowers on a plant, or had to search, the simulation results lead to either a predator-dependent or a ratio-dependent functional response. An analytic model was then used to show mathematically how these two cases can arise. (c) 2005 Published by Elsevier B.V.",2,"MA217","","","",""
"86","X.ISI.000358454500016","Hotspots of damage by antagonists shape the spatial structure of plant-pollinator interactions","Rodriguez-Rodriguez, Maria C. and Jordano, Pedro and Valido, Alfredo","ECOLOGY","0012-9658",96,"8","2181-2191",2015,"10.1890/14-2467.1","The balance between mutualistic and antagonistic plant-animal interactions and their spatial variation results in a highly dynamic mosaic of reproductive success within plant populations. Yet, the ecological drivers of this small-scale heterogeneity of interaction patterns and their outcomes remain virtually unexplored. We analyzed spatial structure in the frequency and intensity of interactions that vertebrate pollinators (birds and lizards) and invertebrate antagonists (florivores, nectar larcenists, and seed predators) had when interacting with the insular plant Isoplexis canariensis, and their effect on plant fitness. Spatially autocorrelated variation in plant reproductive success (fruit and viable seed set) emerged from the combined action of mutualists and antagonists, rather than reflecting the spatial pattern of any specific animal group. However, the influence of antagonists on plant fitness was stronger primarily due to the florivores' action on earlier reproductive stages, consuming and damaging floral structures before the arrival of pollinators. Our results indicate that the early action of antagonists creates hotspots of increased plant damage, where the effects of later acting mutualists are not translated into increased reproductive benefits. We foresee the potential for antagonists to shape the intra-population mosaics of plant fitness in situations where antagonists outnumber mutualists, when their interactions occur before those of mutualists, and when mutualists can detect and avoid damaged plants while foraging. Severely damaged plants in antagonistic hotspots might be excluded from the mating network and render a limited production of viable seeds, reducing both the growth rate of the plant population and the effective population size.",2,"MA86","","","",""
"14","X.ISI.000454304000015","Chilli-briquettes modify the temporal behaviour of elephants, but not their numbers","Pozo, Rocio A. and Coulson, Tim and McCulloch, Graham and Stronza, Amanda and Songhurst, Anna","ORYX","0030-6053",53,"1","100-108",2019,"10.1017/S0030605317001235","Crop loss to foraging elephants is one of the most significant causes of conflict between people and elephants in areas where wild elephants share resources with people. Effective solutions to reduce the effects of human-elephant conflict on local livelihoods are thus essential to foster coexistence between elephants and people. We assessed the effectiveness of chilli-briquettes (bricks made of dry chilli, elephant dung and water) in altering elephants use of space in the eastern Okavango Panhandle, Botswana. We burned > 600 briquettes during the night over a 2-month period to test five treatments: frequent burning of (1) chilli and (2) chilli-free briquettes, occasional burning of (3) chilli and (4) chilli-free briquettes, and (5) a control treatment. Using camera traps and footprint surveys we assessed the number of elephants that used experimental sites, and the times at which they did so. We found elephants changed their movement behaviour from predominantly nocturnal to diurnal in areas where chilli-briquettes were burned throughout the night; however, there was no difference in the mean numbers of individuals between treatments with and without chillies. In other words, chilli-briquettes had a repellent but not a deterrent effect on elephants, keeping them away only at times when chilli-briquettes were smouldering. Based on these findings we recommend the use of chilli-briquettes as a method to deter elephants in the short term. In the long term, chilli-briquettes should be applied in combination with other larger-scale mitigation approaches, such as land management and cooperative community-based tools.",2,"MA14","","","",""
"261","X.ISI.A1993LG32400012","ARE THERE GENERAL-PRINCIPLES OF SIGNAL-DESIGN","DAWKINS, MS","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES B-BIOLOGICAL SCIENCES","0962-8436",340,"1292","251-255",1993,"10.1098/rstb.1993.0065","Explanations of signal design must meet three requirements: they must be logically coherent, they must explain the diversity in size of animal signals and they must explain the diversity in form of signals. Three selection pressures operating on animal signals are discussed: the degree of conflict or cooperation, the `efficacy' of signals and how signalling costs are paid. A distinction is made between cases where costs of signalling are paid in the production of the signal and cases where costs are paid as a consequence of giving a signal on the grounds that differences in signal design result. This is illustrated by reference to the example of warning coloration. It is concluded that general principles still elude us because of the numbers of different selection pressures that operate on the design of animal signals.",2,"MA261","","","",""
"128","X.ISI.000314366900023","Does the Reproductive Strategy Affect the Transmission and Genetic Diversity of Bionts in Cyanolichens? A Case Study Using Two Closely Related Species","Otalora, Monica A. G. and Salvador, Clara and Martinez, Isabel and Aragon, Gregorio","MICROBIAL ECOLOGY","0095-3628",65,"2","517-530",2013,"10.1007/s00248-012-0136-5","Observed levels of population genetic diversity are often associated with differences in species dispersal and reproductive strategies. In symbiotic organisms, the genetic diversity level of each biont should also be highly influenced by biont transmission. In this study, we evaluated the influence of the reproductive strategies of cyanolichen species on the current levels of population genetic diversity of bionts. To eliminate any phylogenetic noise, we selected two closely related species within the genus Degelia, which only differ in their reproductive systems. We sampled all known populations of both species in central Spain and genotyped the fungal and cyanobacterial components of lichen samples using DNA sequences as molecular markers. We applied population genetics approaches to evaluate the genetic diversity and population genetic structure of the symbiotic components of both lichen species. Our results indicate that fungal and cyanobiont genetic diversity is highly influenced by the reproductive systems of lichen fungus. We detected higher bionts genetic diversity values in the sexual species Degelia plumbea. By contrast, the levels of fungal and cyanobiont genetic diversity in the asexual species Degelia atlantica were extremely low (almost clonal), and the species shows a high specificity towards its cyanobiont. Our results indicate that reproduction by vegetative propagules, in species of the genus Degelia, favors vertical transmission and clonality, which affects the species' capacity for resources and competition, thereby limiting the species to restricted niches.",2,"MA128","","","",""
"98","X.ISI.000348916200022","Evolution of equal division among unequal partners","Debove, Stephane and Baumard, Nicolas and Andre, Jean-Baptiste","EVOLUTION","0014-3820",69,"2","561-569",2015,"10.1111/evo.12583","One of the hallmarks of human fairness is its insensitivity to power: although strong individuals are often in a position to coerce weak individuals, fairness requires them to share the benefits of cooperation equally. The existence of such egalitarianism is poorly explained by current evolutionary models. We present a model based on cooperation and partner choice that can account for the emergence of a psychological disposition toward fairness, whatever the balance of power between the cooperative partners. We model the evolution of the division of a benefit in an interaction similar to an ultimatum game, in a population made up of individuals of variable strength. The model shows that strong individuals will not receive any advantage from their strength, instead having to share the benefits of cooperation equally with weak individuals at the evolutionary equilibrium, a result that is robust to variations in population size and the proportion of weak individuals. We discuss how this model suggests an explanation for why egalitarian behaviors toward everyone, including the weak, should be more likely to evolve in humans than in any other species.",2,"MA98","","","",""
"78","X.ISI.000360846200005","Volatile-mediated location of mutualist host and toxic non-host microfungi by Drosophila larvae","Stoetefeld, Laura and Holighaus, Gerrit and Schuetz, Stefan and Rohlfs, Marko","CHEMOECOLOGY","0937-7409",25,"5","271-283",2015,"10.1007/s00049-015-0197-2","In analogy to herbivores, fungivorous animals may find suitable host fungi using fungal volatiles as infochemicals and to distinguish between fungi of varying suitability. This study tests the influence of volatiles emitted by micro-fungi, yeast and mould, on the foraging behaviour of facultative fungivorous Drosophila melanogaster larvae. We hypothesised that establishing or avoiding contact with edible yeast (host fungus) and inedible, toxic mould (non-host fungus) is regulated by fungus-specific variation in volatile production. In particular, we expected the non-host fungus to produce specific volatiles that repel fly larvae and thus contribute to signal inedibility. By quantifying innate variation in arrival of individual D. melanogaster larvae at colonies of the mutualist yeast Candida californica or of the antagonistic mould Penicillium expansum, we found the yeast to attract more rapidly a larger number of larvae than the mould did. The developmental stage (young, vegetative vs. old, sporulating) of P. expansum did not affect arrival of larvae at fungal colonies. We used gas chromatography coupled with mass spectrometry (GC-MS) to identify the composition of fungal volatiles. Four compounds appeared to be yeast-specific, twenty to be mould-specific volatiles. Eight volatiles were consistently produced by both young and old P. expansum. Two compounds, 3-methyl-1-butanol and 2-methyl-1-propanol, were released by P. expansum (young and old) as well as C. californica. Time-dependent behavioural response profiles of similar to 750 D. melanogaster larvae revealed innate attraction to three alcohols produced by yeast and/or moulds and to two yeast-specific organic acids. We found no indication of a repellent effect of mould-specific compounds, including terpenoids like geosmin known to elicit strong avoidance behaviour of adult D. melanogaster in response to harmful microbes. Also, synthetic mould and yeast-specific blends of attractive compounds were equally attractive to the larvae. With respect to the species combinations investigated in this study, we hypothesize that qualitative differences in fungal volatile profiles are of minor relevance in how Drosophila larvae locate and probably discriminate between fungi of varying suitability.",2,"MA78","","","",""
"212","X.ISI.000241065200007","Sexual conflict, ecology, and breeding systems in shorebirds","Szekely, Tamas and Thomas, Gavin H. and Cuthill, Innes C.","BIOSCIENCE","0006-3568",56,"10","801-808",2006,"10.1641/0006-3568(2006)56{[}801:SCEABS]2.0.CO;2","Evolutionary biologists strive to understand the immense variation in animals' breeding systems. Shorebirds represent an ideal model system for this endeavor, because they exhibit diverse breeding systems that include monogamy, with the parents cooperating to rear the young, and polygamy by the male, the female, or both parents, with one parent taking full responsibility for incubating the eggs and rearing the young. Recent experimental manipulations, mathematical models, and phylogenetic analyses reveal that evolutionary pressures may diverge as they act on mated pairs of shorebirds, favoring one parent at a cost to the other. We argue that different reproductive payoffs for the male and the female have had fundamental implications for the evolution of diverse breeding systems.",2,"MA212","","","",""
