"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"201","X.ISI.000252007200006","Reproductive skew and the evolution of group dissolution tactics: a synthesis of concession and restraint models","Buston, P. M. and Reeve, H. K. and Cant, M. A. and Vehrencamp, S. L. and Emlen, S. T.","ANIMAL BEHAVIOUR","0003-3472",74,"6","1643-1654",2007,"10.1016/j.anbehav.2007.03.003","Reproductive skew theory provides a compelling explanation for the partitioning of reproduction among individuals within animal societies. One constructive criticism of the theory is that there are too many models, all of which have different assumptions and predictions, which makes it difficult to know what to test. Here we begin the process of tackling this problem, by re-examining the assumptions and predictions of basic concession and restraint models, two transactional models that are often tested as alternatives. Concession models assume that the dominant has complete control over the allocation of reproduction but may yield some of the group's reproduction to prevent the subordinate from voluntarily departing. Restraint models assume that the subordinate has complete control over the allocation of reproduction but may not claim all of the group's reproduction to prevent the dominant from forcibly evicting it. We show that the group dissolution tactics that individuals use ( forcible eviction or voluntary departure) need not be an assumption of the model, but rather they can be predicted using Hamilton's rule and the standard variables of skew models. We reveal that the assumption that one individual ( dominant or subordinate) has complete control over the allocation of reproduction is an idea common to both models, and we resolve this semantic difference by calling this individual `the allocator'. We show that, regardless of the group dissolution tactics that individuals adopt, the allocator's share of the reproduction always increases as relatedness increases, as group productivity increases, and as constraints on leaving to breed elsewhere intensify. We conclude that concession and restraint type models make qualitatively similar predictions, and should not be tested as alternatives. In summary, this study makes the transactional framework of reproductive skew more general, by eliminating restrictive assumptions, and more amenable to testing in the field, by clarifying assumptions and predictions. (c) 2007 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA201","","","",""
"89","X.ISI.000356044700011","Arginine vasotocin modulates associative learning in a mutualistic cleaner fish","Cardoso, Sonia C. and Bshary, Redouan and Mazzei, Renata and Paitio, Jose R. and Oliveira, Rui F. and Soares, Marta C.","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443",69,"7","1173-1181",2015,"10.1007/s00265-015-1931-z","Social environmental complexity induces structural and biochemical changes in animals' brains, which are linked to the improvement of animals' learning abilities. The nonapeptides from the arginine vasopressin (AVP) family (arginine vasotocin, AVT, in non-mammals) play a significant role in the regulation of social behavior, particularly in the formation of social memories and individual recognition. Moreover, the role of AVT in the regulation of interspecific interactions has only recently started to be addressed in the context of cleaner fish mutualisms and learning. Variance in the distribution of AVP receptor expression, which is linked to distinct neural systems (related to the dorsolateral and the dorsomedial telencephalon), is known to be implicated in differences in individual learning processes. Here we asked if the associative learning performance of the Indo-Pacific bluestreak cleaner wrasse (Labroides dimidiatus) is regulated by AVT. We tested the influence of AVT upon the cleaners' ability to solve two different problems (cue and place discrimination tasks) that in principle differ in ecological relevance and are associated with two different memory systems. We found that AVT affected the learning competence of cleaners differently between tasks, as individual performance showed distinct response selectivity to AVT dosage levels. However, only in the ecologically relevant task was their learning response improved by blocking AVT via treatment with the antagonist Manning compound. Our findings demonstrate that AVT pathways, which are implicated in the regulation of interspecific behavior (i.e., a cleaner's willingness to seek interactions with clients), are also linked to individual learning ability in the context of mutualistic behavior, and in tune with socio-ecological demands.",2,"MA89","","","",""
"261","X.ISI.A1993LG32400012","ARE THERE GENERAL-PRINCIPLES OF SIGNAL-DESIGN","DAWKINS, MS","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES B-BIOLOGICAL SCIENCES","0962-8436",340,"1292","251-255",1993,"10.1098/rstb.1993.0065","Explanations of signal design must meet three requirements: they must be logically coherent, they must explain the diversity in size of animal signals and they must explain the diversity in form of signals. Three selection pressures operating on animal signals are discussed: the degree of conflict or cooperation, the `efficacy' of signals and how signalling costs are paid. A distinction is made between cases where costs of signalling are paid in the production of the signal and cases where costs are paid as a consequence of giving a signal on the grounds that differences in signal design result. This is illustrated by reference to the example of warning coloration. It is concluded that general principles still elude us because of the numbers of different selection pressures that operate on the design of animal signals.",2,"MA261","","","",""
"249","X.ISI.000072639600002","Behavioral genetics and evolutionary psychology: Unified perspective on personality research","Segal, NL and Macdonald, KB","HUMAN BIOLOGY","0018-7143",70,"2","159-184",1998,NA,"Behavioral geneticists and evolutionary psychologists have generally pursued human behavioral analyses with little theoretical or methodological exchange. However, significant benefits might accrue from increased communication between these disciplines. The primary goals of this article are (1) to identify meaningful junctures between behavioral genetics and evolutionary psychology, (2) to describe behavioral genetic research designs and their applications to evolutionary analyses, and (3) to reassess current personality research in light of behavioral genetic and evolutionary concepts and techniques, The five-factor model of personality is conceptualized as subsuming variation in normative species-typical systems with adaptive functions in the human environment of evolutionary adaptation. Considered as universal evolved mechanisms, personality systems are often seen in dynamic conflict within individuals and as highly compartmentalized in their functioning between settings, However, genetically influenced individual differences in personality may also be understood within an evolutionary framework. Studies of the heritability of personality traits indicate broad-sense heritabilities in the 0.40-0.50 range with evidence of substantial nonadditive genetic variation and nonshared environmental influences. Evidence indicates that evolutionary theory (e.g., inclusive fitness theory) predicts patterns of social interaction (e.g., cooperation and bereavement) in relatives. Furthermore, variation in personality may constitute a range of viable strategies matching the opportunities available in the complex niche environment of human societies. Within this wide range of viable strategies, personality variation functions as a resource environment for individuals in the sense that personality variation is evaluated according to the interests of the evaluator (e.g., friendships, coalitions, or mate choice).",2,"MA249","","","",""
"258","X.ISI.A1996VV02000007","Marine chemical ecology: What's known and what's next?","Hay, ME","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","0022-0981",200,"1-2","103-134",1996,"10.1016/S0022-0981(96)02659-7","In this review, I summarize recent developments in marine chemical ecology and suggest additional studies that should be especially productive. Direct tests in both the field and laboratory show that secondary metabolites commonly function as defenses against consumers. However, some metabolites also diminish fouling, inhibit competitors or microbial pathogens, and serve as gamete attractants; these alternative functions are less thoroughly investigated. We know little about how consumers perceive secondary metabolites or how ecologically realistic doses of defensive metabolites affect consumer physiology or fitness, as opposed to feeding behavior. Secondary metabolites have direct consequences, but they do not act in isolation from other prey characteristics or from the physical and biological environment in which organisms interact with their natural enemies. This mandates that marine chemical ecology be better integrated into a broader and more complex framework that includes aspects of physiological, population, community, and even ecosystem ecology. Recent advances in this area involve assessing how chemically mediated interactions are affected by physical factors such as flow, desiccation, UV radiation, and nutrient availability, or by biological forces such as the palatability or defenses of neighbors, fouling organisms, or microbial symbionts. Chemical defenses can vary dramatically among geographic regions, habitats, individuals within a local habitat, and within different portions of the same individual. Factors affecting this variance are poorly known, but include physical stresses and induction due to previous attack. Studies are needed to assess which consumers induce prey defenses, how responses vary in environments with differing physical characteristics, and whether the `induced' responses are a direct response to consumer attack or are a defense against microbial pathogens invading via feeding wounds. Although relatively unstudied, ontogenetic shifts in concentrations and types of defenses occur in marine species, and patterns of larval chemical defenses appear to provide insights into the evolution of complex life cycles and of differing modes of development among marine invertebrates. The chemical ecology of marine microbes is vastly underappreciated even though microbes produce metabolites that can have devastating indirect effects on non-target organisms (e.g., red tide related fish kills) and significantly affect entire ecosystems. The natural functions of these metabolites are poorly understood, but they appear to deter both consumers and other microbes. Additionally, marine macro-organisms use metabolites from microbial symbionts to deter consumers, subdue prey, and defend their embryos from pathogens. Microbial chemical ecology offers unlimited possibilities for investigators that develop rigorous and more ecologically relevant approaches.",2,"MA258","","","",""
"263","X.ISI.A1992HR79300010","INTRACELLULAR SYMBIONTS AND THE EVOLUTION OF UNIPARENTAL CYTOPLASMIC INHERITANCE","LAW, R and HUTSON, V","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",248,"1321","69-77",1992,"10.1098/rspb.1992.0044","Uniparental inheritance of cytoplasmic elements is widespread among eukaryotic organisms and is achieved by a diverse range of mechanisms. This paper shows that the cytoplasmic genetic system would be expected to evolve towards uniparental inheritance, given the existence of deleterious symbionts capable of invading the host cytoplasm together with nuclear genes that lead to the elimination of cytoplasmic elements from one of the gamete types. The reason for this is that, under biparental inheritance, foreign symbionts with strong deleterious effects are able to spread through host populations. A nuclear modifier gene which leads to the loss of cytoplasmic elements from one gamete type gains a net advantage as a symbiont spreads, because the modifier sometimes gives rise to a symbiont-free zygote. In so far as small gametes reduce the rate of symbiont transmission to the zygote, modifier genes causing small gamete size would tend to accumulate, so that cytoplasmic inheritance would become associated with maternal rather than paternal gametes. Once uniparental inheritance predominates in the host population, the population is protected from invasions by a large class of harmful symbionts, but at the same time those symbionts that benefit their hosts are still able to increase in frequency.",2,"MA263","","","",""
"120","X.ISI.000321726100010","Endocrinology of sociality: Comparisons between sociable and solitary individuals within the same population of African striped mice","Schoepf, Ivana and Schradin, Carsten","HORMONES AND BEHAVIOR","0018-506X",64,"1","89-94",2013,"10.1016/j.yhbeh.2013.04.011","The social organization of species ranges from solitary-living to complex social groups. While the evolutionary reasons of group-living are well studied, the physiological mechanisms underlying alternative social systems are poorly understood. By studying group-living and solitary individuals of the same species, we can determine hormonal correlates of sociality without the problem of confounding phylogenetic factors. The African striped mouse (Rhabdomys pumilio) is a socially flexible species, which can be solitary or alternatively form complex family groups, depending on population density and the extent of reproductive competition. We predicted group-living striped mice to show signs of reproductive suppression and social stress, resulting in higher corticosterone but lower testosterone levels when compared to solitary-living individuals. To determine whether differences in social organization correlated with hormonal differences, we collected blood samples from free-living striped mice during four breeding seasons when we experimentally induced solitary-living in philopatric individuals by locally reducing population density. Striped mice that were group-living did not change their corticosterone or estosterone levels during the study, indicating that there was no temporal effect during the breeding season. Striped mice of both sexes had significantly lower corticosterone levels after switching from group- to solitary-living. Solitary males - but not solitary females - had higher testosterone levels than group-living conspecifics. Our results suggest that group-living results in physiological stress and can induce reproductive suppression, at least in philopatric males. The switch to solitary-living may thus be a tactic to avoid reproductive competition within groups, and is associated with decreased stress hormone levels and onset of independent reproduction. (C) 2013 Elsevier Inc. All rights reserved.",2,"MA120","","","",""
"67","X.ISI.000374563600003","The social context of a territorial dispute differentially influences the way individuals in breeding pairs coordinate their aggressive tactics","Schuppe, Eric R. and Sanin, Gloria D. and Fuxjager, Matthew J.","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443",70,"5","673-682",2016,"10.1007/s00265-016-2088-0","In diverse species, individuals coordinate behavior to accomplish shared goals or tasks. Such coordination, however, often occurs selectively, and the contextual information animals use to determine when they coordinate and when they do not is unclear. We investigate this issue in the highly territorial downy woodpecker (Picoides pubescens) by exploring how individuals within a social breeding pair differentially modulate coordinated aggressive responses during graded simulated territorial intrusions (STIs). Analyses show that resident pairs mount a more robust aggressive response to STIs that represent a greater threat. Moreover, in this social context, pair members produce contact vocalizations in a way that predicts their partner's aggressive behavior. We also show that, when presented with a low threat, individuals that first respond to intrusions decrease their aggressive output once their partner attends to the stimulus; the partner, in turn, increases their levels of aggressive behavior. This does not occur in high-threat STIs, where both partners maintain high levels of aggression throughout the entire encounter. Together, these results show that individuals within a pair flexibly adjust their aggressive tactics in response to different social competitive contexts, and this includes adjusting the way in which individuals coordinate certain aspects of their agonistic repertoire. We speculate that this ability reflects an adaptive mechanism that allows individuals to fine-tune territorial tactics to reduce overall costs of aggression. Although research has demonstrated that individuals often coordinate their behavior to accomplish common tasks, little is known about the factors that determine when such coordination occurs and when it does not. We address this issue for the first time in the highly territorial downy woodpecker by testing how the level of threat associated with a territorial interaction influences the coordination of defensive behavior. We find that, when facing intruders that pose a greater threat, residents adjust levels of aggressive output in response to the number of vocalizations produced by their breeding partner. By contrast, this relationship is not observed when pairs face intruders that pose a relatively lower threat. Our data therefore provide striking evidence that coordination in defensive tactics depends on the residents' appraisal of the social context, such that fiercer competition is associated with greater behavioral coordination.",2,"MA67","","","",""
"239","X.ISI.000168769100002","Individual versus social complexity, with particular reference to ant colonies","Anderson, C and McShea, DW","BIOLOGICAL REVIEWS","1464-7931",76,"2","211-237",2001,"10.1017/S1464793101005656","Insect societies - colonies of ants, bees, wasps and termites - vary enormously in their social complexity. Social complexity is a broadly used term that encompasses many individual and colony-level traits and characteristics such as colony size, polymorphism and foraging strategy. A number of earlier studies have considered the relationships among various correlates of social complexity in insect societies; in this review, we build upon those studies by proposing additional correlates and show how all correlates can be integrated in a common explanatory framework. The various correlates are divided among four broad categories (sections). Under `polyphenism' we consider the differences among individuals, in particular focusing upon `caste' and specialization of individuals. This is followed by a section on `totipotency' in which we consider the autonomy and subjugation of individuals. Under this heading we consider various aspects such as intracolony conflict, worker reproductive potential and physiological or morphological restrictions which limit individuals' capacities to perform a range of tasks or functions. A section entitled `organization of work' considers a variety of aspects, e.g. the ability to tackle group, team or partitioned tasks, foraging strategies and colony reliability and efficiency. A final section, `communication and functional integration', considers how individual activity is coordinated to produce an integrated and adaptive colony. Within each section we use illustrative examples drawn from the social insect literature (mostly from ants, for which there is the best data) to illustrate concepts or trends and make a number of predictions concerning how a particular trait is expected to correlate with other aspects of social complexity. Within each section we also expand the scope of the arguments to consider these relationships in a much broader sense of `sociality' by drawing parallels with other `social' entities such as multicellular individuals, which can be understood as `societies' of cells. The aim is to draw out any parallels and common causal relationships among the correlates. Two themes run through the study. The first is the role of colony size as an important factor affecting social complexity. The second is the complexity of individual workers in relation to the complexity of the colony. Consequently, this is an ideal opportunity to test a previously proposed hypothesis that `individuals of highly social ant species are less complex than individuals from simple ant species' in light of numerous social correlates. Our findings support this hypothesis. In summary, we conclude that, in general, complex societies are characterized by large colony size, worker polymorphism, strong behavioural specialization and loss of totipotency in its workers, low individual complexity, decentralized colony control and high system redundancy, low individual competence, a high degree of worker cooperation when tackling tasks, group foraging strategies, high tempo, multi-chambered tailor-made nests, high functional integration, relatively greater use of cues and modulatory signals to coordinate individuals and heterogeneous patterns of worker-worker interaction.",2,"MA239","","","",""
"158","X.ISI.000290370800007","Non-immunological defense in an evolutionary framework","Parker, Benjamin J. and Barribeau, Seth M. and Laughton, Alice M. and de Roode, Jacobus C. and Gerardo, Nicole M.","TRENDS IN ECOLOGY \& EVOLUTION","0169-5347",26,"5","242-248",2011,"10.1016/j.tree.2011.02.005","After parasite infection, invertebrates activate immune system-based defenses such as encapsulation and the signaling pathways of the innate immune system. However, hosts are often able to defend against parasites without using these mechanisms. The non-immunological defenses, such as behaviors that prevent or combat infection, symbiont-mediated defense, and fecundity compensation, are often ignored but can be important in host parasite dynamics. We review recent studies showing that heritable variation in these traits exists among individuals, and that they are costly to activate and maintain. We also discuss findings from genome annotation and expression studies to show how immune system-based and non-immunological defenses interact. Placing these studies into an evolutionary framework emphasizes their importance for future studies of host parasite coevolution.",2,"MA158","","","",""
