"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"93","X.ISI.000357703200022","Investigating the causes and consequences of symbiont shuffling in a multi-partner reef coral symbiosis under environmental change","Cunning, R. and Silverstein, R. N. and Baker, A. C.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",282,"1809",NA,2015,"10.1098/rspb.2014.1725","Dynamic symbioses may critically mediate impacts of climate change on diverse organisms, with repercussions for ecosystem persistence in some cases. On coral reefs, increases in heat-tolerant symbionts after thermal bleaching can reduce coral susceptibility to future stress. However, the relevance of this adaptive response is equivocal owing to conflicting reports of symbiont stability and change. We help reconcile this conflict by showing that change in symbiont community composition (symbiont shuffling) in Orbicella faveolata depends on the disturbance severity and recovery environment. The proportion of heat-tolerant symbionts dramatically increased following severe experimental bleaching, especially in a warmer recovery environment, but tended to decrease if bleaching was less severe. These patterns can be explained by variation in symbiont performance in the changing microenvironments created by differentially bleached host tissues. Furthermore, higher proportions of heat-tolerant symbionts linearly increased bleaching resistance but reduced photochemical efficiency, suggesting that any change in community structure oppositely impacts performance and stress tolerance. Therefore, even minor symbiont shuffling can adaptively benefit corals, although fitness effects of resulting trade-offs are difficult to predict. This work helps elucidate causes and consequences of dynamism in symbiosis, which is critical to predicting responses of multi-partner symbioses such as O. faveolata to environmental change.",2,"MA93","","","",""
"3","X.ISI.000468068400001","Trait-Based Modeling of Multihost Pathogen Transmission: Plant-Pollinator Networks","Truitt, Lauren L. and McArt, Scott H. and Vaughn, Andrew H. and Ellner, Stephen P.","AMERICAN NATURALIST","0003-0147",193,"6","E149-E167",2019,"10.1086/702959","Epidemiological models for multihost pathogen systems often classify individuals taxonomically and use species-specific parameter values, but in species-rich communities that approach may require intractably many parameters. Trait-based epidemiological models offer a potential solution but have not accounted for within-species trait variation or between-species trait overlap. Here we propose and study trait-based models with host and vector communities represented as trait distributions without regard to species identity. To illustrate this approach, we develop susceptible-infectious-susceptible models for disease spread in plant-pollinator networks with continuous trait distributions. We model trait-dependent contact rates in two common scenarios: nested networks and specialized plant-pollinator interactions based on trait matching. We find that disease spread in plant-pollinator networks is impacted the most by selective pollinators, universally attractive flowers, and cospecialized plant-pollinator pairs. When extreme pollinator traits are rare, pollinators with common traits are most important for disease spread, whereas when extreme flower traits are rare, flowers with uncommon traits impact disease spread the most. Greater nestedness and specialization both typically promote disease persistence. Given recent pollinator declines caused in part by pathogens, we discuss how trait-based models could inform conservation strategies for wild and managed pollinators. Furthermore, while we have applied our model to pollinators and pathogens, its framework is general and can be transferred to any kind of species interactions in any community.",2,"MA3","","","",""
"135","X.ISI.000308239500013","Individual contributions to territory defence in a cooperative breeder: weighing up the benefits and costs","Mares, Rafael and Young, Andrew J. and Clutton-Brock, Tim H.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452",279,"1744","3989-3995",2012,"10.1098/rspb.2012.1071","While investment in territory defence is expected to be influenced by its benefits, the additional role that costs may play is rarely considered. Here, we quantify both benefits and costs of repelling prospecting males in cooperative meerkats, and demonstrate that both are required to explain the substantial variation in individual contributions to the defence observed. Males benefit more from repelling prospectors than females, as males may lose dominance and be expelled during intrusions. Accordingly, males invest the most in repelling prospectors. We also show that males experience an associated cost in the form of reduced weight gain and, as such, heavier males contribute more to chasing prospectors. Finally, we show evidence of a cost not restricted to individuals engaged in chasing: both males and females reduce their contributions to feeding dependent pups when prospectors are present, resulting in a reduction in pup weight gain in this context. Males appear to adjust their contributions to chasing in light of this cost, chasing at lower rates when their group contains dependent young. Our findings support the view that investment in cooperative behaviours can be attributed to benefits and costs, and highlight the additional importance of considering trade-offs in investment between cooperative behaviours.",2,"MA135","","","",""
"57","X.ISI.000392031600016","Sex differences in intrasexual aggression among sex-role-reversed, cooperatively breeding cichlid fish Julidochromis regani","Ito, Munehiko H. and Yamaguchi, Motoomi and Kutsukake, Nobuyuki","JOURNAL OF ETHOLOGY","0289-0771",35,"1","137-144",2017,"10.1007/s10164-016-0501-9","In sex-role-reversed species, females compete for resources (e.g., mates) more intensively than do males. However, it remains unclear whether these species exhibit sex differences in the intensity of aggressive behavior in the context of within-sex contests. Cichlid fish in the genus Julidochromis exhibit intraspecific variation in mating systems, ranging from monogamy to cooperative polyandry with sex-role reversal. In the study reported here, we observed aggressive interactions among three same-sex individuals in Julidochromis regani in the laboratory and tested whether inter-female aggression was more intense than inter-male aggression. Although difference in body size strongly determined the direction of aggression in fish, aggression by a smaller-sized individuals toward larger ones was occasionally observed. This type of aggression was common between individuals of a similar body size (<= 5 mm) and occurred more frequently among females than males. In contrast, differences in body size and sex did not affect the frequency of aggression by larger-sized individuals against smaller ones. Bidirectional aggression (i.e., mouth fighting) occurred frequently when two individuals had similar body size, and there was no difference in its frequency between sexes. However, temporal analysis showed that females performed bidirectional aggression more persistently than males. These sex differences in the intensity of intrasexual aggression could be the behavioral mechanisms underpinning cooperative polyandry.",2,"MA57","","","",""
"159","X.ISI.000208810500001","Natural and human economies compared","Vermeij, Geerat J. and Leigh, Jr., Egbert G.","ECOSPHERE","2150-8925",2,"4",NA,2011,"10.1890/ES11-00004.1","Human economies and natural ecosystems (natural economies) share fundamental properties. Both are adaptive, cooperative systems where agents-individuals and groups-compete for locally limiting resources needed to live and reproduce. Successful competitors differentially propagate better knowledge and technology for making a living. Competition has favored innovations, diversification (of species or human occupations), higher productivity, greater interdependence among economic agents, and the emergence of more powerful, interactive individuals and groups, so productivity, diversity, and scales of activity have tended to increase over time. Because economic innovations accumulate, these trends have accelerated over time in both natural and human economies. The shift from mainly genetic origin and transmission of adaptation in natural economies to mainly cultural adaptation among human beings has accelerated these trends dramatically, and made the modern human economy extraordinarily dependent on nonrenewable resources and much more vulnerable to monopolies and tragedies of the commons, internally generated threats less common or less destructive in natural economies. In nature, these internal disruptions are overcome by the advent of new agents, often not involved in causing these disruptions, that compete in new ways. We argue that a comparable shift in societal norms, which govern individual and group status in human society, is needed to keep monopolies and tragedies of the commons from harming both the human economy and the ecosystems on which we depend.",2,"MA159","","","",""
"55","X.ISI.000395193900001","Nomadic-colonial life strategies enable paradoxical survival and growth despite habitat destruction","Tan, Zong Xuan and Cheong, Kang Hao","ELIFE","2050-084X",6,NA,NA,2017,"10.7554/eLife.21673","Organisms often exhibit behavioral or phenotypic diversity to improve population fitness in the face of environmental variability. When each behavior or phenotype is individually maladaptive, alternating between these losing strategies can counter-intuitively result in population persistence an outcome similar to the Parrondo's paradox. Instead of the capital or history dependence that characterize traditional Parrondo games, most ecological models which exhibit such paradoxical behavior depend on the presence of exogenous environmental variation. Here we present a population model that exhibits Parrondo's paradox through capital and history dependent dynamics. Two sub-populations comprise our model: nomads, who live independently without competition or cooperation, and colonists, who engage in competition, cooperation, and long-term habitat destruction. Nomads and colonists may alternate behaviors in response to changes in the colonial habitat. Even when nomadism and colonialism individually lead to extinction, switching between these strategies at the appropriate moments can paradoxically enable both population persistence and long-term growth.",2,"MA55","","","",""
"8","X.ISI.000461000300014","Sociosexuality, testosterone, and life history status: prospective associations and longitudinal changes among men in Cebu, Philippines","Gettler, Lee T. and Kuo, Patty X. and Rosenbaum, Stacy and Avila, Josephine L. and McDade, Thomas W. and Kuzawa, Christopher W.","EVOLUTION AND HUMAN BEHAVIOR","1090-5138",40,"2","249-258",2019,"10.1016/j.evolhumbehav.2018.11.001","Sociosexuality is defined as an individual's interest in uncommitted sexual activity and can be measured in terms of both psychological orientations and behavioral expression. In socio-ecological contexts in which adults monogamously partner and cooperate to raise children, individuals with unrestricted sociosexuality are likely to prioritize mating/competition over committed partnering and parenting. Given the importance of mother-father cooperation in the evolutionary past, humans may have the capacity to facultatively and opportunistically downregulate sociosexuality to focus on priorities related to invested partnering and parenting. To date, no prior studies have used longitudinal data to track within-individuals changes in sociosexuality as it relates to such life history transitions. Given the lack of prior longitudinal research in this area, it is likewise unknown what physiological mechanisms might mediate within-individual changes in sociosexuality through time but testosterone is a plausible candidate. To explore these questions, we drew on a large, long-running study of Filipino men (n = 288), who were single non-fathers at 25.9 years of age and were followed up 4-5 years later. We found that men with more unrestricted sociosexuality at baseline were more likely to experience relationship dissolution by follow-up, consistent with past work. Compared to men who remained single non-fathers at followup, men who became married residential fathers showed shifts towards more restricted global sociosexuality as well as sociosexual behavior. Relative to their own baseline values, married residential fathers also had more restricted sociosexuality in all domains at follow-up. They were the only group for whom this was found. We found theoretically-consistent but modest support for positive correlations between men's testosterone and their sociosexuality, but no evidence that the two change in tandem together through time. Our results suggest that some amount of between-individual differences in sociosexuality are not stable and can facultatively shift alongside other aspects of male reproductive effort.",2,"MA8","","","",""
"149","X.ISI.000298174700001","The evolution of cooperative turn-taking in animal conflict","Franz, Mathias and van der Post, Daniel and Schuelke, Oliver and Ostner, Julia","BMC EVOLUTIONARY BIOLOGY","1471-2148",11,NA,NA,2011,"10.1186/1471-2148-11-323","Background: A fundamental assumption in animal socio-ecology is that animals compete over limited resources. This view has been challenged by the finding that individuals might cooperatively partition resources by `` taking turns{''}. Turn-taking occurs when two individuals coordinate their agonistic behaviour in a way that leads to an alternating pattern in who obtains a resource without engaging in costly fights. Cooperative turn-taking has been largely ignored in models of animal conflict and socio-ecological models that explain the evolution of social behaviours based only on contest and scramble competition. Currently it is unclear whether turn-taking should be included in socio-ecological models because the evolution of turn-taking is not well understood. In particular, it is unknown whether turn-taking can evolve when fighting costs and assessment of fighting abilities are not fixed but emerge from evolved within-fight behaviour. We address this problem with an evolutionary agent-based model. Results: We found that turn-taking evolves for small resource values, alongside a contest strategy that leads to stable dominance relationships. Turn-taking leads to egalitarian societies with unclear dominance relationships and non-linear dominance hierarchies. Evolutionary stability of turn-taking emerged despite strength differences among individuals and the possibility to evolve within-fight behaviour that allows good assessment of fighting abilities. Evolutionary stability emerged from frequency-dependent effects on fitness, which are modulated by feedbacks between the evolution of within-fight behaviour and the evolution of higher-level conflict strategies. Conclusions: Our results reveal the impact of feedbacks between the evolution of within-fight behaviour and the evolution of higher-level conflict strategies, such as turn-taking. Similar feedbacks might be important for the evolution of other conflict strategies such as winner-loser effects or coalitions. However, we are not aware of any study that investigated such feedbacks. Furthermore, our model suggests that turn-taking could be used by animals to partition low value resources, but to our knowledge this has never been tested. The existence of turntaking might have been overlooked because it leads to societies with similar characteristics that have been expected to emerge from scramble competition. Analyses of temporal interaction patterns could be used to test whether turn-taking occurs in animals.",2,"MA149","","","",""
"54","X.ISI.000392774100017","Can cleanerfish overcome temptation? A selective role for dopamine influence on cooperative-based decision making","Soares, Marta C. and Cardoso, Sonia C. and Malato, Joao T. and Messias, Joao P. M.","PHYSIOLOGY \& BEHAVIOR","0031-9384",169,NA,"124-129",2017,"10.1016/j.physbeh.2016.11.028","Evidence suggests that animals are selected to make accurate choices and prioritize goals within the constraints of a given social environment to maximize fitness. These decisions are mostly based on complex processes in which value is linked to reward and cues may carry variable incentive salience. However, the level in which the incentive elicited by a cue is able to shift individual choices should differ between individuals and neurophysiological states. Here we used a notorious cooperative cleanerfish species Labroides dimidiatus to probe for differences in the incentive motivational valences given to food cues and then tested for the role of the dopaminergic system in the appraisal of such cues. We found that cleaners differed in Pavlovian conditioned approach behavioural responses to reward-associated stimuli: while the majority were fast to engage physically with the cue plate that indicated future reward delivery (sign trackers), only a few took significantly more time to respond (goal trackers). But amongst those that were considering the sole cue attractive, we discovered that the dopaminergic blockage decreased their initial propensity to approach and touch the cue plate. Our results show that dopamine disruption contributes to shifting the attribution of motivational incentive from the predictive cue towards the actual reward and provides key insight into the physiological framework of cooperative-based decision making. (C) 2016 Elsevier Inc. All rights reserved.",2,"MA54","","","",""
"238","X.ISI.000180007000008","The causes and consequences of ant invasions","Holway, DA and Lach, L and Suarez, AV and Tsutsui, ND and Case, TJ","ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS","0066-4162",33,NA,"181-233",2002,"10.1146/annurev.ecolysis.33.010802.150444","Invasions by non-native ants are an ecologically destructive phenomenon affecting both continental and island ecosystems throughout the world. Invasive ants often become highly abundant in their introduced range and can outnumber native ants. These numerical disparities underlie the competitive asymmetry between invasive ants and native ants and result from a complex interplay of behavioral, ecological, and genetic factors. Reductions in the diversity and abundance of native ants resulting from ant invasions give rise to a variety of direct and indirect effects on non-ant taxa. Invasive ants compete with and prey upon a diversity of other organisms, including some vertebrates, and may enter into or disrupt mutualistic interactions with numerous plants and other insects. Experimental studies and research focused on the native range ecology of invasive ants will be especially valuable contributions to this field of study.",2,"MA238","","","",""
"152","X.ISI.000294224400014","No evidence for host specialization or host-race formation in the European bitterling (Rhodeus amarus), a fish that parasitizes freshwater mussels","Reichard, M. and Bryja, J. and Polacik, M. and Smith, C.","MOLECULAR ECOLOGY","0962-1083",20,"17","3631-3643",2011,"10.1111/j.1365-294X.2011.05198.x","Coevolutionary relationships between parasites and hosts can elevate the rate of evolutionary changes owing to reciprocal adaptations between coevolving partners. Such relationships can result in the evolution of host specificity. Recent methodological advances have permitted the recognition of cryptic lineages, with important consequences for our understanding of biological diversity. We used the European bitterling (Rhodeus amarus), a freshwater fish that parasitizes unionid mussels, to investigate host specialization across regions of recent and ancient sympatry between coevolving partners. We combined genetic data (12 microsatellite and 2 mitochondrial markers) from five populations with experimental data for possible mechanisms of host species recognition (imprinting and conditioning). We found no strong evidence for the existence of cryptic lineages in R. amarus, though a small proportion of variation among individuals in an area of recent bitterling-mussel association was statistically significant in explaining host specificity. No other measures supported the existence of host-specific lineages. Behavioural data revealed a weak effect of conditioning that biased behavioural preferences towards specific host species. Host imprinting had no effect on oviposition behaviour. Overall, we established that populations of R. amarus show limited potential for specialization, manifested as weak effects of host conditioning and genetic within-population structure. Rhodeus amarus is the only species of mussel-parasitizing fish in Europe, which contrasts with the species-rich communities of bitterling in eastern Asia where several host-specific bitterling occur. We discuss costs and constraints on the evolution of host-specific lineages in our study system and more generally.",2,"MA152","","","",""
