"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"90","X.ISI.000356611200022","Coloration reflects behavioural types in the convict cichlid, Amatitlania siquia","Schweitzer, Cecile and Motreuil, Sebastien and Dechaume-Moncharmont, Francis-Xavier","ANIMAL BEHAVIOUR","0003-3472",105,NA,"201-209",2015,"10.1016/j.anbehav.2015.04.024","Interindividual behavioural differences, consistent over time and across situations, are frequently related to differences in reproductive success, susceptibility to disease and competitive ability. The behavioural phenotype of a conspecific is likely to affect the outcome of a social interaction, so an individual must be able to accurately assess behavioural phenotypes in order to optimize behavioural responses during mate choice, cooperative relationships and agonistic interactions. However, behavioural assessment based on dyadic interactions in different contexts can be costly because it may require significant time, increase the risk of predation and often necessitates special cognitive abilities. Different colour cues are associated with different life history strategies in many species, so coloration might also correlate with behavioural phenotype. Thus, conspecifics could use coloration as a single cue for the mediation of social interactions. We investigated the relationship between personality and coloration in the monogamous, biparental convict cichlid. This species has black melanin-based stripes with interindividual variation in the intensity of these stripes. In addition, females have bright orange spots on their abdomens. Using repeatable measures of boldness, exploration and aggressiveness, we were able to define a behavioural syndrome and quantified the behavioural type of each individual. Behavioural types were predicted by colour traits. In particular, proactive individuals (more aggressive, bolder and quicker to resume behaviour after being startled) were more likely to be dark and, among females, have smaller orange areas. Our results support the hypothesis that coloration in the convict cichlid is related to personality. Thus, coloration could play an important role in mediating social interactions, allowing a quick and reliable assessment of conspecifics' behavioural types. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA90","","","",""
"52","X.ISI.000395347300008","Competing for seed dispersal: evidence for the role of avian seed hoarders in mediating apparent predation among oaks","Pesendorfer, Mario B. and Koenig, Walter D.","FUNCTIONAL ECOLOGY","0269-8463",31,"3","622-631",2017,"10.1111/1365-2435.12770","In communities of large-seeded tree species, generalist seed hoarders often link the temporally variable dynamics of various species in ways that can result in indirect ecological interactions. A special case of such interactions is apparent predation' - when variation in seed production of one tree species changes the outcome of the interaction between seed hoarders and another tree species from seed dispersal mutualism to predation. We investigated how two species of avian hoarders responded to differences in acorn availability among individual valley oaks (Quercus lobata) and across a landscape dominated by blue oaks (Q.douglasii) to determine whether seed dispersal and predation dynamics result in apparent predation between these oak species. California scrub-jays (Aphelocoma californica), high-quality seed dispersers with large spatial scales of resource perception, showed strong numerical and functional responses to individually large Q.lobata acorn crops when landscape-level acorn crops were low, but the numerical response was not observed when Q.douglasii produced a good acorn crop the subsequent year. In contrast, acorn woodpeckers (Melanerpes formicivorus), which are significant acorn predators, exhibited a consistent functional response to individual Q.lobata acorn crops independent of landscape-wide availability. Consequently, Q.lobata experienced increased predation and a near absence of high-quality seed dispersal when Q.douglasii acorns were abundant. Our results suggest that apparent predation among oak species can arise from contrasting responses of generalist seed predators and dispersers to acorn availability on different spatial scales. Thus, the spatial scale of resource perception, which can differ greatly among generalist seed hoarders, may provide a proximate mechanism underlying indirect, temporally variable ecological affects such as apparent predation among sympatric species of large-seeded trees.",2,"MA52","","","",""
"112","X.ISI.000330149600013","Under high stakes and uncertainty the rich should lend the poor a helping hand","Abou Chakra, Maria and Traulsen, Arne","JOURNAL OF THEORETICAL BIOLOGY","0022-5193",341,NA,"123-130",2014,"10.1016/j.jtbi.2013.10.004","In social dilemmas, there is tension between individual incentives to optimize personal gain versus social benefits. An additional cause of conflict in such social dilemmas is heterogeneity. Cultural differences or financial inequity often interfere with decision making when a diverse group of individuals interact. We address these issues in situations where individuals are either rich or poor. Often, it is unclear how rich and poor individuals should interact should the poor invest the same as the rich, or should the rich assist the poor? Which distribution of efforts can be considered as fair? To address the effects of heterogeneity on decisions, we model a collective-risk dilemma where players collectively have to invest more than a certain threshold, with heterogeneity and multiple rounds. We aim to understand the natural behavior and to infer which strategies are particularly stable in such asymmetric collective-risk games. Large scale individual based simulations show that when the poor players have half of the wealth the rich players posses, the poor contribute only when early contributions are made by the rich players. The rich contribute on behalf of the poor only when their own external assets are worth protecting. Under a certain degree of uncertainty we observe the rich maintain cooperation by assisting the poor. (C) 2013 Elsevier Ltd. All rights reserved.",2,"MA112","","","",""
"162","X.ISI.000288027900004","Intra- and Intersexual Conflicts and Cooperation in the Evolution of Mating Strategies: Lessons Learnt From Ungulates","Bro-Jorgensen, Jakob","EVOLUTIONARY BIOLOGY","0071-3260",38,"1","28-41",2011,"10.1007/s11692-010-9105-4","The traditional narrow focus on male mate competition in studies of mammalian mating strategies has been successful in explaining many conspicuous outcomes of sexual selection. However, focusing on ungulates, I here review increasing evidence that a comprehensive understanding of sexually selected adaptations requires consideration of a broader range of sex roles, particularly those relating to female behaviour. I show how mate competition and mate choice in both sexes can interact and often lead to intra- and intersexual conflicts and sometimes also cooperation. By causing phenotypic selection, these behavioural interactions can shape evolution although the outcome depends on genetic constraints. I conclude that to advance the understanding of mammalian mating systems we must broaden our conceptual framework from being largely focused on male competitive strategies to encompass coevolutionary dynamics between the mating strategies of both sexes. Future challenges include clarifying (1) the ecological basis for the inter- and intraspecific diversity in sex roles, (2) the condition-dependence of female mating strategies, and (3) the ultimate causes of mate competition and promiscuity in females.",2,"MA162","","","",""
"12","X.ISI.000456143400011","Social complexity: patterns, processes, and evolution","Kappeler, Peter M. and Clutton-Brock, Tim and Shultz, Susanne and Lukas, Dieter","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","0340-5443",73,"1",NA,2019,"10.1007/s00265-018-2613-4","Animal and human societies exhibit extreme diversity in the size, composition and cohesion of their social units, in the patterning of sex-specific reproductive skew, in the nature of parental care, in the form and frequency of cooperation and in their competitive regime, creating a diversity of socially complex societies. However, there is an ongoing debate about whether social complexity is a real, emergent property of a society or whether it only provides a conceptual framework for studying the diversity and evolution of societies. In this introduction to our topical collection, we identify three areas of current research addressing relevant challenges in the study of social complexity. First, previous studies have suffered from a lack of a common conceptual framework, including shared definitions, and existing measures of social complexity do not acknowledge its multiple components and dimensions. Second, most previous studies have ignored intraspecific variation, and the proximate and ultimate determinants of variation in social complexity, as well as their interactions, remain poorly known. Third, comparative studies of social complexity offer opportunities to explore its biological causes and correlates and but it is frequently difficult to identify the causal relationships involved and the development of general insights has been hampered by conceptual and methodological difficulties. In this paper, we briefly characterize these three challenges and offer guidance to the other contributions to this topical collection on social complexity by placing their key results in the context of these three topics.Significance statementIn this paper, we address the main current challenges in the study of social complexity and combine our brief overview with a synopsis of the other contributions to this topical collection on various aspects of social complexity.",2,"MA12","","","",""
"20","X.ISI.000442705500009","Incidence and biomarkers of pregnancy, spontaneous abortion, and neonatal loss during an environmental stressor: Implications for female reproductive suppression in the cooperatively breeding meerkat","Dimac-Stohle, Kristin A. and Davies, Charli S. and Grebel, Nicholas M. and Stonehill, Alexandra C. and Greene, Lydia K. and Mitchell, Jessica and Clutton-Brock, Tim and Drea, Christine M.","PHYSIOLOGY \& BEHAVIOR","0031-9384",193,"A, SI","90-100",2018,"10.1016/j.physbeh.2017.11.011","Meerkats are group-living, insectivorous herpestids in which subordinate members provide extensive care for the dominant female's young. In contrast to some cooperative breeders, subordinate female meerkats are physiologically able to reproduce and occasionally do so successfully; their attempts are more frequently `suppressed' via eviction or infanticide by the dominant female. Spontaneous abortion and neonatal loss occur with some regularity, further negatively impacting reproductive success. Here, we compared the reproductive outcomes and endocrine profiles, including of serum progesterone (P-4), serum estradiol (E-2), and fecal glucocorticoid metabolites (fGCm), of dominant and subordinate dams residing within their clans in the Kalahari Desert of South Africa. Our study spanned years of drought, which reduced insect abundance and represented a substantial environmental stressor. Meerkat pregnancies were identified at mid-term and culminated either in spontaneous abortions or full-term deliveries, after which pups were either lost prior to emergence from the natal den (usually within 2 days of birth) or emerged at 2-3 weeks. Neonatal loss exceeded fetal loss for all females, and contributed to narrowing the status-related disparity in female reproductive output seen during less arid periods. Although E-2 concentrations were significantly lower in subordinate than dominant females, they were sufficient to support gestation. Absolute E-2 concentrations may owe to androgenic precursors that also attain highest concentrations in dominant dams and may mediate aggression underlying female reproductive skew. Pregnancies terminating in fetal loss were marked by significantly lower 134 concentrations in mid-gestation and modestly lower E-2 concentrations overall. Consistently high fGCm concentrations further increased across trimesters, particularly (but not consistently) in subordinates and in aborted pregnancies. Environmental stressor may modulate reproductive outcomes in meerkats through their influence on sex steroids and their effects on intragroup competition. The social and eco-physiological factors affecting intraspecific variation in reproductive output, even in obligate cooperative breeders, may be most apparent during extreme conditions, reflecting the benefits of long-term studies for assessing the impact of climate change.",2,"MA20","","","",""
"71","X.ISI.000367474300005","Individual variation behind the evolution of cooperation","Barta, Zoltan","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8436",371,"1687",NA,2016,"10.1098/rstb.2015.0087","Life on Earth has two remarkable properties. The first is variation: even apart from the vast number of extant species, there are considerable differences between individuals within a single species. The second property is cooperation. It is surprising that until recently the interactions between these two properties have rarely been addressed from an evolutionary point of view. Here, I concentrate on how inter-individual differences influence the evolution of cooperation. First, I deal with cases where individuality is maintained by random processes like mutation or phenotypic noise. Second, I examine when differences in state cause differences in behaviour. Finally, I investigate the effects of individual role specialization. Variation can be important in several ways. Increased random variation can change the expectation about cooperativeness of future partners, altering behaviour in a current relationship. Differences in state may serve as a book-keeping mechanism that is necessary for the evolution of reciprocity. If the cost of cooperation can depend on state then strategic regulation of state makes it possible to coerce partners to cooperate. If conditions force individuals to specialize, cooperation becomes more valuable. My review of theoretical models suggests that variation plays an important role in the evolution of cooperation.",2,"MA71","","","",""
"238","X.ISI.000180007000008","The causes and consequences of ant invasions","Holway, DA and Lach, L and Suarez, AV and Tsutsui, ND and Case, TJ","ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS","0066-4162",33,NA,"181-233",2002,"10.1146/annurev.ecolysis.33.010802.150444","Invasions by non-native ants are an ecologically destructive phenomenon affecting both continental and island ecosystems throughout the world. Invasive ants often become highly abundant in their introduced range and can outnumber native ants. These numerical disparities underlie the competitive asymmetry between invasive ants and native ants and result from a complex interplay of behavioral, ecological, and genetic factors. Reductions in the diversity and abundance of native ants resulting from ant invasions give rise to a variety of direct and indirect effects on non-ant taxa. Invasive ants compete with and prey upon a diversity of other organisms, including some vertebrates, and may enter into or disrupt mutualistic interactions with numerous plants and other insects. Experimental studies and research focused on the native range ecology of invasive ants will be especially valuable contributions to this field of study.",2,"MA238","","","",""
"16","X.ISI.000449937900007","Community-wide consequences of sexual dimorphism: evidence from nectar microbes in dioecious plants","Tsuji, Kaoru and Fukami, Tadashi","ECOLOGY","0012-9658",99,"11","2476-2484",2018,"10.1002/ecy.2494","Intraspecific trait variation is receiving renewed interest as a factor affecting the structure of multi-species communities within and across trophic levels. One pervasive form of intraspecific trait variation is sexual dimorphism in animals and plants, which might exert large effects particularly on the communities of host-associated organisms, but the extent of these effects is not well understood. We investigated whether host-associated microbial communities developed differently in the floral nectar of female and male individuals of the dioecious shrubs, Eurya emarginata and E. japonica. We found that nectar-colonizing microbes such as bacteria and fungi were more than twice as prevalent and, overall, more than 10 times as abundant in male flowers as in female flowers. Microbial species composition also differed between flower sexes. To examine potential mechanisms behind these differences, we manipulated the frequency of flower visitation by animals and the order of arrival of microbial species to nectar. Animal visitation frequency affected microbial communities more greatly in male flowers, while arrival order affected them more in female flowers. These sex-specific effects appeared attributable to differences in how animals and microbes altered the chemical characteristics of nectar that limited microbial growth. Taken together, our results provide evidence that sexual dimorphism can have large effects on the structure of host-associated communities.",2,"MA16","","","",""
"94","X.ISI.000355315700003","Personality and density affect nest defence and nest survival in the great tit","Vrublevska, Jolanta and Krama, Tatjana and Rantala, Markus J. and Mierauskas, Pranas and Freeberg, Todd M. and Krams, Indrikis A.","ACTA ETHOLOGICA","0873-9749",18,"2","111-120",2015,"10.1007/s10211-014-0191-7","Recent studies suggest that individual variation in behaviour of prey individuals may cause distinctive responses to nest predators and cooperation with conspecifics. We assessed individual differences during a novel object test and whether these responses were related to nest failure and survival of females during incubation. We additionally carried out experimental trials in natural field conditions using a stuffed pine marten, a principal nest predator, to test for a relationship between neophobia and mobbing predators. Our results show that antipredator responses of breeding great tits are dependent on their personality and personality type of neighbouring conspecifics. We found that neophilic individuals (those that rapidly resumed feeding of nestlings in the presence of a novel object) have an advantage over neophobic individuals (those that slowly resumed feeding of nestlings in the presence of a novel object) in their reproductive success, as measured in numbers of successful nests and of females that survived. Furthermore, neophilic-neophilic pairs exhibited stronger antipredator mobbing responses than neophobic-neophobic pairs. Results show that consistent individual differences in response against novel objects and antipredator behaviour are related, and that these responses are important predictors of nest failure in breeding great tits.",2,"MA94","","","",""
"136","X.ISI.000309601400025","Behavioural type, status and social context affect behaviour and resource allocation in cooperatively breeding cichlids","Riebli, Thomas and Taborsky, Michael and Chervet, Noemie and Apolloni, Nadine and Zuercher, Yvonne and Heg, Dik","ANIMAL BEHAVIOUR","0003-3472",84,"4","925-936",2012,"10.1016/j.anbehav.2012.07.017","Individuals often show consistent differences in behavioural traits that may belong to a behavioural syndrome. Aggressive propensity is usually an important component of consistent behavioural types, potentially generating benefits in resource competition with conspecifics that may be traded off against costs in other contexts (e.g. acquisition of mates or coexistence with group members). Such trade-offs have not yet been studied in highly social species. We investigated how aggressive propensity influences competition for dominance, shelters and mates in the cooperatively breeding cichlid Neolamprologus pulcher. Following an established protocol we compared growth trajectories of groups of four fish either matched or unmatched for aggressive type. Furthermore, we analysed social interactions, the acquisition of shelter and possible mating partners (by proximity to shelters and prospective mates) according to aggressive type, showing either high or low aggression levels. Contrary to prediction we found that differences in behavioural idiosyncrasies affected the likelihood of obtaining the dominant position and high-quality territories only marginally. Social interactions, growth rates and body reserve accumulation were affected by behavioural differences. However, the patterns observed in this experiment differed from previous studies and suggest a modulating effect of the social environment on the link between behavioural types and life history decisions. Hence, we suggest that in future studies this relationship should be thoroughly investigated under varying social contexts, especially in highly social species. (C) 2012 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA136","","","",""
